step,T,r,rz,Epot,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
3510,320.024,0.49925,0.499248,-1349.19,-2.98983e-005,-0.000111539,-0.0407653,0.0453178,0.00136898,0.470033,-0.0977064,-0.428397,-2.93257,0.0451386,-7.05424e-006,-0.0292151,0.622049,0.640801,1
3520,323.981,0.498152,0.498143,-1354.21,-4.9612e-005,-0.000214942,-0.0414911,0.0453176,0.00136816,0.469827,-0.0607203,-0.405411,-2.92466,0.0438844,-0.00123801,-0.0283161,0.622024,0.640982,1
3530,331.7,0.496292,0.496273,-1362.68,-2.82479e-005,-0.00031223,-0.0422114,0.0453174,0.00136684,0.469618,0.1204,-0.37358,-2.9152,0.0422622,-0.00184812,-0.0266548,0.622142,0.641156,1
3540,342.869,0.494007,0.493986,-1374.8,6.13523e-006,-0.000401241,-0.0429315,0.0453173,0.00136505,0.469405,0.15645,-0.345068,-2.89763,0.0417747,-0.00146591,-0.0245811,0.622322,0.641405,1
3550,324.313,0.491659,0.491645,-1355.83,4.46101e-005,-0.000477734,-0.0436616,0.0453175,0.00136284,0.469188,0.1175,-0.195561,-3.16536,0.0421635,-0.000665323,-0.0224563,0.62261,0.641696,1
3560,313.359,0.489409,0.4894,-1345.03,7.75199e-005,-0.000521791,-0.0444468,0.0453178,0.00136034,0.468968,0.147332,-0.159897,-3.17356,0.0427075,-1.22282e-005,-0.0204323,0.622988,0.64201,1
3570,297.224,0.487353,0.487348,-1328.79,0.000117171,-0.00055711,-0.0452343,0.0453183,0.00135764,0.468744,0.17195,-0.125932,-3.18236,0.0432013,0.00061612,-0.0186041,0.62354,0.642385,1
3580,288.544,0.485462,0.485459,-1321.27,0.000162549,-0.000584678,-0.0460232,0.045319,0.00135478,0.468516,0.194544,-0.0977218,-3.18514,0.0435446,0.0014153,-0.0169432,0.623666,0.642422,1
3590,304.365,0.483434,0.483427,-1338.15,0.000213926,-0.000606225,-0.0468125,0.0453199,0.0013518,0.468284,0.221116,-0.0778534,-3.18653,0.042899,0.00219917,-0.0151436,0.623677,0.642424,1
3600,290.439,0.48109,0.481076,-1323.28,0.000272458,-0.000624253,-0.047603,0.0453211,0.00134872,0.468048,0.251526,-0.0700401,-3.19603,0.0417504,0.00238019,-0.013028,0.623677,0.642424,1
