step,T,Epot,Efull,SolventMolsThroughZ,
2.38e-012,276.391,-1908.78,-1202.13,2021160697,
2.385e-012,292.193,-1952.88,-1205.82,1179010246,
2.39e-012,278.477,-1921.52,-1209.53,336859795,
2.395e-012,277.935,-1919.3,-1208.7,-505290656,
2.4e-012,278.327,-1915.33,-1203.73,-1347441107,
2.405e-012,281.649,-1919.68,-1199.59,2105375738,
2.41e-012,283.961,-1917.5,-1191.5,1263225287,
2.415e-012,282.548,-1908.6,-1186.21,421074836,
2.42e-012,291.875,-1927.2,-1180.96,-421075615,
2.425e-012,284.659,-1909.39,-1181.6,-1263226066,
2.43e-012,279.895,-1889.25,-1173.64,-2105376517,
2.435e-012,293.145,-1921.81,-1172.32,1347440328,
2.44e-012,284.24,-1904.34,-1177.62,505289877,
2.445e-012,270.412,-1862.18,-1170.81,-336860574,
2.45e-012,279.87,-1874.53,-1158.98,-1179011025,
2.455e-012,298.771,-1926.35,-1162.48,-2021161476,
2.46e-012,275.87,-1864.28,-1158.96,1431655369,
2.465e-012,288.885,-1886.21,-1147.61,589504918,
2.47e-012,305.04,-1932.55,-1152.65,-252645533,
2.475e-012,288.537,-1893.91,-1156.2,-1094795984,
2.48e-012,294.284,-1903.59,-1151.19,-1936946435,
2.485e-012,287.882,-1883.04,-1147.01,1515870410,
2.49e-012,280.9,-1851.86,-1133.68,673719959,
2.495e-012,289.834,-1865.06,-1124.04,-168430492,
2.5e-012,297.449,-1881.94,-1121.45,-1010580943,
2.505e-012,308.15,-1910.67,-1122.82,-1852731394,
2.51e-012,293.246,-1872.77,-1123.02,1600085451,
2.515e-012,291.056,-1867.4,-1123.25,757935000,
2.52e-012,285.405,-1851.41,-1121.71,-84215451,
2.525e-012,286.924,-1854.19,-1120.61,-926365902,
2.53e-012,278.537,-1831.08,-1118.94,-1768516353,
2.535e-012,298.026,-1879.16,-1117.19,1684300492,
2.54e-012,298.26,-1879.83,-1117.26,842150041,
2.545e-012,297.877,-1877.92,-1116.33,-410,
2.55e-012,301.172,-1885.75,-1115.74,-842150861,
2.555e-012,314.521,-1920.79,-1116.65,-1684301312,
2.56e-012,304.399,-1896.09,-1117.83,1768515533,
2.565e-012,304.855,-1898.08,-1118.66,926365082,
2.57e-012,296.092,-1876.83,-1119.81,84214631,
2.575e-012,279.908,-1834.44,-1118.8,-757935820,
2.58e-012,266.061,-1795.9,-1115.66,-1600086271,
2.585e-012,276.317,-1818.73,-1112.27,1852730574,
2.59e-012,273.546,-1808.53,-1109.15,1010580123,
2.595e-012,296.783,-1866.93,-1108.14,168429672,
2.6e-012,297.977,-1869.95,-1108.11,-673720779,
2.605e-012,285.754,-1838.29,-1107.7,-1515871230,
2.61e-012,271.431,-1798.69,-1104.72,1936945615,
2.615e-012,288.981,-1841.91,-1103.07,1094795164,
2.62e-012,283.145,-1824.7,-1100.78,252644713,
2.625e-012,297.367,-1859.93,-1099.65,-589505738,
2.63e-012,293.083,-1848.17,-1098.85,-1431656189,
2.635e-012,289.716,-1839.06,-1098.34,2021160656,
2.64e-012,282.867,-1820.06,-1096.85,1179010205,
2.645e-012,280.616,-1812.24,-1094.78,336859754,
2.65e-012,298.521,-1856.67,-1093.44,-505290697,
2.655e-012,290.01,-1834.61,-1093.13,-1347441148,
2.66e-012,282.31,-1813.72,-1091.94,2105375697,
2.665e-012,262.502,-1760.68,-1089.54,1263225246,
2.67e-012,262.045,-1759.36,-1089.39,421074795,
2.675e-012,274.046,-1789.52,-1088.87,-421075656,
2.68e-012,279.986,-1801.94,-1086.1,-1263226107,
2.685e-012,296.712,-1843.61,-1085.01,-2105376558,
2.69e-012,298.745,-1849.38,-1085.58,1347440287,
2.695e-012,292.615,-1833.39,-1085.26,505289836,
2.7e-012,296.667,-1843.9,-1085.41,-336860615,
2.705e-012,286.689,-1817.84,-1084.85,-1179011066,
2.71e-012,274.208,-1784.04,-1082.97,-2021161517,
2.715e-012,293.09,-1830.07,-1080.73,1431655328,
2.72e-012,296.624,-1839,-1080.62,589504877,
2.725e-012,301.708,-1851.93,-1080.55,-252645574,
2.73e-012,307.406,-1866.71,-1080.76,-1094796025,
2.735e-012,304.894,-1861.29,-1081.77,-1936946476,
2.74e-012,303.366,-1856.99,-1081.37,1515870369,
2.745e-012,313.419,-1884.59,-1083.27,673719918,
2.75e-012,309.741,-1878.03,-1086.11,-168430533,
2.755e-012,299.184,-1855.35,-1090.42,-1010580984,
2.76e-012,288.157,-1826.58,-1089.84,-1852731435,
2.765e-012,282.291,-1809.41,-1087.67,1600085410,
2.77e-012,287.831,-1821.48,-1085.58,757934959,
2.775e-012,288.982,-1823.4,-1084.56,-84215492,
2.78e-012,294.6,-1837.63,-1084.43,-926365943,
2.785e-012,298.694,-1848.52,-1084.85,-1768516394,
2.79e-012,281.444,-1804.05,-1084.47,1684300451,
2.795e-012,264.614,-1757.97,-1081.43,842150000,
2.8e-012,279.67,-1793.06,-1078.03,-451,
2.805e-012,289.1,-1815.48,-1076.33,-842150902,
2.81e-012,291.955,-1821.65,-1075.21,-1684301353,
2.815e-012,297.976,-1835.99,-1074.15,1768515492,
2.82e-012,295.99,-1830.78,-1074.02,926365041,
2.825e-012,297.34,-1836.34,-1076.12,84214590,
2.83e-012,308.415,-1865.66,-1077.14,-757935861,
2.835e-012,309.192,-1869.24,-1078.72,-1600086312,
2.84e-012,295.913,-1835.45,-1078.89,1852730533,
2.845e-012,290.418,-1820.74,-1078.22,1010580082,
2.85e-012,274.408,-1777,-1075.42,168429631,
2.855e-012,294.25,-1826.07,-1073.76,-673720820,
2.86e-012,287.534,-1807.55,-1072.41,-1515871271,
2.865e-012,294.285,-1822.83,-1070.43,1936945574,
2.87e-012,306.342,-1853.46,-1070.23,1094795123,
2.875e-012,311.681,-1868.48,-1071.6,252644672,
2.88e-012,280.116,-1787.6,-1071.42,-589505779,
2.885e-012,303.286,-1845.52,-1070.1,-1431656230,
2.89e-012,287.905,-1806,-1069.91,2021160615,
2.895e-012,286.096,-1799.56,-1068.1,1179010164,
2.9e-012,296.945,-1827.45,-1068.25,336859713,
2.905e-012,302.172,-1841.8,-1069.23,-505290738,
2.91e-012,274.637,-1771.97,-1069.8,-1347441189,
2.915e-012,290.345,-1810.22,-1067.89,2105375656,
2.92e-012,296.742,-1826.77,-1068.09,1263225205,
2.925e-012,299.845,-1834.62,-1068,421074754,
2.93e-012,292.522,-1818.81,-1070.91,-421075697,
2.935e-012,273.279,-1767.1,-1068.41,-1263226148,
2.94e-012,275.722,-1772.02,-1067.08,-2105376599,
2.945e-012,287.391,-1798.47,-1063.69,1347440246,
2.95e-012,295.504,-1819.33,-1063.82,505289795,
2.955e-012,307.286,-1851.63,-1065.99,-336860656,
2.96e-012,292.192,-1813.46,-1066.41,-1179011107,
2.965e-012,301.289,-1836.18,-1065.87,-2021161558,
2.97e-012,296.776,-1828.52,-1069.75,1431655287,
2.975e-012,290.195,-1810.18,-1068.24,589504836,
2.98e-012,310.716,-1862.58,-1068.17,-252645615,
2.985e-012,304.962,-1848.39,-1068.69,-1094796066,
2.99e-012,316.302,-1878.69,-1070,-1936946517,
2.995e-012,307.005,-1855.74,-1070.81,1515870328,
3e-012,313.176,-1872.76,-1072.06,673719877,
3.005e-012,311.327,-1869.86,-1073.89,-168430574,
3.01e-012,305.223,-1855.22,-1074.85,-1010581025,
3.015e-012,308.655,-1865.56,-1076.42,-1852731476,
3.02e-012,289.229,-1818.61,-1079.14,1600085369,
3.025e-012,287.077,-1812.16,-1078.18,757934918,
3.03e-012,300.733,-1846.81,-1077.92,-84215533,
3.035e-012,290.672,-1821.46,-1078.3,-926365984,
3.04e-012,284.675,-1805.04,-1077.21,-1768516435,
3.045e-012,294.688,-1830.52,-1077.09,1684300410,
3.05e-012,302.429,-1850.77,-1077.55,842149959,
3.055e-012,290.988,-1822.87,-1078.9,-492,
3.06e-012,300.836,-1848.13,-1078.98,-842150943,
3.065e-012,314.062,-1883.46,-1080.5,-1684301394,
3.07e-012,317.167,-1893.1,-1082.19,1768515451,
3.075e-012,303.15,-1858.26,-1083.2,926365000,
3.08e-012,310.807,-1879.61,-1084.96,84214549,
3.085e-012,296.221,-1847.64,-1090.29,-757935902,
3.09e-012,301.949,-1863,-1091.01,-1600086353,
3.095e-012,313.777,-1894.2,-1091.96,1852730492,
3.1e-012,323.689,-1922.27,-1094.69,1010580041,
3.105e-012,307.056,-1882.37,-1097.32,168429590,
3.11e-012,294.784,-1850.74,-1097.07,-673720861,
3.115e-012,296.194,-1852.89,-1095.6,-1515871312,
3.12e-012,307.911,-1882.35,-1095.11,1936945533,
3.125e-012,306.636,-1879.62,-1095.64,1094795082,
3.13e-012,293.081,-1844.35,-1095.03,252644631,
3.135e-012,301.57,-1865.98,-1094.95,-589505820,
3.14e-012,296.567,-1855.36,-1097.13,-1431656271,
3.145e-012,286.116,-1827.91,-1096.39,2021160574,
3.15e-012,301.582,-1867.22,-1096.16,1179010123,
3.155e-012,292.523,-1844.58,-1096.68,336859672,
3.16e-012,294.27,-1855.86,-1103.5,-505290779,
3.165e-012,283.459,-1827.31,-1102.59,-1347441230,
3.17e-012,285.62,-1831.34,-1101.09,2105375615,
3.175e-012,282.319,-1821.28,-1099.47,1263225164,
3.18e-012,284.024,-1824.12,-1097.95,421074713,
3.185e-012,292.166,-1842.54,-1095.56,-421075738,
3.19e-012,309.072,-1885.31,-1095.11,-1263226189,
3.195e-012,302.482,-1868.34,-1094.98,-2105376640,
3.2e-012,294.289,-1846.8,-1094.39,1347440205,
3.205e-012,288.238,-1830.89,-1093.95,505289754,
3.21e-012,281.857,-1812.41,-1091.79,-336860697,
3.215e-012,279.264,-1804.48,-1090.48,-1179011148,
3.22e-012,295.151,-1843.56,-1088.95,-2021161599,
3.225e-012,287.229,-1822.44,-1088.08,1431655246,
3.23e-012,299.126,-1851.87,-1087.09,589504795,
3.235e-012,302.713,-1860.51,-1086.56,-252645656,
3.24e-012,299.411,-1851.57,-1086.07,-1094796107,
3.245e-012,313.744,-1889.12,-1086.97,-1936946558,
3.25e-012,308.554,-1876.99,-1088.11,1515870287,
3.255e-012,294.767,-1841.53,-1087.89,673719836,
3.26e-012,305.09,-1867.41,-1087.38,-168430615,
3.265e-012,298.557,-1856.23,-1092.91,-1010581066,
3.27e-012,304.257,-1875.37,-1097.47,-1852731517,
3.275e-012,287.725,-1833.36,-1097.73,1600085328,
3.28e-012,274.974,-1799.19,-1096.16,757934877,
3.285e-012,275.214,-1797.09,-1093.45,-84215574,
3.29e-012,280.406,-1808.89,-1091.97,-926366025,
3.295e-012,270.04,-1779.84,-1089.43,-1768516476,
3.3e-012,271.716,-1780.33,-1085.63,1684300369,
3.305e-012,289.409,-1823.71,-1083.77,842149918,
3.31e-012,276.266,-1789.02,-1082.69,-533,
3.315e-012,280.623,-1797.56,-1080.08,-842150984,
3.32e-012,297.43,-1839.16,-1078.72,-1684301435,
3.325e-012,291.33,-1822.7,-1077.85,1768515410,
3.33e-012,295.249,-1831.72,-1076.85,926364959,
3.335e-012,299.828,-1843.38,-1076.81,84214508,
3.34e-012,277.233,-1783.8,-1074.99,-757935943,
3.345e-012,280.247,-1788.69,-1072.18,-1600086394,
3.35e-012,280.509,-1793.25,-1076.07,1852730451,
3.355e-012,307.679,-1863.84,-1077.19,1010580000,
3.36e-012,299.937,-1843.94,-1077.08,168429549,
3.365e-012,324.243,-1907.55,-1078.55,-673720902,
3.37e-012,320.31,-1900.48,-1081.53,-1515871353,
3.375e-012,323.2,-1910.88,-1084.55,1936945492,
3.38e-012,295.822,-1841.69,-1085.36,1094795041,
3.385e-012,299.514,-1849.66,-1083.89,252644590,
3.39e-012,307.417,-1869.95,-1083.97,-589505861,
3.395e-012,307.244,-1870.45,-1084.92,-1431656312,
3.4e-012,302.012,-1858.4,-1086.24,2021160533,
3.405e-012,297.093,-1845.75,-1086.17,1179010082,
3.41e-012,300.355,-1854.5,-1086.57,336859631,
3.415e-012,310.206,-1880.58,-1087.47,-505290820,
3.42e-012,316.921,-1900.56,-1090.28,-1347441271,
3.425e-012,308.817,-1881.6,-1092.04,2105375574,
3.43e-012,310.076,-1886.18,-1093.41,1263225123,
3.435e-012,293.443,-1844.19,-1093.94,421074672,
3.44e-012,308.183,-1881.78,-1093.85,-421075779,
3.445e-012,288.05,-1829.9,-1093.44,-1263226230,
3.45e-012,310.332,-1886.22,-1092.79,-2105376681,
3.455e-012,307.905,-1881.78,-1094.55,1347440164,
3.46e-012,308.312,-1883.5,-1095.23,505289713,
3.465e-012,307.597,-1882.65,-1096.22,-336860738,
3.47e-012,317.551,-1909.32,-1097.44,-1179011189,
3.475e-012,314.283,-1903.64,-1100.11,-2021161640,
3.48e-012,312.164,-1900.99,-1102.87,1431655205,
3.485e-012,294.25,-1855.62,-1103.31,589504754,
3.49e-012,310.652,-1897.41,-1103.17,-252645697,
3.495e-012,295.454,-1859.08,-1103.69,-1094796148,
3.5e-012,302.546,-1876.29,-1102.77,-1936946599,
3.505e-012,312.829,-1903.88,-1104.06,1515870246,
3.51e-012,308.698,-1896.41,-1107.16,673719795,
3.515e-012,280.746,-1824.99,-1107.2,-168430656,
3.52e-012,297.781,-1866.51,-1105.17,-1010581107,
3.525e-012,308.684,-1895.59,-1106.38,-1852731558,
3.53e-012,294.547,-1859.72,-1106.65,1600085287,
3.535e-012,303.177,-1882.54,-1107.4,757934836,
3.54e-012,304.856,-1891.17,-1111.74,-84215615,
3.545e-012,310.983,-1910.5,-1115.4,-926366066,
3.55e-012,289.983,-1857.11,-1115.71,-1768516517,
3.555e-012,288.803,-1853.38,-1114.99,1684300328,
3.56e-012,282.318,-1835.26,-1113.46,842149877,
3.565e-012,290.417,-1854.63,-1112.12,-574,
3.57e-012,276.841,-1818.11,-1110.31,-842151025,
3.575e-012,285.073,-1836.8,-1107.95,-1684301476,
3.58e-012,270.836,-1800.31,-1107.86,1768515369,
3.585e-012,274.644,-1806.68,-1104.5,926364918,
3.59e-012,278.888,-1814.07,-1101.03,84214467,
3.595e-012,305.746,-1882.09,-1100.39,-757935984,
3.6e-012,292.027,-1847.08,-1100.45,-1600086435,
3.605e-012,289.117,-1838.3,-1099.11,1852730410,
3.61e-012,283.544,-1821.97,-1097.03,1010579959,
3.615e-012,291.87,-1840.88,-1094.66,168429508,
3.62e-012,303.321,-1870.44,-1094.94,-673720943,
3.625e-012,311.206,-1891.89,-1096.23,-1515871394,
3.63e-012,316.95,-1908.1,-1097.74,1936945451,
3.635e-012,310.901,-1894.23,-1099.35,1094795000,
3.64e-012,284.205,-1825.38,-1098.75,252644549,
3.645e-012,288.29,-1833.16,-1096.08,-589505902,
3.65e-012,306.738,-1879.8,-1095.56,-1431656353,
3.655e-012,285.086,-1824.92,-1096.04,2021160492,
3.66e-012,281.06,-1812,-1093.41,1179010041,
3.665e-012,281.585,-1811,-1091.07,336859590,
3.67e-012,293.986,-1843.04,-1091.41,-505290861,
3.675e-012,299.854,-1857.38,-1090.74,-1347441312,
3.68e-012,296.376,-1849.14,-1091.4,2105375533,
3.685e-012,275.603,-1793.36,-1088.72,1263225082,
3.69e-012,294.99,-1841.36,-1087.15,421074631,
3.695e-012,288.788,-1824.28,-1085.93,-421075820,
3.7e-012,300.381,-1852.35,-1084.36,-1263226271,
3.705e-012,303.938,-1861.17,-1084.09,-2105376722,
3.71e-012,312.177,-1883.33,-1085.19,1347440123,
3.715e-012,284.667,-1811.81,-1084,505289672,
3.72e-012,317.959,-1896.89,-1083.96,-336860779,
3.725e-012,315.79,-1893.07,-1085.69,-1179011230,
3.73e-012,322.95,-1913.94,-1088.25,-2021161681,
3.735e-012,301.497,-1859.68,-1088.84,1431655164,
3.74e-012,314.423,-1893.46,-1089.57,589504713,
3.745e-012,304.786,-1869.34,-1090.09,-252645738,
3.75e-012,305.072,-1870.35,-1090.37,-1094796189,
3.755e-012,296.76,-1848.08,-1089.35,-1936946640,
3.76e-012,324.543,-1919.69,-1089.92,1515870205,
3.765e-012,320.301,-1911.51,-1092.6,673719754,
3.77e-012,305.063,-1873.6,-1093.64,-168430697,
3.775e-012,297.978,-1855.17,-1093.33,-1010581148,
3.78e-012,298.844,-1856.74,-1092.68,-1852731599,
3.785e-012,289.308,-1830.85,-1091.17,1600085246,
3.79e-012,290.751,-1835.39,-1092.02,757934795,
3.795e-012,301.622,-1863.08,-1091.91,-84215656,
3.8e-012,288.386,-1829.12,-1091.79,-926366107,
3.805e-012,298.715,-1854.12,-1090.39,-1768516558,
3.81e-012,295.24,-1844.52,-1089.68,1684300287,
3.815e-012,291.077,-1832.21,-1088.01,842149836,
3.82e-012,296.15,-1844.25,-1087.08,-615,
3.825e-012,285.649,-1815.96,-1085.64,-842151066,
3.83e-012,296.435,-1842.05,-1084.15,-1684301517,
3.835e-012,286.959,-1816.4,-1082.73,1768515328,
3.84e-012,273.552,-1779.43,-1080.04,926364877,
3.845e-012,289.457,-1816.66,-1076.6,84214426,
3.85e-012,320.964,-1898.17,-1077.56,-757936025,
3.855e-012,314.958,-1885.35,-1080.09,-1600086476,
3.86e-012,307.266,-1867.42,-1081.83,1852730369,
3.865e-012,301.267,-1853.22,-1082.96,1010579918,
3.87e-012,302.508,-1856.94,-1083.52,168429467,
3.875e-012,312.061,-1881.94,-1084.09,-673720984,
3.88e-012,304.977,-1865.56,-1085.82,-1515871435,
3.885e-012,271.601,-1778.33,-1083.92,1936945410,
3.89e-012,291.888,-1827.39,-1081.12,1094794959,
3.895e-012,297.459,-1841.71,-1081.19,252644508,
3.9e-012,280.674,-1797.16,-1079.56,-589505943,
3.905e-012,308.836,-1868.6,-1079,-1431656394,
3.91e-012,312.955,-1880.75,-1080.61,2021160451,
3.915e-012,302.672,-1856,-1082.16,1179010000,
3.92e-012,300.159,-1849.13,-1081.71,336859549,
3.925e-012,304.264,-1860.69,-1082.78,-505290902,
3.93e-012,289.121,-1820.06,-1080.86,-1347441353,
3.935e-012,320.676,-1901.35,-1081.48,2105375492,
3.94e-012,319.273,-1899.81,-1083.52,1263225041,
3.945e-012,303.569,-1861.49,-1085.35,421074590,
3.95e-012,315.012,-1891.27,-1085.88,-421075861,
3.955e-012,301.359,-1857.07,-1086.58,-1263226312,
3.96e-012,307.267,-1872.32,-1086.73,-2105376763,
3.965e-012,296.87,-1851.84,-1092.83,1347440082,
3.97e-012,291.713,-1838.25,-1092.43,505289631,
3.975e-012,301.75,-1864.56,-1093.08,-336860820,
3.98e-012,287.616,-1828.98,-1093.63,-1179011271,
3.985e-012,275.631,-1795.61,-1090.9,-2021161722,
3.99e-012,296.968,-1849.05,-1089.79,1431655123,
3.995e-012,281.76,-1808.77,-1088.39,589504672,
4e-012,288.5,-1825.54,-1087.93,-252645779,
4.005e-012,289.528,-1829.48,-1089.24,-1094796230,
4.01e-012,293.629,-1840.55,-1089.82,-1936946681,
4.015e-012,284.158,-1819.22,-1092.72,1515870164,
4.02e-012,285.075,-1819.74,-1090.88,673719713,
4.025e-012,296.959,-1850.8,-1091.57,-168430738,
4.03e-012,287.694,-1826.79,-1091.24,-1010581189,
4.035e-012,291.7,-1836.29,-1090.5,-1852731640,
4.04e-012,282.489,-1811.22,-1088.98,1600085205,
4.045e-012,308.893,-1878.9,-1089.15,757934754,
4.05e-012,306.164,-1873.37,-1090.6,-84215697,
4.055e-012,293.722,-1841.12,-1090.16,-926366148,
4.06e-012,305.516,-1871.56,-1090.44,-1768516599,
4.065e-012,284.491,-1817.66,-1090.29,1684300246,
4.07e-012,289.531,-1829.19,-1088.94,842149795,
4.075e-012,281.8,-1809.11,-1088.63,-656,
4.08e-012,286.663,-1821.03,-1088.12,-842151107,
4.085e-012,285.115,-1817.21,-1088.26,-1684301558,
4.09e-012,282.95,-1809.51,-1086.09,1768515287,
4.095e-012,281.096,-1802.82,-1084.14,926364836,
4.1e-012,290.771,-1826.76,-1083.34,84214385,
4.105e-012,277.979,-1792.35,-1081.64,-757936066,
4.11e-012,307.699,-1867.4,-1080.7,-1600086517,
4.115e-012,300.866,-1850.9,-1081.67,1852730328,
4.12e-012,295.768,-1837.99,-1081.79,1010579877,
4.125e-012,272.296,-1776.1,-1079.92,168429426,
4.13e-012,285.635,-1807.06,-1076.77,-673721025,
4.135e-012,300.095,-1844.05,-1076.79,-1515871476,
4.14e-012,317.37,-1888.8,-1077.38,1936945369,
4.145e-012,300.607,-1848.09,-1079.53,1094794918,
4.15e-012,288.966,-1819.53,-1080.73,252644467,
4.155e-012,285.367,-1809.03,-1079.43,-589505984,
4.16e-012,280.969,-1795.76,-1077.4,-1431656435,
4.165e-012,288.519,-1812.93,-1075.27,2021160410,
4.17e-012,290.009,-1815.79,-1074.32,1179009959,
4.175e-012,282.341,-1795.17,-1073.3,336859508,
4.18e-012,309.354,-1863.12,-1072.19,-505290943,
4.185e-012,300.86,-1843,-1073.79,-1347441394,
4.19e-012,280.586,-1789.17,-1071.8,2105375451,
4.195e-012,298.869,-1835.6,-1071.48,1263225000,
4.2e-012,303.88,-1848.75,-1071.82,421074549,
4.205e-012,309.682,-1864.64,-1072.87,-421075902,
4.21e-012,300.444,-1842.41,-1074.26,-1263226353,
4.215e-012,284.044,-1800.22,-1074,-2105376804,
4.22e-012,270.438,-1762.84,-1071.41,1347440041,
4.225e-012,297.864,-1830.48,-1068.93,505289590,
4.23e-012,301.522,-1840.01,-1069.11,-336860861,
4.235e-012,304.892,-1848.57,-1069.05,-1179011312,
4.24e-012,303.865,-1847.44,-1070.54,-2021161763,
4.245e-012,283.781,-1794.82,-1069.28,1431655082,
4.25e-012,302.595,-1842.41,-1068.76,589504631,
4.255e-012,296.542,-1828.7,-1070.52,-252645820,
4.26e-012,303.999,-1847.9,-1070.66,-1094796271,
4.265e-012,313.052,-1873.27,-1072.88,-1936946722,
4.27e-012,292.722,-1822,-1073.6,1515870123,
4.275e-012,302.67,-1848.63,-1074.79,673719672,
4.28e-012,293.914,-1827.57,-1076.12,-168430779,
4.285e-012,281.153,-1794.5,-1075.67,-1010581230,
4.29e-012,288.788,-1814.07,-1075.72,-1852731681,
4.295e-012,289.537,-1814.92,-1074.65,1600085164,
4.3e-012,295.735,-1830.31,-1074.2,757934713,
4.305e-012,295.776,-1830.04,-1073.83,-84215738,
4.31e-012,308.117,-1862,-1074.23,-926366189,
4.315e-012,305.464,-1856.65,-1075.66,-1768516640,
4.32e-012,289.893,-1816.35,-1075.18,1684300205,
4.325e-012,294.943,-1828.48,-1074.4,842149754,
4.33e-012,300.499,-1842.49,-1074.2,-697,
4.335e-012,303.114,-1849.7,-1074.73,-842151148,
4.34e-012,297.716,-1835.88,-1074.7,-1684301599,
4.345e-012,302.637,-1848.63,-1074.87,1768515246,
4.35e-012,297.219,-1835.47,-1075.56,926364795,
4.355e-012,293.536,-1826.28,-1075.8,84214344,
4.36e-012,285.413,-1803.94,-1074.22,-757936107,
4.365e-012,310.947,-1869.07,-1074.06,-1600086558,
4.37e-012,281.617,-1793.62,-1073.61,1852730287,
4.375e-012,298.643,-1835.8,-1072.26,1010579836,
4.38e-012,278.792,-1783.94,-1071.15,168429385,
4.385e-012,286.322,-1801.69,-1069.65,-673721066,
4.39e-012,272.246,-1763.21,-1067.15,-1515871517,
4.395e-012,290.33,-1807.13,-1064.84,1936945328,
4.4e-012,296.924,-1824.38,-1065.23,1094794877,
4.405e-012,293.337,-1815.93,-1065.95,252644426,
4.41e-012,287.343,-1800.7,-1066.05,-589506025,
4.415e-012,286.934,-1798.81,-1065.2,-1431656476,
4.42e-012,276.719,-1770.09,-1062.6,2021160369,
4.425e-012,305.024,-1842.12,-1062.26,1179009918,
4.43e-012,290.885,-1805.78,-1062.07,336859467,
4.435e-012,289.51,-1802.17,-1061.98,-505290984,
4.44e-012,291.731,-1806.71,-1060.84,-1347441435,
4.445e-012,277.719,-1769.63,-1059.59,2105375410,
4.45e-012,270.504,-1749.7,-1058.09,1263224959,
4.455e-012,277.283,-1764.71,-1055.78,421074508,
4.46e-012,294.747,-1807.91,-1054.32,-421075943,
4.465e-012,299.627,-1820.72,-1054.66,-1263226394,
4.47e-012,302.862,-1829.3,-1054.96,-2105376845,
4.475e-012,282.679,-1778.29,-1055.56,1347440000,
4.48e-012,284.496,-1780.41,-1053.04,505289549,
4.485e-012,267.953,-1736.49,-1051.41,-336860902,
4.49e-012,279.14,-1761.09,-1047.41,-1179011353,
4.495e-012,284.619,-1773.45,-1045.77,-2021161804,
4.5e-012,300.747,-1814.34,-1045.41,1431655041,
4.505e-012,275.259,-1748.18,-1044.42,589504590,
4.51e-012,296.317,-1800.26,-1042.66,-252645861,
4.515e-012,279.802,-1759.49,-1044.12,-1094796312,
4.52e-012,287.685,-1777.95,-1042.42,-1936946763,
4.525e-012,285.565,-1772.23,-1042.12,1515870082,
4.53e-012,285.93,-1771.91,-1040.87,673719631,
4.535e-012,277.596,-1749.04,-1039.3,-168430820,
4.54e-012,304.166,-1816.39,-1038.72,-1010581271,
4.545e-012,293.486,-1790.11,-1039.75,-1852731722,
4.55e-012,309.75,-1832.5,-1040.56,1600085123,
4.555e-012,292.162,-1789.05,-1042.08,757934672,
4.56e-012,286.037,-1771.7,-1040.38,-84215779,
4.565e-012,301.296,-1809.27,-1038.94,-926366230,
4.57e-012,311.486,-1837.62,-1041.24,-1768516681,
4.575e-012,306.381,-1825.02,-1041.69,1684300164,
4.58e-012,314.254,-1846.59,-1043.13,842149713,
4.585e-012,309.687,-1836.07,-1044.28,-738,
4.59e-012,302.931,-1819.66,-1045.15,-842151189,
4.595e-012,313.455,-1847.24,-1045.83,-1684301640,
4.6e-012,296.161,-1803.74,-1046.54,1768515205,
4.605e-012,304.517,-1824.06,-1045.5,926364754,
4.61e-012,310.514,-1840.51,-1046.61,84214303,
4.615e-012,299.813,-1813.23,-1046.7,-757936148,
4.62e-012,295.328,-1803.61,-1048.54,-1600086599,
4.625e-012,285.796,-1777.66,-1046.96,1852730246,
4.63e-012,282.403,-1767.44,-1045.42,1010579795,
4.635e-012,277.643,-1751.34,-1041.49,168429344,
4.64e-012,302.239,-1813.33,-1040.59,-673721107,
4.645e-012,293.327,-1789.11,-1039.15,-1515871558,
4.65e-012,300.818,-1808.23,-1039.12,1936945287,
4.655e-012,283.801,-1763.95,-1038.36,1094794836,
4.66e-012,279.775,-1752.04,-1036.73,252644385,
4.665e-012,284.872,-1762.46,-1034.12,-589506066,
4.67e-012,296.63,-1791.77,-1033.37,-1431656517,
4.675e-012,293.677,-1783.34,-1032.49,2021160328,
4.68e-012,308.074,-1820.71,-1033.06,1179009877,
4.685e-012,275.208,-1736,-1032.37,336859426,
4.69e-012,278.272,-1740.07,-1028.6,-505291025,
4.695e-012,288.619,-1764.67,-1026.75,-1347441476,
4.7e-012,284.955,-1753.02,-1024.48,2105375369,
4.705e-012,285.676,-1753.08,-1022.69,1263224918,
4.71e-012,280.593,-1736.47,-1019.07,421074467,
4.715e-012,308.603,-1807.34,-1018.34,-421075984,
4.72e-012,287.844,-1753.16,-1017.23,-1263226435,
4.725e-012,295.106,-1771.23,-1016.73,-2105376886,
4.73e-012,281.86,-1735.29,-1014.66,1347439959,
4.735e-012,286.819,-1746.79,-1013.47,505289508,
4.74e-012,282.461,-1733.55,-1011.38,-336860943,
4.745e-012,294.268,-1762.74,-1010.38,-1179011394,
4.75e-012,284.83,-1738.39,-1010.16,-2021161845,
4.755e-012,288.39,-1746.08,-1008.75,1431655000,
4.76e-012,291.237,-1751.78,-1007.17,589504549,
4.765e-012,307.893,-1796.22,-1009.03,-252645902,
4.77e-012,293.597,-1760.39,-1009.74,-1094796353,
4.775e-012,296.356,-1767.13,-1009.43,-1936946804,
4.78e-012,301.705,-1781.35,-1009.98,1515870041,
4.785e-012,298.698,-1774.16,-1010.47,673719590,
