step,T,Epot,Efull,NThroughZNThroughKlap
46980,286.246,-8344.32,-7748.14,
46990,282.687,-8335.8,-7747.02,
47000,307.815,-8388.28,-7747.17,
47010,307.067,-8387.28,-7747.73,
47020,296.347,-8366.44,-7749.22,
47030,286.671,-8345.09,-7748.02,
47040,290.355,-8353.42,-7748.67,
47050,283.996,-8339.7,-7748.2,
47060,319.913,-8416.13,-7749.82,
47070,289.465,-8352.78,-7749.89,
47080,315.512,-8407.53,-7750.39,
47090,321.921,-8422.76,-7752.27,
47100,314.944,-8410.63,-7754.67,
47110,287.344,-8354.51,-7756.04,
47120,284.909,-8349.45,-7756.05,
47130,286.225,-8349.9,-7753.76,
47140,283.655,-8343.07,-7752.28,
47150,294.589,-8364.46,-7750.9,
47160,300.535,-8376.7,-7750.75,
47170,287.469,-8348.3,-7749.57,
47180,305.588,-8386.61,-7750.13,
47190,302.694,-8381.11,-7750.66,
47200,282.764,-8338.9,-7749.97,
47210,285.706,-8342.81,-7747.75,
47220,299.676,-8371.68,-7747.52,
47230,290.319,-8352.24,-7747.57,
47240,312.867,-8399.56,-7747.92,
47250,296.957,-8367.28,-7748.78,
47260,288.934,-8350.42,-7748.64,
47270,269.294,-8306.66,-7745.78,
47280,293.63,-8356.13,-7744.56,
47290,296.329,-8361.17,-7743.98,
47300,287.313,-8342.52,-7744.11,
47310,268.514,-8300.32,-7741.07,
47320,301.314,-8368.14,-7740.57,
47330,292.419,-8348.45,-7739.41,
47340,310.794,-8387.34,-7740.02,
47350,303.063,-8371.87,-7740.65,
47360,297.956,-8362.21,-7741.63,
47370,297.853,-8361.2,-7740.84,
47380,297.111,-8359.64,-7740.82,
47390,313.289,-8392.98,-7740.46,
47400,304.258,-8376.17,-7742.47,
47410,309.08,-8386.6,-7742.85,
47420,294.823,-8356.67,-7742.61,
47430,313.394,-8396.64,-7743.91,
47440,295.896,-8360.4,-7744.12,
47450,296.187,-8360.91,-7744.02,
47460,273.999,-8313.16,-7742.48,
47470,330.088,-8430,-7742.5,
47480,289.087,-8345.64,-7743.53,
47490,289.12,-8343.37,-7741.2,
47500,292.392,-8348.55,-7739.56,
47510,302.405,-8370.23,-7740.39,
47520,292.88,-8349.48,-7739.47,
47530,291.413,-8346.56,-7739.61,
47540,279.258,-8319.09,-7737.46,
47550,286.304,-8332.65,-7736.34,
47560,300.943,-8362.06,-7735.26,
47570,313.512,-8389.42,-7736.44,
47580,289.422,-8339.84,-7737.04,
47590,306.356,-8374.46,-7736.38,
47600,314.907,-8393.07,-7737.19,
47610,299.705,-8363.07,-7738.84,
47620,290.849,-8343.62,-7737.85,
47630,293.586,-8348.41,-7736.94,
47640,288.745,-8336.94,-7735.55,
47650,312.782,-8386.75,-7735.29,
47660,306.881,-8375.48,-7736.31,
47670,297.12,-8355.46,-7736.63,
47680,294.533,-8349.57,-7736.12,
47690,295.322,-8351.34,-7736.25,
47700,305.581,-8371.97,-7735.51,
47710,338.491,-8443.27,-7738.27,
47720,307.096,-8380.31,-7740.69,
47730,293.357,-8351.08,-7740.08,
47740,297.221,-8358.97,-7739.93,
47750,291.517,-8346.5,-7739.33,
47760,296.483,-8356.63,-7739.12,
47770,292.918,-8348.33,-7738.24,
47780,298.182,-8360.1,-7739.05,
47790,315.101,-8394.47,-7738.19,
47800,323.572,-8416.47,-7742.54,
47810,290.303,-8347.08,-7742.44,
47820,296.458,-8359.94,-7742.48,
47830,306.453,-8380.52,-7742.24,
47840,297.591,-8362.77,-7742.96,
47850,290.821,-8347.83,-7742.11,
47860,292.329,-8350.28,-7741.42,
47870,287.576,-8338.72,-7739.76,
47880,308.841,-8384.37,-7741.12,
47890,283.111,-8330.31,-7740.65,
47900,282.366,-8326.93,-7738.82,
47910,298.299,-8358.83,-7737.54,
47920,301.525,-8364.78,-7736.76,
47930,298.519,-8359.17,-7737.42,
47940,296.199,-8354.6,-7737.68,
47950,301.591,-8366.11,-7737.96,
47960,300.401,-8363.6,-7737.93,
47970,307.606,-8378.9,-7738.22,
47980,303.266,-8370.84,-7739.2,
47990,303.949,-8372.71,-7739.65,
48000,257.229,-8272.9,-7737.14,
48010,298.245,-8355.5,-7734.31,
48020,296.768,-8352.8,-7734.7,
48030,309.856,-8380.86,-7735.49,
48040,271.292,-8299.62,-7734.58,
48050,300.158,-8358.21,-7733.05,
48060,299.453,-8357.69,-7734,
48070,305.865,-8370.98,-7733.93,
48080,290.149,-8338.6,-7734.28,
48090,307.93,-8375.94,-7734.59,
48100,308.976,-8379.24,-7735.71,
48110,308.499,-8379.66,-7737.12,
48120,293.962,-8349.81,-7737.55,
48130,306.171,-8376.54,-7738.85,
48140,303.59,-8372.8,-7740.49,
48150,292.195,-8348.78,-7740.2,
48160,292.911,-8349.12,-7739.05,
48170,291.894,-8346.44,-7738.49,
48180,297.647,-8358.95,-7739.02,
48190,301.76,-8367.2,-7738.7,
48200,300.485,-8365.67,-7739.83,
48210,303.757,-8372.51,-7739.85,
48220,300.626,-8367.46,-7741.32,
48230,272.262,-8305.76,-7738.7,
48240,285.786,-8332.31,-7737.08,
48250,299.538,-8359.56,-7735.68,
48260,290.597,-8341.23,-7735.98,
48270,296.622,-8352.82,-7735.02,
48280,289.639,-8338.56,-7735.3,
48290,292.176,-8343.53,-7734.99,
48300,302.831,-8366.73,-7736,
48310,305.778,-8373.16,-7736.29,
48320,284.485,-8328.43,-7735.91,
48330,292.987,-8343.85,-7733.62,
48340,309.481,-8378.69,-7734.11,
48350,304.334,-8369.05,-7735.18,
48360,273.814,-8305.44,-7735.14,
48370,275.171,-8305.54,-7732.42,
48380,303.24,-8362.91,-7731.32,
48390,312.194,-8382.72,-7732.49,
48400,305.974,-8372.3,-7735.02,
48410,277.673,-8313.22,-7734.89,
48420,308.328,-8376.98,-7734.8,
48430,293.482,-8346.86,-7735.6,
48440,307.189,-8375.47,-7735.66,
48450,314.091,-8392.79,-7738.61,
48460,309.43,-8383.91,-7739.43,
48470,299.834,-8365.03,-7740.54,
48480,295.714,-8356.29,-7740.38,
48490,293.944,-8351.46,-7739.24,
48500,320.095,-8407.25,-7740.56,
48510,295.183,-8356.51,-7741.7,
48520,313.21,-8394.37,-7742.02,
48530,305.878,-8380.08,-7743,
48540,306.449,-8382.07,-7743.8,
48550,294.813,-8358.25,-7744.22,
48560,270.643,-8305.53,-7741.84,
48570,269.289,-8299.78,-7738.9,
48580,287.078,-8334.54,-7736.62,
48590,302.386,-8365.78,-7735.98,
48600,308.521,-8378.86,-7736.28,
48610,291.033,-8343.77,-7737.61,
48620,270.938,-8299.11,-7734.8,
48630,317.835,-8396.69,-7734.71,
48640,295.241,-8350.4,-7735.48,
48650,286.772,-8331.64,-7734.36,
48660,283.296,-8322.89,-7732.85,
48670,295.637,-8347.04,-7731.29,
48680,312.378,-8382.63,-7732.01,
48690,313.434,-8386.12,-7733.3,
48700,300.057,-8359.71,-7734.76,
48710,276.896,-8309.51,-7732.79,
48720,309.132,-8377.33,-7733.47,
48730,292.708,-8342.52,-7732.87,
48740,316.217,-8392.93,-7734.32,
48750,296.377,-8350.96,-7733.67,
48760,331.35,-8426.52,-7736.39,
48770,312.724,-8390.4,-7739.06,
48780,291.238,-8346.49,-7739.91,
48790,301.916,-8368.76,-7739.93,
48800,271.827,-8304.76,-7738.6,
48810,299.285,-8360.5,-7737.15,
48820,301.809,-8366.32,-7737.71,
48830,317.035,-8398.98,-7738.67,
48840,295.642,-8355.4,-7739.65,
48850,292.467,-8348.79,-7739.65,
48860,275.043,-8311.61,-7738.75,
48870,311.941,-8388.16,-7738.46,
48880,279.478,-8319.69,-7737.6,
48890,310.298,-8383.32,-7737.03,
48900,292.58,-8345.77,-7736.39,
48910,311.058,-8384.18,-7736.31,
48920,298.744,-8358.91,-7736.7,
48930,296.531,-8354.61,-7737,
48940,284.059,-8327.36,-7735.72,
48950,308.754,-8377.52,-7734.46,
48960,274.25,-8305.97,-7734.77,
48970,287.148,-8329.91,-7731.84,
48980,310.45,-8378.75,-7732.14,
48990,298.507,-8354.65,-7732.92,
49000,259.518,-8270.98,-7730.46,
49010,307.019,-8369.04,-7729.58,
49020,280.757,-8315.82,-7731.06,
49030,276.355,-8303.26,-7727.68,
49040,303.308,-8359.26,-7727.54,
49050,315.545,-8386.01,-7728.8,
49060,317.379,-8394.97,-7733.94,
49070,304.802,-8373.7,-7738.87,
49080,301.448,-8369.27,-7741.42,
49090,320.852,-8411.69,-7743.43,
49100,291.502,-8351.15,-7744.02,
49110,297.703,-8364.24,-7744.19,
49120,266.201,-8297.29,-7742.85,
49130,305.317,-8377,-7741.09,
49140,313.015,-8394.54,-7742.6,
49150,302.669,-8374.7,-7744.31,
49160,266.422,-8297.91,-7743.01,
49170,302.164,-8370.7,-7741.36,
49180,302.228,-8371.09,-7741.62,
49190,297.079,-8360.11,-7741.36,
49200,278.101,-8318.73,-7739.5,
49210,303.583,-8370.31,-7738.01,
49220,277.927,-8316.29,-7737.43,
49230,301.806,-8364.7,-7736.1,
49240,327.099,-8420.38,-7739.1,
49250,300.527,-8366.28,-7740.35,
49260,279.456,-8321.74,-7739.69,
49270,283.079,-8326.52,-7736.93,
49280,288.527,-8336.34,-7735.4,
49290,304.852,-8370.62,-7735.68,
49300,292.457,-8345.5,-7736.37,
49310,301.447,-8362.73,-7734.88,
49320,295.621,-8350.89,-7735.17,
49330,297.38,-8354.35,-7734.97,
49340,303.031,-8366.49,-7735.34,
49350,310.782,-8383.26,-7735.97,
49360,281.343,-8322.28,-7736.3,
49370,297.695,-8355.4,-7735.37,
49380,278.521,-8314.36,-7734.26,
49390,289.579,-8334.84,-7731.71,
49400,293.302,-8343.36,-7732.48,
49410,289.258,-8333.42,-7730.95,
49420,306.489,-8369.48,-7731.13,
49430,295.137,-8346.41,-7731.7,
49440,276.017,-8304.61,-7729.72,
49450,306.783,-8367.2,-7728.24,
49460,323.247,-8402.82,-7729.57,
49470,321.019,-8400.48,-7731.87,
49480,301.232,-8361.45,-7734.05,
49490,300.41,-8358.68,-7732.99,
49500,316.118,-8393.21,-7734.8,
49510,289.845,-8338.77,-7735.09,
49520,292.407,-8343.47,-7734.45,
49530,294.977,-8348.96,-7734.59,
49540,292.249,-8342.81,-7734.12,
49550,295.395,-8348.27,-7733.03,
49560,288.827,-8334.69,-7733.13,
49570,286.737,-8328.96,-7731.75,
49580,308.444,-8377.4,-7734.98,
49590,285.319,-8328.71,-7734.45,
49600,286.626,-8331.25,-7734.27,
49610,287.271,-8329.88,-7731.56,
49620,300.782,-8358.19,-7731.72,
49630,296.799,-8349.48,-7731.32,
49640,289.71,-8334.28,-7730.88,
49650,310.154,-8377.67,-7731.69,
49660,301.751,-8363.15,-7734.67,
49670,294.536,-8349.16,-7735.71,
49680,301.835,-8364.55,-7735.9,
49690,322.783,-8409.43,-7737.15,
49700,286.279,-8334.04,-7737.78,
49710,311.328,-8385.33,-7736.9,
49720,289.702,-8340.71,-7737.32,
49730,294.419,-8350.06,-7736.85,
49740,273.214,-8303.62,-7734.58,
49750,284.947,-8325.94,-7732.46,
49760,298.147,-8352.07,-7731.1,
49770,313.861,-8385.99,-7732.28,
49780,291.075,-8338.83,-7732.58,
49790,296.743,-8350.32,-7732.27,
49800,293.847,-8343.34,-7731.32,
49810,324.661,-8409.12,-7732.92,
49820,295.882,-8350.62,-7734.36,
49830,320.322,-8402.76,-7735.6,
49840,311.294,-8385.13,-7736.77,
49850,308.14,-8379.07,-7737.28,
49860,304.734,-8373.11,-7738.41,
49870,307.686,-8379.5,-7738.66,
49880,284.382,-8331.49,-7739.19,
49890,298.479,-8360.32,-7738.65,
49900,293.859,-8350.78,-7738.73,
49910,303.843,-8371.62,-7738.78,
49920,280.189,-8321.98,-7738.4,
49930,289.111,-8338.77,-7736.62,
49940,292.397,-8345.1,-7736.1,
49950,288.748,-8337.02,-7735.62,
49960,291.721,-8341.57,-7733.98,
49970,292.591,-8343.44,-7734.04,
49980,274.068,-8302.83,-7732,
49990,306.904,-8370.19,-7730.97,
50000,290.206,-8333.78,-7729.34,
50010,330.876,-8420.89,-7731.75,
50020,300.291,-8361.18,-7735.74,
50030,312.263,-8387.25,-7736.88,
50040,283.991,-8327.81,-7736.31,
50050,302.309,-8365.84,-7736.19,
50060,311.823,-8387.75,-7738.29,
50070,295.703,-8354.11,-7738.22,
50080,293.786,-8349.13,-7737.24,
50090,303.825,-8370.36,-7737.56,
50100,296.544,-8355.91,-7738.27,
50110,281.793,-8324.04,-7737.13,
50120,295.803,-8352.11,-7736.02,
50130,295.319,-8350.82,-7735.74,
50140,297.369,-8354.87,-7735.51,
50150,305.344,-8372.11,-7736.15,
50160,286.918,-8332.75,-7735.17,
50170,314.736,-8391.45,-7735.92,
50180,309.444,-8381.21,-7736.7,
50190,320.404,-8406.21,-7738.88,
50200,288.897,-8340.44,-7738.73,
50210,320.329,-8407.46,-7740.28,
50220,290.172,-8344.52,-7740.15,
50230,323.51,-8415.85,-7742.05,
50240,272.206,-8308.53,-7741.59,
50250,307.715,-8382.39,-7741.48,
50260,264.069,-8289.73,-7739.73,
50270,299.324,-8360.99,-7737.57,
50280,283.059,-8326.11,-7736.56,
50290,314.246,-8390.88,-7736.37,
50300,302.365,-8367.42,-7737.66,
50310,307.79,-8379.72,-7738.66,
50320,254.321,-8266.6,-7736.91,
50330,304.111,-8367.45,-7734.05,
50340,289.778,-8338.2,-7734.66,
50350,314.644,-8389.71,-7734.37,
50360,268.984,-8293.96,-7733.72,
50370,300.368,-8356.39,-7730.79,
50380,291.758,-8338.95,-7731.28,
50390,308.756,-8373.41,-7730.34,
50400,282.555,-8319.67,-7731.17,
50410,304.729,-8364.51,-7729.82,
50420,287.559,-8329.02,-7730.09,
50430,333.671,-8425.83,-7730.87,
50440,293.268,-8343.43,-7732.61,
50450,306.904,-8372.2,-7732.99,
50460,273.646,-8301.39,-7731.45,
50470,329.441,-8417.34,-7731.18,
50480,298.51,-8355.11,-7733.38,
50490,295.756,-8348.45,-7732.46,
50500,287.956,-8332.19,-7732.44,
50510,291.781,-8338.47,-7730.75,
50520,310.343,-8377.45,-7731.07,
50530,324.715,-8408.79,-7732.48,
50540,290.832,-8339.37,-7733.63,
50550,300.485,-8358.75,-7732.9,
50560,295.879,-8349.51,-7733.26,
50570,306.903,-8372.83,-7733.62,
50580,313.064,-8386.93,-7734.89,
50590,303.387,-8367.68,-7735.79,
50600,289.72,-8339.6,-7736.17,
50610,296.394,-8352.58,-7735.25,
50620,276.311,-8309.76,-7734.26,
50630,305.91,-8369.4,-7732.26,
50640,293.217,-8344.13,-7733.43,
50650,290.517,-8336.87,-7731.78,
50660,281.723,-8317.32,-7730.55,
50670,292.151,-8338.06,-7729.57,
50680,287.831,-8329.3,-7729.81,
50690,290.605,-8332.94,-7727.68,
50700,286.095,-8323.09,-7727.22,
50710,276.938,-8302.34,-7725.53,
50720,306.74,-8362.99,-7724.12,
50730,316.937,-8384.93,-7724.82,
50740,306.853,-8365.93,-7726.83,
50750,288.401,-8326.27,-7725.6,
50760,316.414,-8385.17,-7726.14,
50770,309.85,-8372.36,-7727.01,
50780,319.992,-8395.74,-7729.27,
50790,298.173,-8350.59,-7729.56,
50800,303.121,-8361.68,-7730.34,
50810,297.863,-8349.69,-7729.31,
50820,339.111,-8438.66,-7732.37,
50830,296.097,-8350.82,-7734.12,
50840,289.713,-8338.52,-7735.11,
50850,290.081,-8338.46,-7734.28,
50860,292.025,-8341.87,-7733.64,
50870,296.561,-8351.02,-7733.35,
50880,289.788,-8335.52,-7731.95,
50890,315.663,-8390.58,-7733.12,
50900,307.205,-8373.54,-7733.7,
50910,293.366,-8345.44,-7734.42,
50920,287.831,-8331.88,-7732.39,
50930,310.288,-8378.92,-7732.66,
50940,320.129,-8400.77,-7734.01,
50950,304.221,-8369.52,-7735.89,
50960,296.114,-8352.31,-7735.57,
50970,290.122,-8340.2,-7735.93,
50980,288.163,-8333.72,-7733.53,
50990,290.211,-8339.08,-7734.64,
51000,292.104,-8341.93,-7733.54,
51010,297.937,-8353.85,-7733.31,
51020,294.786,-8346.81,-7732.84,
51030,276.433,-8307.89,-7732.14,
51040,306.095,-8370.34,-7732.81,
51050,300.963,-8360.6,-7733.76,
51060,299.681,-8358.07,-7733.9,
51070,305.612,-8372.58,-7736.06,
51080,290.57,-8342.08,-7736.88,
51090,306.402,-8375.52,-7737.35,
51100,288.052,-8336.97,-7737.02,
51110,290.012,-8340.41,-7736.38,
51120,309.894,-8381.13,-7735.69,
51130,305.833,-8373.7,-7736.72,
51140,309.12,-8381.13,-7737.3,
51150,301.25,-8365.64,-7738.21,
51160,317.767,-8400.27,-7738.43,
51170,317.888,-8403.35,-7741.26,
51180,297.46,-8362.41,-7742.86,
51190,312.218,-8395.3,-7745.01,
51200,302.912,-8376.99,-7746.09,
51210,288.961,-8346.94,-7745.09,
51220,294.189,-8357.12,-7744.38,
51230,285.395,-8338.6,-7744.18,
51240,285.078,-8337.85,-7744.1,
51250,278.273,-8321.9,-7742.32,
51260,284.507,-8332.43,-7739.86,
51270,312.393,-8390.54,-7739.89,
51280,298.93,-8363.49,-7740.89,
51290,307.445,-8381.53,-7741.19,
51300,292.981,-8351.54,-7741.33,
51310,295.38,-8356.48,-7741.27,
51320,301.156,-8367.97,-7740.73,
51330,317.9,-8404.75,-7742.63,
51340,302.143,-8372.96,-7743.66,
51350,285.172,-8337.04,-7743.09,
51360,291.708,-8349.12,-7741.55,
51370,290.681,-8345.66,-7740.24,
51380,311.432,-8388.28,-7739.64,
51390,305.43,-8377.22,-7741.07,
51400,311.811,-8391.73,-7742.29,
51410,273.2,-8311.04,-7742.03,
51420,289.963,-8342.69,-7738.76,
51430,278.256,-8316.94,-7737.39,
51440,290.575,-8339.69,-7734.49,
51450,297.866,-8354.17,-7733.78,
51460,319.366,-8400.57,-7735.4,
51470,283.556,-8327,-7736.41,
51480,292.683,-8344.94,-7735.34,
51490,302.005,-8364.85,-7735.84,
51500,324.519,-8413.21,-7737.31,
51510,300.641,-8365.2,-7739.03,
51520,285.38,-8331.92,-7737.53,
51530,301.9,-8366.05,-7737.25,
51540,309.352,-8382.13,-7737.81,
51550,316.411,-8399.12,-7740.1,
51560,299.275,-8366,-7742.68,
51570,308.115,-8385.98,-7744.24,
51580,287.771,-8343.87,-7744.5,
51590,273.162,-8310.86,-7741.92,
51600,288.572,-8340.94,-7739.91,
51610,286.946,-8336.94,-7739.29,
51620,288.085,-8337.57,-7737.55,
51630,292.718,-8346.89,-7737.22,
51640,280.858,-8320.91,-7735.94,
51650,308.887,-8378.52,-7735.17,
51660,326.644,-8418.04,-7737.71,
51670,287.413,-8336.63,-7738.01,
51680,311.196,-8385.35,-7737.2,
51690,305.137,-8374.05,-7738.51,
51700,315.515,-8396.36,-7739.21,
51710,322.23,-8413.74,-7742.61,
51720,292.945,-8353.49,-7743.34,
51730,281.34,-8327.85,-7741.88,
51740,314.106,-8397.01,-7742.79,
51750,289.468,-8346.58,-7743.68,
51760,286.306,-8338.31,-7741.99,
51770,304.501,-8375.88,-7741.67,
51780,302.756,-8371.73,-7741.15,
51790,287.524,-8339.06,-7740.21,
51800,286.178,-8335,-7738.95,
51810,290.764,-8344.04,-7738.44,
51820,295.276,-8352.82,-7737.83,
51830,295.445,-8353.98,-7738.63,
51840,295.574,-8352.77,-7737.15,
51850,307.4,-8378.4,-7738.15,
51860,313.937,-8391.94,-7738.08,
51870,308.355,-8382.77,-7740.54,
51880,312.593,-8392.93,-7741.86,
51890,319.665,-8408.57,-7742.77,
51900,317.198,-8406.36,-7745.71,
51910,280.682,-8329.29,-7744.69,
51920,314.46,-8399.71,-7744.76,
51930,310.622,-8393.17,-7746.21,
51940,319.793,-8414.17,-7748.11,
51950,268.375,-8305.96,-7747,
51960,301.779,-8373.27,-7744.73,
51970,281.976,-8332.72,-7745.42,
51980,287.444,-8342.17,-7743.49,
51990,298.599,-8364.79,-7742.87,
52000,287.752,-8341.68,-7742.36,
52010,277.62,-8318.36,-7740.13,
52020,318.307,-8402.86,-7739.9,
52030,301.871,-8370.05,-7741.32,
52040,301.002,-8366.76,-7739.84,
52050,296.635,-8358.92,-7741.09,
52060,296.835,-8359.05,-7740.81,
52070,297.703,-8362.02,-7741.97,
52080,299.183,-8363.61,-7740.47,
52090,313.097,-8394.94,-7742.82,
52100,302.674,-8372.69,-7742.28,
52110,288.859,-8344.2,-7742.57,
52120,319.088,-8406.84,-7742.25,
52130,297.83,-8364.94,-7744.63,
52140,292.878,-8353.81,-7743.81,
52150,283.689,-8334.41,-7743.55,
52160,299.628,-8367.29,-7743.23,
52170,293.005,-8356.08,-7745.81,
52180,293,-8355.83,-7745.58,
52190,286.093,-8340.91,-7745.04,
52200,298.908,-8366.6,-7744.04,
52210,301.457,-8371.82,-7743.95,
52220,337.847,-8449.64,-7745.98,
52230,289.318,-8350.81,-7748.22,
52240,294.503,-8359.81,-7746.43,
52250,288.181,-8346.79,-7746.57,
52260,301.623,-8374.36,-7746.15,
52270,307.667,-8387.5,-7746.69,
52280,311.07,-8394.51,-7746.62,
52290,275.798,-8319.99,-7745.56,
52300,291.659,-8350.03,-7742.57,
52310,304.787,-8377.75,-7742.94,
52320,308.109,-8385.51,-7743.78,
52330,306.948,-8384.99,-7745.68,
52340,281.319,-8330.9,-7744.98,
52350,281.306,-8329.83,-7743.93,
52360,287.169,-8339.68,-7741.56,
52370,299.723,-8365.82,-7741.56,
52380,293.049,-8351.39,-7741.03,
52390,274.922,-8312.9,-7740.3,
52400,286.436,-8334.13,-7737.54,
52410,312.979,-8390.28,-7738.41,
52420,298.067,-8360.31,-7739.5,
52430,312.798,-8391.78,-7740.29,
52440,311.474,-8390.26,-7741.53,
52450,304.325,-8376.65,-7742.81,
52460,304.887,-8378.23,-7743.21,
52470,299.412,-8366.85,-7743.24,
52480,305.801,-8380.43,-7743.51,
52490,296.964,-8362.7,-7744.19,
52500,301.673,-8372.18,-7743.86,
52510,297.389,-8363.93,-7744.54,
52520,297.091,-8363.3,-7744.53,
52530,293.145,-8354.98,-7744.43,
52540,286.802,-8340.48,-7743.13,
52550,280.378,-8325.68,-7741.71,
52560,293.595,-8351,-7739.51,
52570,291.778,-8347.55,-7739.84,
52580,309.489,-8383.48,-7738.89,
52590,311.436,-8388.82,-7740.17,
52600,329.602,-8428.21,-7741.72,
52610,300.565,-8370.16,-7744.15,
52620,289.311,-8346.13,-7743.55,
52630,293.418,-8353.36,-7742.23,
52640,325.35,-8421.55,-7743.92,
52650,285.65,-8339.81,-7744.86,
52660,293.056,-8353.46,-7743.08,
52670,275.267,-8314.75,-7741.43,
52680,281.416,-8325.45,-7739.32,
52690,311.554,-8388.74,-7739.84,
52700,307.819,-8382.45,-7741.33,
52710,300.4,-8367.84,-7742.17,
52720,276.835,-8317.74,-7741.15,
52730,314.139,-8394.87,-7740.58,
52740,310.869,-8390.35,-7742.87,
52750,311.949,-8393.82,-7744.1,
52760,266.148,-8296.42,-7742.09,
52770,304.404,-8374.68,-7740.67,
52780,284.107,-8331.48,-7739.75,
52790,317.222,-8402,-7741.3,
52800,275.24,-8314.74,-7741.47,
52810,300.282,-8365.14,-7739.72,
52820,334.751,-8440.56,-7743.34,
52830,311.946,-8396.64,-7746.92,
52840,287.39,-8345.31,-7746.74,
52850,296.252,-8363.31,-7746.28,
52860,291.022,-8351.7,-7745.56,
52870,305.847,-8382.19,-7745.17,
52880,294.876,-8359,-7744.83,
52890,297.348,-8363.47,-7744.15,
52900,303.742,-8376.66,-7744.03,
52910,278.175,-8322.72,-7743.34,
52920,302.521,-8372.57,-7742.49,
52930,297.886,-8362.2,-7741.77,
52940,307.359,-8383.84,-7743.68,
52950,278.378,-8321.87,-7742.07,
52960,302.155,-8371.11,-7741.78,
52970,297.235,-8358.99,-7739.92,
52980,330.178,-8430.16,-7742.47,
52990,275.292,-8316.16,-7742.78,
53000,292.379,-8350.26,-7741.3,
53010,293.646,-8352.62,-7741.02,
53020,309.868,-8388.64,-7743.25,
53030,280.373,-8327.84,-7743.88,
53040,292.852,-8355.1,-7745.15,
53050,281.35,-8329.32,-7743.33,
53060,315.146,-8399.75,-7743.37,
53070,286.375,-8340.22,-7743.77,
53080,318.895,-8408.57,-7744.38,
53090,279.975,-8328.1,-7744.97,
53100,290.148,-8349.08,-7744.77,
53110,274.492,-8315.36,-7743.65,
53120,323.33,-8418.6,-7745.17,
53130,289.367,-8348.42,-7745.73,
53140,312.821,-8397.92,-7746.38,
53150,280.591,-8330.42,-7746.01,
53160,309.968,-8391.12,-7745.52,
53170,298.626,-8366.83,-7744.85,
53180,307.61,-8386.89,-7746.21,
53190,291.553,-8352.69,-7745.45,
53200,295.869,-8363.13,-7746.9,
53210,313.626,-8400.54,-7747.32,
53220,302.82,-8379.08,-7748.37,
53230,296.544,-8366.62,-7748.98,
53240,281.901,-8335.21,-7748.07,
53250,307.257,-8388.05,-7748.1,
53260,298.739,-8371.03,-7748.82,
53270,292.367,-8357.67,-7748.73,
53280,290.489,-8352.44,-7747.42,
53290,314.41,-8402.24,-7747.4,
53300,303.327,-8379.89,-7748.12,
53310,300.398,-8374.45,-7748.78,
53320,289.446,-8350.46,-7747.61,
53330,276.468,-8322.42,-7746.59,
53340,300.821,-8371.8,-7745.25,
53350,298.27,-8367.78,-7746.55,
53360,292.012,-8354.15,-7745.96,
53370,281.472,-8330.85,-7744.6,
53380,298.109,-8364.16,-7743.26,
53390,303.265,-8374.08,-7742.45,
53400,316.154,-8402.9,-7744.42,
53410,287.358,-8342.64,-7744.14,
53420,288.279,-8343.31,-7742.89,
53430,286.345,-8338.56,-7742.16,
53440,300.303,-8367.16,-7741.7,
53450,291.826,-8348.08,-7740.27,
53460,304.05,-8374.41,-7741.14,
53470,285.32,-8333.77,-7739.51,
53480,311.088,-8388.33,-7740.41,
53490,298.358,-8361.62,-7740.2,
53500,310.582,-8388.48,-7741.61,
53510,286.758,-8338.19,-7740.93,
53520,314.189,-8395.85,-7741.47,
53530,317.631,-8405.26,-7743.7,
53540,317.425,-8408.01,-7746.89,
53550,285.605,-8340.87,-7746.01,
53560,283.073,-8334.47,-7744.89,
53570,293.858,-8355.03,-7742.99,
53580,299.994,-8367.71,-7742.89,
53590,300.192,-8367.81,-7742.57,
53600,297.321,-8362.32,-7743.07,
53610,314.436,-8399.38,-7744.48,
53620,277.41,-8321.93,-7744.15,
53630,304.319,-8375.98,-7742.14,
53640,299.923,-8367.6,-7742.93,
53650,279.279,-8324.48,-7742.8,
53660,276.964,-8316.81,-7739.96,
53670,293.171,-8349.5,-7738.89,
53680,297.103,-8356.15,-7737.35,
53690,326.618,-8419.91,-7739.63,
53700,316.509,-8401.48,-7742.26,
53710,279.453,-8324.64,-7742.6,
53720,283.672,-8330.75,-7739.92,
53730,296.941,-8358.64,-7740.17,
53740,293.458,-8353.29,-7742.08,
53750,264.197,-8290.67,-7740.4,
53760,324.342,-8414.91,-7739.38,
53770,305.069,-8377.63,-7742.24,
53780,298.675,-8364.54,-7742.47,
53790,281.674,-8326.99,-7740.32,
53800,312.958,-8392.99,-7741.17,
53810,297.167,-8360.77,-7741.83,
53820,310.772,-8391.09,-7743.82,
53830,295.194,-8358.13,-7743.31,
53840,291.678,-8350.77,-7743.27,
53850,302.47,-8372.43,-7742.45,
53860,297.081,-8361.46,-7742.71,
53870,303.458,-8374.58,-7742.54,
53880,319.91,-8411.57,-7745.27,
53890,307.222,-8385.96,-7746.09,
53900,289.303,-8349.79,-7747.24,
53910,295.4,-8360.39,-7745.14,
53920,290.576,-8350.72,-7745.52,
53930,283.5,-8334.44,-7743.97,
53940,297.613,-8363.73,-7743.87,
53950,271.956,-8308.5,-7742.07,
53960,309.147,-8385.18,-7741.29,
53970,300.741,-8367.69,-7741.31,
