step,T,Epot,Efull,NThroughZNThroughKlap
18620,326.102,-8403.2,-7724,
18630,306.364,-8363.76,-7725.67,
18640,334.458,-8424.98,-7728.38,
18650,327.005,-8413.78,-7732.7,
18660,301.452,-8362.2,-7734.35,
18670,304.099,-8368.19,-7734.82,
18680,316,-8394.61,-7736.45,
18690,307.821,-8378.6,-7737.47,
18700,301.883,-8366.25,-7737.49,
18710,310.48,-8385.44,-7738.78,
18720,303.254,-8371.14,-7739.52,
18730,303.36,-8372.34,-7740.51,
18740,311.759,-8391.5,-7742.17,
18750,316.61,-8403.82,-7744.39,
18760,300.475,-8370.39,-7744.57,
18770,304.857,-8379.24,-7744.29,
18780,288.865,-8345.97,-7744.33,
18790,282.469,-8331.34,-7743.02,
18800,284.45,-8334.37,-7741.92,
18810,288.058,-8340.61,-7740.64,
18820,295.015,-8355.53,-7741.08,
18830,305.047,-8376.79,-7741.44,
18840,304.694,-8376.7,-7742.09,
18850,287.64,-8340.45,-7741.36,
18860,295.991,-8357.33,-7740.85,
18870,287.8,-8339.21,-7739.78,
18880,307.515,-8379.89,-7739.4,
18890,305.013,-8375.74,-7740.47,
18900,317.274,-8401.45,-7740.64,
18910,304.846,-8377.21,-7742.28,
18920,290.699,-8348,-7742.54,
18930,298.353,-8363.45,-7742.04,
18940,306.262,-8381.02,-7743.14,
18950,310.317,-8391.3,-7744.97,
18960,320.214,-8413.23,-7746.3,
18970,334.839,-8446.27,-7748.88,
18980,323.764,-8426.16,-7751.83,
18990,316.356,-8413.49,-7754.59,
19000,315.924,-8414.79,-7756.79,
19010,313.522,-8410.89,-7757.89,
19020,303.294,-8390.91,-7759.21,
19030,290.979,-8365.35,-7759.31,
19040,280.292,-8342.14,-7758.35,
19050,260.146,-8296.5,-7754.68,
19060,282.846,-8340.55,-7751.44,
19070,259.297,-8288.88,-7748.82,
19080,259.007,-8284.01,-7744.55,
19090,271.529,-8306.93,-7741.39,
19100,288.206,-8339.49,-7739.22,
19110,281.117,-8323.12,-7737.62,
19120,283.719,-8326.01,-7735.09,
19130,298.106,-8355.47,-7734.58,
19140,291.314,-8341.02,-7734.28,
19150,278.787,-8314,-7733.35,
19160,274.897,-8303.59,-7731.04,
19170,290.165,-8335.82,-7731.47,
19180,293.77,-8342.49,-7730.63,
19190,322.383,-8402.65,-7731.19,
19200,330.836,-8422.74,-7733.68,
19210,320.038,-8402.75,-7736.18,
19220,309.543,-8382.48,-7737.77,
19230,303.725,-8371.16,-7738.56,
19240,325.578,-8417.85,-7739.74,
19250,309.532,-8386.91,-7742.23,
19260,314.518,-8399.06,-7743.99,
19270,301.854,-8373.3,-7744.6,
19280,296.055,-8361.04,-7744.42,
19290,268.415,-8301,-7741.95,
19300,264.8,-8290.51,-7738.99,
19310,261.793,-8280.49,-7735.23,
19320,288.382,-8333.64,-7733,
19330,285.065,-8324.99,-7731.26,
19340,284.178,-8321.97,-7730.09,
19350,286.077,-8325.08,-7729.25,
19360,270.452,-8290.51,-7727.22,
19370,292.236,-8334.61,-7725.94,
19380,296.134,-8342.43,-7725.65,
19390,288.433,-8326.25,-7725.51,
19400,274.729,-8296.37,-7724.17,
19410,284.636,-8314.34,-7721.5,
19420,301.107,-8348.55,-7721.41,
19430,292.917,-8331.24,-7721.16,
19440,311.135,-8368.5,-7720.48,
19450,319.047,-8386.71,-7722.21,
19460,314.939,-8379.67,-7723.72,
19470,314.943,-8381.21,-7725.25,
19480,317.906,-8390.33,-7728.2,
19490,308.49,-8372.06,-7729.54,
19500,303.803,-8362.66,-7729.91,
19510,332.72,-8424.46,-7731.48,
19520,337.165,-8439.21,-7736.97,
19530,305.387,-8376.04,-7739.99,
19540,303.755,-8373.13,-7740.48,
19550,318.166,-8404.24,-7741.57,
19560,319.438,-8409.16,-7743.84,
19570,317.562,-8408.52,-7747.11,
19580,314.783,-8404.46,-7748.84,
19590,313.127,-8402.5,-7750.32,
19600,314.467,-8406.34,-7751.38,
19610,297.096,-8370.73,-7751.95,
19620,278.012,-8329.03,-7750,
19630,296.366,-8366.69,-7749.43,
19640,268.585,-8308.37,-7748.97,
19650,263.773,-8294.25,-7744.87,
19660,286.076,-8338.02,-7742.18,
19670,290.176,-8345.64,-7741.26,
19680,289.365,-8343.94,-7741.25,
19690,288.291,-8341.04,-7740.59,
19700,284.499,-8331.96,-7739.41,
19710,297.845,-8358.91,-7738.57,
19720,302.291,-8367.63,-7738.02,
19730,317.344,-8400.99,-7740.03,
19740,307.795,-8383.05,-7741.98,
19750,315.778,-8400.81,-7743.12,
19760,335.801,-8445.57,-7746.17,
19770,312.611,-8399.08,-7747.98,
19780,315.448,-8406.43,-7749.42,
19790,323.704,-8425.93,-7751.72,
19800,319.342,-8418.87,-7753.75,
19810,315.513,-8413.27,-7756.12,
19820,308.295,-8399.63,-7757.52,
19830,299.063,-8380.64,-7757.76,
19840,286.157,-8353.4,-7757.4,
19850,290.371,-8361.04,-7756.26,
19860,291.511,-8362.66,-7755.51,
19870,282.651,-8341.93,-7753.23,
19880,283.245,-8341.37,-7751.43,
19890,281.08,-8335.26,-7749.83,
19900,277.245,-8325.37,-7747.93,
19910,255.752,-8276.4,-7743.73,
19920,270.487,-8303.33,-7739.97,
19930,292.769,-8347.81,-7738.04,
19940,288.494,-8338.87,-7738,
19950,280.081,-8320.25,-7736.9,
19960,297.053,-8354.19,-7735.49,
19970,302.545,-8365.58,-7735.44,
19980,287.111,-8333.57,-7735.58,
19990,267.289,-8289.77,-7733.07,
20000,265.833,-8283.76,-7730.09,
20010,272.477,-8294.08,-7726.57,
20020,296.352,-8342.32,-7725.09,
20030,298.676,-8347.73,-7725.65,
20040,307.049,-8365.74,-7726.22,
20050,312.834,-8379.27,-7727.71,
20060,292.808,-8338.33,-7728.47,
20070,297.513,-8347.37,-7727.72,
20080,296.843,-8349.8,-7731.54,
20090,301.929,-8361.46,-7732.61,
20100,305.401,-8371.95,-7735.87,
20110,281.567,-8322.73,-7736.28,
20120,280.203,-8318.02,-7734.42,
20130,284.004,-8324.59,-7733.07,
20140,304.867,-8370.14,-7735.16,
20150,308.185,-8378.84,-7736.95,
20160,296.403,-8354.08,-7736.74,
20170,292.646,-8345.41,-7735.89,
20180,291.74,-8342.09,-7734.46,
20190,290.369,-8338.11,-7733.33,
20200,279.165,-8313.77,-7732.33,
20210,280.375,-8313.05,-7729.09,
20220,303.227,-8360.4,-7728.85,
20230,258.575,-8266.49,-7727.93,
20240,268.966,-8284.51,-7724.31,
20250,290.658,-8328.04,-7722.67,
20260,317.295,-8383.9,-7723.05,
20270,309.081,-8368.78,-7725.03,
20280,274.783,-8296.59,-7724.28,
20290,285.437,-8316.53,-7722.02,
20300,301.756,-8350.61,-7722.12,
20310,311.163,-8371.39,-7723.3,
20320,325.295,-8403.02,-7725.5,
20330,305.773,-8365.33,-7728.47,
20340,312.184,-8380.25,-7730.04,
20350,318.142,-8394.02,-7731.4,
20360,312.289,-8382.82,-7732.38,
20370,337.747,-8439.24,-7735.79,
20380,325.575,-8417.85,-7739.75,
20390,314.033,-8395.87,-7741.81,
20400,312.306,-8393.29,-7742.82,
20410,305.426,-8380.13,-7744,
20420,282.337,-8332.54,-7744.49,
20430,290.115,-8347.1,-7742.85,
20440,286.288,-8337.29,-7741.01,
20450,289.41,-8343.25,-7740.47,
20460,285.693,-8335.43,-7740.4,
20470,304.883,-8375.69,-7740.68,
20480,294.207,-8353.4,-7740.63,
20490,299.959,-8366.39,-7741.64,
20500,281.759,-8327.96,-7741.11,
20510,283.243,-8331.35,-7741.42,
20520,299.834,-8365.25,-7740.76,
20530,322.517,-8414.38,-7742.65,
20540,302.737,-8374.62,-7744.08,
20550,286.201,-8338.09,-7741.99,
20560,301.638,-8370.1,-7741.85,
20570,298.025,-8362.04,-7741.32,
20580,291.508,-8347.89,-7740.74,
20590,290.718,-8345.07,-7739.57,
20600,295.446,-8354.29,-7738.94,
20610,290.73,-8344.38,-7738.85,
20620,286.917,-8337.48,-7739.9,
20630,297.5,-8358.19,-7738.56,
20640,302.966,-8369.83,-7738.82,
20650,302.517,-8369.45,-7739.37,
20660,282.8,-8327.6,-7738.59,
20670,304.925,-8372.85,-7737.76,
20680,296.247,-8354.65,-7737.63,
20690,292.861,-8347.21,-7737.25,
20700,298.143,-8357.82,-7736.85,
20710,310.823,-8385.25,-7737.87,
20720,294.156,-8350.83,-7738.16,
20730,280.486,-8322.74,-7738.55,
20740,274.6,-8309.32,-7737.39,
20750,309.112,-8381.34,-7737.53,
20760,306.638,-8378.71,-7740.05,
20770,262.072,-8284.84,-7739.01,
20780,267.699,-8293.07,-7735.51,
20790,266.345,-8288.26,-7733.52,
20800,289.849,-8335.49,-7731.8,
20810,301.283,-8359.46,-7731.96,
20820,301.982,-8361.74,-7732.77,
20830,287.13,-8329.72,-7731.69,
20840,300.144,-8356.11,-7730.98,
20850,287.934,-8329.67,-7729.96,
20860,282.758,-8316.98,-7728.06,
20870,296.132,-8344.13,-7727.35,
20880,300.007,-8352.27,-7727.42,
20890,303.85,-8360.1,-7727.25,
20900,311.69,-8378.03,-7728.85,
20910,307.691,-8371.66,-7730.8,
20920,321.861,-8403.98,-7733.61,
20930,302.102,-8364.27,-7735.06,
20940,296.307,-8352.44,-7735.3,
20950,281.683,-8320.39,-7733.7,
20960,269.211,-8291.83,-7731.12,
20970,268.416,-8286.89,-7727.84,
20980,267.922,-8282.56,-7724.54,
20990,291.812,-8329.95,-7722.17,
21000,306.693,-8361.36,-7722.58,
21010,288.917,-8325.32,-7723.57,
21020,279.859,-8303.92,-7721.03,
21030,277.155,-8298.34,-7721.09,
21040,289.505,-8322.5,-7719.52,
21050,292.015,-8327.53,-7719.33,
21060,279.572,-8299.63,-7717.34,
21070,296.665,-8334.15,-7716.26,
21080,300.481,-8344.54,-7718.7,
21090,320.149,-8388.62,-7721.82,
21100,317.24,-8384.36,-7723.62,
21110,302.859,-8357.18,-7726.39,
21120,297.701,-8347.2,-7727.15,
21130,289.818,-8330.7,-7727.07,
21140,271.882,-8290.6,-7724.33,
21150,282.445,-8310.31,-7722.04,
21160,275.588,-8293.41,-7719.42,
21170,293.964,-8329.99,-7717.73,
21180,301.674,-8345.61,-7717.29,
21190,324.637,-8394.42,-7718.27,
21200,330.691,-8410.17,-7721.41,
21210,337.077,-8427.87,-7725.81,
21220,310.439,-8374.91,-7728.33,
21230,309.897,-8374.55,-7729.1,
21240,306.004,-8367.07,-7729.73,
21250,324.992,-8408.31,-7731.42,
21260,306.421,-8371.14,-7732.93,
21270,295.853,-8349.16,-7732.96,
21280,295.238,-8348.14,-7733.23,
21290,326.742,-8415.31,-7734.77,
21300,309.892,-8383.22,-7737.78,
21310,301.827,-8367.13,-7738.49,
21320,291.472,-8345.44,-7738.37,
21330,275.113,-8311.04,-7738.04,
21340,283.822,-8327.38,-7736.24,
21350,291.925,-8342.83,-7734.81,
21360,308.219,-8377.37,-7735.41,
21370,303.985,-8369.22,-7736.09,
21380,308.516,-8379.95,-7737.38,
21390,288.412,-8338.46,-7737.76,
21400,289.97,-8340.78,-7736.83,
21410,299.619,-8359.63,-7735.59,
21420,337.498,-8441.25,-7738.32,
21430,321.217,-8410.8,-7741.77,
21440,309.479,-8389.02,-7744.44,
21450,292.402,-8353.06,-7744.05,
21460,308.821,-8387.96,-7744.76,
21470,305.262,-8381.4,-7745.6,
21480,303.247,-8378.21,-7746.61,
21490,284.183,-8336.36,-7744.47,
21500,288.158,-8343.15,-7742.98,
21510,306.779,-8380.27,-7741.32,
21520,316.135,-8401.51,-7743.07,
21530,320.978,-8412.87,-7744.34,
21540,333.204,-8441.32,-7747.32,
21550,304.015,-8383.05,-7749.85,
21560,281.95,-8336.23,-7748.99,
21570,275.769,-8321.21,-7746.84,
21580,296.099,-8362.45,-7745.74,
21590,279.694,-8327.55,-7745,
21600,269.503,-8303.41,-7742.09,
21610,256.435,-8271.9,-7737.81,
21620,292.203,-8343.95,-7735.35,
21630,296.159,-8351.89,-7735.06,
21640,296.769,-8354.97,-7736.87,
21650,308.647,-8381.11,-7738.27,
21660,306.397,-8376.77,-7738.61,
21670,300.953,-8366.61,-7739.79,
21680,278.941,-8319.59,-7738.61,
21690,279.386,-8318.41,-7736.51,
21700,265.48,-8287.36,-7734.42,
21710,287.77,-8331.33,-7731.97,
21720,301,-8358.5,-7731.58,
21730,309.85,-8378,-7732.65,
21740,299.961,-8359.83,-7735.08,
21750,289.043,-8337.23,-7735.21,
21760,290.104,-8338.81,-7734.58,
21770,288.928,-8335.3,-7733.52,
21780,289.983,-8336.25,-7732.28,
21790,287.526,-8329.79,-7730.93,
21800,291.702,-8337.38,-7729.83,
21810,296.018,-8347.19,-7730.65,
21820,304.328,-8363.95,-7730.1,
21830,319.698,-8396.95,-7731.08,
21840,304.679,-8365.95,-7731.37,
21850,273.805,-8302.06,-7731.79,
21860,266.493,-8284.54,-7729.5,
21870,293.926,-8342.05,-7729.87,
21880,293.583,-8341.74,-7730.27,
21890,306.415,-8369.48,-7731.29,
21900,298.342,-8353.06,-7731.68,
21910,289.507,-8333.27,-7730.29,
21920,288.947,-8331.02,-7729.21,
21930,293.58,-8340.04,-7728.58,
21940,313.761,-8383.53,-7730.04,
21950,291.039,-8337.45,-7731.28,
21960,286.838,-8327.56,-7730.14,
21970,286.655,-8326.79,-7729.74,
21980,316.939,-8389.22,-7729.11,
21990,310.047,-8377.22,-7731.46,
22000,287.292,-8329.66,-7731.3,
22010,281.995,-8317.34,-7730.01,
22020,294.65,-8342.72,-7729.03,
22030,310.366,-8376.62,-7730.19,
22040,309.268,-8376.52,-7732.38,
22050,313.885,-8388.38,-7734.63,
22060,331.839,-8428.57,-7737.42,
22070,312.826,-8392.29,-7740.74,
22080,315.701,-8398.96,-7741.43,
22090,334.419,-8440.89,-7744.36,
22100,311.656,-8396.21,-7747.1,
22110,290.548,-8351.35,-7746.2,
22120,311.693,-8396.17,-7746.98,
22130,294.912,-8361.79,-7747.55,
22140,310.964,-8396.45,-7748.78,
22150,298.812,-8372.65,-7750.29,
22160,295.026,-8363.96,-7749.48,
22170,290.712,-8354.11,-7748.62,
22180,293.531,-8358.84,-7747.48,
22190,305.903,-8385.3,-7748.17,
22200,312.061,-8399.03,-7749.08,
22210,277.436,-8326.54,-7748.7,
22220,283.025,-8335.91,-7746.43,
22230,310.199,-8392.52,-7746.44,
22240,317.244,-8409.99,-7749.24,
22250,302.135,-8379.69,-7750.41,
22260,317.53,-8412.78,-7751.43,
22270,316.039,-8411.23,-7752.99,
22280,308.579,-8397.74,-7755.04,
22290,286.244,-8351.13,-7754.95,
22300,298.21,-8375.46,-7754.35,
22310,300.569,-8380.92,-7754.9,
22320,286.447,-8352.82,-7756.22,
22330,278.08,-8334.13,-7754.95,
22340,299.987,-8378.68,-7753.87,
22350,298.757,-8376.56,-7754.31,
22360,292.756,-8363.55,-7753.81,
22370,297.13,-8371.92,-7753.06,
22380,280.74,-8337.28,-7752.56,
22390,299.612,-8374.95,-7750.92,
22400,303.444,-8383.11,-7751.1,
22410,292.887,-8360.66,-7750.64,
22420,301.339,-8377.67,-7750.04,
22430,292.164,-8358.05,-7749.54,
22440,302.74,-8379.72,-7749.18,
22450,292.696,-8359.43,-7749.81,
22460,284.599,-8341.2,-7748.44,
22470,276.714,-8322.58,-7746.25,
22480,275.457,-8317.52,-7743.81,
22490,285.502,-8335.79,-7741.15,
22500,292.862,-8350.05,-7740.08,
22510,286.946,-8337.36,-7739.72,
22520,274.613,-8310.44,-7738.48,
22530,283.984,-8326.93,-7735.45,
22540,277.274,-8312.32,-7734.82,
22550,271.754,-8297.26,-7731.25,
22560,281.417,-8316.4,-7730.27,
22570,288.675,-8328.63,-7727.38,
22580,286.37,-8322.46,-7726.02,
22590,303.529,-8356.74,-7724.55,
22600,309.245,-8369.95,-7725.86,
22610,302.213,-8356.18,-7726.73,
22620,282.074,-8313.86,-7726.36,
22630,278.034,-8302.3,-7723.22,
22640,305.605,-8358.97,-7722.46,
22650,276.9,-8297.96,-7721.24,
22660,292.238,-8328.24,-7719.57,
22670,306.361,-8357.99,-7719.91,
22680,305.536,-8356.14,-7719.77,
22690,301.863,-8349.36,-7720.64,
22700,297.939,-8340.52,-7719.98,
22710,302.783,-8349.82,-7719.19,
22720,296.837,-8338.26,-7720.01,
22730,290.167,-8323.41,-7719.05,
22740,299.696,-8343.75,-7719.54,
22750,292.44,-8327.65,-7718.56,
22760,292.435,-8327.92,-7718.84,
22770,282.969,-8306.83,-7717.47,
22780,283.975,-8308.22,-7716.76,
22790,291.82,-8323.83,-7716.03,
22800,308.945,-8360.89,-7717.42,
22810,312.903,-8370.78,-7719.08,
22820,308.861,-8363.38,-7720.09,
22830,302.943,-8352.11,-7721.14,
22840,295.467,-8335.5,-7720.11,
22850,302.099,-8350.3,-7721.09,
22860,299.02,-8343.43,-7720.63,
22870,316.82,-8382.76,-7722.89,
22880,307.865,-8364.9,-7723.68,
22890,320.122,-8393.31,-7726.57,
22900,315.461,-8384.7,-7727.66,
22910,312.199,-8379.61,-7729.37,
22920,324.333,-8406.14,-7730.62,
22930,320.287,-8400.93,-7733.84,
22940,313.832,-8389.18,-7735.54,
22950,299.666,-8360.51,-7736.37,
22960,306.283,-8374.62,-7736.7,
22970,306.996,-8376.05,-7736.64,
22980,312.029,-8388.21,-7738.32,
22990,288.092,-8338.72,-7738.69,
23000,300.249,-8363.8,-7738.44,
23010,308.733,-8382.4,-7739.37,
23020,318.271,-8404.5,-7741.61,
23030,298.751,-8364.62,-7742.39,
23040,277.122,-8317.68,-7740.5,
23050,299.05,-8362.22,-7739.36,
23060,304.337,-8374.19,-7740.32,
23070,301.984,-8369.84,-7740.87,
23080,305.91,-8378.99,-7741.85,
23090,300.716,-8370.91,-7744.58,
23100,313.237,-8398.08,-7745.68,
23110,315.692,-8404.75,-7747.24,
23120,309.174,-8394.82,-7750.88,
23130,302.512,-8383.07,-7753,
23140,311.47,-8403.72,-7755,
23150,296.971,-8375.36,-7756.84,
23160,309.001,-8401.04,-7757.46,
23170,305.419,-8394.52,-7758.4,
23180,318.944,-8423.76,-7759.46,
23190,297.185,-8381,-7762.03,
23200,289.448,-8365.96,-7763.1,
23210,284.719,-8354.67,-7761.67,
23220,296.64,-8380.68,-7762.84,
23230,283.173,-8352.83,-7763.04,
23240,281.56,-8348.09,-7761.66,
23250,292.376,-8368.18,-7759.23,
23260,305.129,-8395.88,-7760.36,
23270,289.557,-8363.21,-7760.12,
23280,297.687,-8379.11,-7759.09,
23290,275.961,-8331.94,-7757.17,
23300,286.624,-8352.08,-7755.11,
23310,299.788,-8378.49,-7754.1,
23320,287.009,-8350.8,-7753.03,
23330,299.53,-8375.83,-7751.98,
23340,298.675,-8374.51,-7752.44,
23350,295.518,-8368.37,-7752.87,
23360,269.591,-8312.59,-7751.09,
23370,259.227,-8287.98,-7748.07,
23380,261.685,-8291.93,-7746.89,
23390,257.887,-8279.54,-7742.42,
23400,268.825,-8299.91,-7740.01,
23410,302.493,-8368.01,-7737.99,
23420,287.111,-8336.34,-7738.35,
23430,288.547,-8337.39,-7736.41,
23440,304.869,-8371.33,-7736.35,
23450,282.199,-8323.48,-7735.72,
23460,307.036,-8375.1,-7735.61,
23470,290.588,-8341.07,-7735.84,
23480,294.323,-8347.23,-7734.22,
23490,278.794,-8313.38,-7732.72,
23500,300.748,-8358.98,-7732.59,
23510,307.439,-8373.48,-7733.15,
23520,315.584,-8392.48,-7735.18,
23530,289.478,-8338.84,-7735.92,
23540,274.198,-8305.31,-7734.21,
23550,287.185,-8330.41,-7732.27,
23560,300.272,-8357.38,-7731.98,
23570,309.398,-8377.05,-7732.64,
23580,275.076,-8305.5,-7732.58,
23590,271.466,-8295.09,-7729.68,
23600,296.165,-8345.38,-7728.53,
23610,291.719,-8335.51,-7727.92,
23620,291.779,-8334.54,-7726.83,
23630,295.041,-8340.38,-7725.87,
23640,298.918,-8349.16,-7726.58,
23650,279.171,-8306.12,-7724.67,
23660,288.129,-8323.55,-7723.44,
23670,276.888,-8298.78,-7722.08,
23680,309.443,-8366.49,-7721.98,
23690,295.568,-8339,-7723.4,
23700,307.996,-8365.33,-7723.84,
23710,308.797,-8368.95,-7725.79,
23720,321.411,-8396.14,-7726.71,
23730,312.333,-8379.36,-7728.84,
23740,313.07,-8381.39,-7729.33,
23750,309.636,-8375.74,-7730.83,
23760,313.452,-8384.66,-7731.8,
23770,321.081,-8403.34,-7734.6,
23780,315.277,-8393.72,-7737.07,
23790,306.683,-8376.84,-7738.09,
23800,309.074,-8383.1,-7739.37,
23810,298.811,-8361.76,-7739.4,
23820,300.969,-8366.19,-7739.34,
23830,297.291,-8358.37,-7739.18,
23840,299.275,-8361.98,-7738.65,
23850,313.6,-8392.23,-7739.07,
23860,310.662,-8387.64,-7740.6,
23870,302.378,-8370.48,-7740.69,
23880,298.978,-8364.2,-7741.5,
23890,287.665,-8339.83,-7740.68,
23900,298.761,-8362.02,-7739.77,
23910,305.213,-8375.21,-7739.52,
23920,305.144,-8376.63,-7741.08,
23930,308.749,-8384.7,-7741.64,
23940,294.472,-8355.26,-7741.94,
23950,306.258,-8380.01,-7742.15,
23960,286.267,-8338.64,-7742.41,
23970,278.945,-8320.09,-7739.11,
23980,304.842,-8373.55,-7738.63,
23990,314.877,-8396.04,-7740.21,
24000,293.409,-8350.61,-7739.51,
24010,296.512,-8358.46,-7740.89,
24020,321.666,-8413.24,-7743.28,
24030,317.377,-8408.79,-7747.76,
24040,294.527,-8362.85,-7749.41,
24050,299.1,-8372.11,-7749.15,
24060,321.89,-8421.11,-7750.68,
24070,330.881,-8443.16,-7754,
24080,313.705,-8409.74,-7756.36,
24090,300.975,-8386.32,-7759.46,
24100,292.373,-8369.72,-7760.77,
24110,288.769,-8362.1,-7760.66,
24120,276.467,-8334.21,-7758.39,
24130,289.742,-8361.33,-7757.86,
24140,281.019,-8341.65,-7756.35,
24150,310.777,-8403.83,-7756.54,
24160,302.434,-8387.28,-7757.38,
24170,295.409,-8371.94,-7756.66,
24180,300.373,-8381.99,-7756.38,
24190,290.514,-8361.12,-7756.04,
24200,278.375,-8336.18,-7756.38,
24210,259.908,-8293.77,-7752.44,
24220,270.177,-8312.31,-7749.59,
24230,283.349,-8338.55,-7748.4,
24240,293.851,-8360.77,-7748.75,
24250,275.842,-8321.95,-7747.43,
24260,276.237,-8320.1,-7744.76,
24270,276.832,-8319.18,-7742.6,
24280,299.217,-8365.51,-7742.3,
24290,289.491,-8345.48,-7742.53,
24300,284.476,-8334.34,-7741.84,
24310,305.283,-8377.47,-7741.63,
24320,293.877,-8354.1,-7742.02,
24330,294.652,-8355.05,-7741.36,
24340,322.659,-8413.29,-7741.26,
24350,328.061,-8427.61,-7744.33,
24360,292.944,-8356.6,-7746.46,
24370,287.856,-8344.52,-7744.98,
24380,290.9,-8350.66,-7744.78,
24390,291.36,-8350.76,-7743.92,
24400,289.669,-8347.05,-7743.73,
24410,284.124,-8334.85,-7743.08,
24420,274.428,-8312,-7740.43,
24430,262.729,-8284.33,-7737.12,
24440,263.318,-8281.09,-7732.65,
24450,284.496,-8322.85,-7730.3,
24460,283.744,-8319.74,-7728.77,
24470,292.521,-8337.53,-7728.27,
24480,297.984,-8347.76,-7727.12,
24490,309.312,-8371.37,-7727.14,
24500,296.724,-8345.15,-7727.14,
24510,303.127,-8358,-7726.65,
24520,329.373,-8413.77,-7727.76,
24530,326.893,-8412.25,-7731.4,
24540,295.043,-8346.15,-7731.64,
24550,299.362,-8356.13,-7732.62,
24560,301.714,-8360.95,-7732.54,
24570,313.947,-8387.22,-7733.34,
24580,302.393,-8363.27,-7733.45,
24590,311.907,-8383.54,-7733.9,
24600,299.549,-8359.06,-7735.17,
24610,302.935,-8365.67,-7734.72,
24620,320.636,-8404.19,-7736.37,
24630,309.422,-8382.71,-7738.25,
24640,296.727,-8357.36,-7739.34,
24650,309.762,-8385.2,-7740.03,
24660,298.677,-8362.85,-7740.77,
24670,320.419,-8409.01,-7741.64,
24680,303.317,-8374.94,-7743.2,
24690,299.301,-8367.22,-7743.84,
24700,309.846,-8389.64,-7744.3,
24710,303.825,-8378.12,-7745.31,
24720,277.051,-8320.96,-7743.92,
24730,293.124,-8352.91,-7742.4,
24740,327.669,-8425.91,-7743.44,
24750,314.933,-8402.09,-7746.15,
24760,294.727,-8360.92,-7747.07,
24770,301.604,-8375.51,-7747.33,
24780,300.947,-8374.48,-7747.68,
24790,298.401,-8368.9,-7747.4,
24800,290.877,-8352.14,-7746.3,
24810,284.455,-8336.15,-7743.69,
24820,305.861,-8380.07,-7743.03,
24830,322.236,-8416.2,-7745.05,
24840,307.968,-8388.73,-7747.3,
24850,327.341,-8431.69,-7749.91,
24860,309.644,-8398.49,-7753.56,
24870,291.379,-8361.58,-7754.7,
24880,288.172,-8355.1,-7754.89,
24890,306.594,-8392.81,-7754.24,
24900,321.544,-8425.57,-7755.86,
24910,317.354,-8419.65,-7758.67,
24920,305.153,-8396.32,-7760.75,
24930,295.213,-8376.44,-7761.57,
24940,293.29,-8372,-7761.14,
24950,304.42,-8397.72,-7763.68,
24960,298.194,-8386.98,-7765.91,
24970,275.41,-8337.87,-7764.25,
24980,293.535,-8374.06,-7762.69,
24990,299.279,-8385.71,-7762.37,
25000,285.63,-8356.19,-7761.28,
25010,290.098,-8365.77,-7761.55,
25020,262.811,-8307.37,-7759.99,
25030,283.459,-8348.43,-7758.05,
25040,272.883,-8325.32,-7756.97,
25050,275.785,-8331.92,-7757.52,
25060,278.443,-8337,-7757.06,
25070,297.902,-8377.48,-7757.01,
25080,312.296,-8408.87,-7758.42,
25090,306.088,-8397.86,-7760.34,
25100,291.562,-8368.26,-7760.99,
25110,292.061,-8367.67,-7759.37,
25120,298.833,-8380.92,-7758.51,
25130,295.482,-8374.23,-7758.8,
25140,283.263,-8347.29,-7757.31,
25150,285.607,-8350.72,-7755.87,
25160,292.898,-8364.63,-7754.59,
25170,319.695,-8421.47,-7755.61,
25180,299.892,-8381.34,-7756.73,
25190,308.511,-8399.69,-7757.13,
25200,298.233,-8378.51,-7757.35,
25210,298.008,-8377.81,-7757.12,
25220,286.149,-8354.03,-7758.04,
25230,276.193,-8330.97,-7755.71,
25240,288.433,-8355.5,-7754.76,
25250,284.085,-8347.14,-7755.46,
25260,274.041,-8324.57,-7753.8,
25270,293.265,-8362.18,-7751.37,
25280,309.28,-8396.39,-7752.23,
25290,280.278,-8334.71,-7750.95,
25300,309.959,-8397.08,-7751.5,
25310,284.826,-8344.43,-7751.2,
25320,292.941,-8360.51,-7750.38,
25330,295.872,-8365.89,-7749.66,
25340,321.465,-8420.53,-7750.99,
25350,284.587,-8344.66,-7751.93,
25360,302.158,-8379.2,-7749.87,
25370,301.793,-8378.88,-7750.31,
25380,284.299,-8341.33,-7749.2,
25390,283.803,-8339.24,-7748.14,
25400,306.336,-8385.91,-7747.88,
25410,300.09,-8372.4,-7747.38,
25420,295.717,-8362.9,-7746.98,
25430,293.506,-8358.48,-7747.17,
25440,317.892,-8410.58,-7748.48,
25450,289.625,-8351.71,-7748.49,
25460,309.035,-8392.03,-7748.38,
25470,307.808,-8391.87,-7750.77,
25480,306.358,-8391.75,-7753.67,
25490,279.104,-8334.2,-7752.88,
25500,318.62,-8415.82,-7752.2,
25510,300.355,-8378.76,-7753.19,
25520,315.687,-8412.64,-7755.13,
25530,296.896,-8375.33,-7756.96,
25540,309.865,-8401.89,-7756.51,
25550,298.437,-8379.17,-7757.59,
25560,288.02,-8357.16,-7757.28,
25570,288.506,-8361.43,-7760.54,
25580,287.825,-8359.87,-7760.39,
25590,283.911,-8350.32,-7758.99,
25600,298.501,-8379.86,-7758.15,
25610,310.932,-8406.61,-7759.01,
