"Angle"	"Energy kJ/mol"	"BondedTermsEnergy"	"NonBondedTermsEnergy"	"BondStretchEnergy"	"AngleStretchEnergy"	"TorsionEnergy"	"OutOfPlaneEnergy"	"DispersionEnergy"	"ElectrostaticEnergy"	"NonBondedEnergyC"	"NonBondedEnergyD"
18.600000	420.026343	401.046136	18.980207	17.112942	383.933195	0.000000	0.000000	15.981184	2.999023	0.000000	0.000000
18.800000	420.979038	402.088023	18.891015	17.112943	384.975080	0.000000	0.000000	15.901591	2.989424	0.000000	0.000000
19.000000	421.942732	403.140022	18.802711	17.112942	386.027080	0.000000	0.000000	15.822884	2.979826	0.000000	0.000000
19.200000	422.917430	404.202131	18.715298	17.112942	387.089189	0.000000	0.000000	15.745069	2.970229	0.000000	0.000000
19.400000	423.903075	405.274290	18.628785	17.112942	388.161348	0.000000	0.000000	15.668150	2.960634	0.000000	0.000000
19.600000	424.899694	406.356522	18.543172	17.112941	389.243581	0.000000	0.000000	15.592131	2.951041	0.000000	0.000000
19.800000	425.907243	407.448777	18.458466	17.112941	390.335836	0.000000	0.000000	15.517015	2.941451	0.000000	0.000000
20.000000	426.925684	408.551015	18.374669	17.112942	391.438073	0.000000	0.000000	15.442805	2.931864	0.000000	0.000000
20.200000	427.955087	409.663308	18.291779	17.112942	392.550366	0.000000	0.000000	15.369500	2.922280	0.000000	0.000000
20.400000	428.995337	410.785531	18.209807	17.112942	393.672589	0.000000	0.000000	15.297107	2.912699	0.000000	0.000000
20.600000	430.046455	411.917706	18.128750	17.112940	394.804765	0.000000	0.000000	15.225626	2.903123	0.000000	0.000000
20.800000	431.108443	413.059836	18.048607	17.112940	395.946895	0.000000	0.000000	15.155055	2.893552	0.000000	0.000000
21.000000	432.181245	414.211859	17.969386	17.112941	397.098918	0.000000	0.000000	15.085400	2.883985	0.000000	0.000000
21.200000	433.264865	415.373782	17.891083	17.112941	398.260841	0.000000	0.000000	15.016659	2.874424	0.000000	0.000000
21.400000	434.359263	416.545563	17.813700	17.112943	399.432620	0.000000	0.000000	14.948832	2.864869	0.000000	0.000000
21.600000	435.464426	417.727186	17.737240	17.112942	400.614244	0.000000	0.000000	14.881920	2.855320	0.000000	0.000000
21.800000	436.580317	418.918617	17.661700	17.112940	401.805676	0.000000	0.000000	14.815923	2.845777	0.000000	0.000000
22.000000	437.706945	420.119866	17.587079	17.112940	403.006926	0.000000	0.000000	14.750838	2.836241	0.000000	0.000000
22.200000	438.844257	421.330877	17.513380	17.112941	404.217936	0.000000	0.000000	14.686668	2.826712	0.000000	0.000000
22.400000	439.992249	422.551651	17.440598	17.112941	405.438711	0.000000	0.000000	14.623407	2.817191	0.000000	0.000000
22.600000	441.150892	423.782159	17.368733	17.112941	406.669218	0.000000	0.000000	14.561055	2.807678	0.000000	0.000000
22.800000	442.320141	425.022355	17.297786	17.112941	407.909414	0.000000	0.000000	14.499613	2.798173	0.000000	0.000000
23.000000	443.499972	426.272218	17.227754	17.112939	409.159279	0.000000	0.000000	14.439077	2.788677	0.000000	0.000000
23.200000	444.690397	427.531765	17.158632	17.112943	410.418823	0.000000	0.000000	14.379442	2.779190	0.000000	0.000000
23.400000	445.891352	428.800932	17.090421	17.112943	411.687989	0.000000	0.000000	14.320708	2.769712	0.000000	0.000000
23.600000	447.102832	430.079715	17.023117	17.112943	412.966772	0.000000	0.000000	14.262873	2.760244	0.000000	0.000000
23.800000	448.324782	431.368063	16.956719	17.112941	414.255122	0.000000	0.000000	14.205933	2.750786	0.000000	0.000000
24.000000	449.557189	432.665967	16.891222	17.112945	415.553022	0.000000	0.000000	14.149883	2.741339	0.000000	0.000000
24.200000	450.800017	433.973391	16.826626	17.112940	416.860451	0.000000	0.000000	14.094724	2.731902	0.000000	0.000000
24.400000	452.053232	435.290308	16.762924	17.112939	418.177369	0.000000	0.000000	14.040448	2.722476	0.000000	0.000000
24.600000	453.316838	436.616726	16.700112	17.112942	419.503785	0.000000	0.000000	13.987051	2.713061	0.000000	0.000000
24.800000	454.590746	437.952555	16.638190	17.112942	420.839613	0.000000	0.000000	13.934532	2.703658	0.000000	0.000000
25.000000	455.874971	439.297819	16.577152	17.112940	422.184879	0.000000	0.000000	13.882885	2.694267	0.000000	0.000000
