step	T	Epot	Efull	E_solute	E_solvent	E_solusolv	NThroughZ	NThroughZmin	NThroughZmax	
2340	155.373	-1447.75	-1170.65	-1442.66	-0.19529	-4.89809	0	0	0	
2350	173.645	-1497.23	-1187.54	-1492.02	-0.195849	-5.00765	0	0	0	
2360	184.262	-1544.64	-1216.02	-1539.32	-0.19639	-5.12297	0	0	0	
2370	168.943	-1544.45	-1243.15	-1539.04	-0.196909	-5.21626	0	0	0	
2380	150.743	-1526.51	-1257.66	-1520.99	-0.197413	-5.31915	0	0	0	
2390	140.61	-1513.58	-1262.81	-1507.95	-0.197911	-5.43027	0	0	0	
2400	134.101	-1501.45	-1262.29	-1495.75	-0.203849	-5.50136	0	0	0	
2410	133.173	-1492.65	-1255.14	-1486.88	-0.204387	-5.56309	0	0	0	
2420	134.407	-1488.15	-1248.44	-1482.31	-0.204936	-5.63289	0	0	0	
2430	135.138	-1483.03	-1242.02	-1477.11	-0.205495	-5.72183	0	0	0	
2440	137.145	-1480.62	-1236.03	-1474.65	-0.206064	-5.76319	0	0	0	
2450	146.13	-1494.2	-1233.58	-1488.15	-0.206641	-5.84732	0	0	0	
2460	148.454	-1500.94	-1236.18	-1494.83	-0.20722	-5.90014	0	0	0	
2470	136.458	-1478.7	-1235.33	-1472.52	-0.2078	-5.96924	0	0	0	
2480	136.661	-1472.94	-1229.21	-1466.67	-0.208387	-6.06257	0	0	0	
2490	142.88	-1481.34	-1226.51	-1474.99	-0.208984	-6.13287	0	0	0	
2500	130.906	-1456.48	-1223.01	-1450.04	-0.209586	-6.22434	0	0	0	
2510	120.335	-1420.82	-1206.2	-1414.26	-0.210205	-6.34126	0	0	0	
2520	124.489	-1408.9	-1186.88	-1402.29	-0.210856	-6.39851	0	0	0	
2530	133.057	-1409.7	-1172.4	-1403.03	-0.211535	-6.45714	0	0	0	
2540	145.235	-1423.09	-1164.06	-1416.32	-0.212235	-6.55189	0	0	0	
2550	157.764	-1446.18	-1164.82	-1439.35	-0.212942	-6.62086	0	0	0	
2560	158.469	-1453.5	-1170.87	-1446.6	-0.213648	-6.68496	0	0	0	
2570	149.097	-1439.82	-1173.91	-1432.86	-0.214352	-6.74162	0	0	0	
2580	139.729	-1419.89	-1170.69	-1412.85	-0.215059	-6.82922	0	0	0	
2590	127.739	-1388.67	-1160.85	-1381.55	-0.215781	-6.89751	0	0	0	
2600	115.639	-1348.55	-1142.31	-1341.36	-0.21653	-6.97213	0	0	0	
2610	121.872	-1334.03	-1116.68	-1326.72	-0.217327	-7.09462	0	0	0	
2620	133.508	-1336.51	-1098.41	-1329.13	-0.218169	-7.16239	0	0	0	
