step,T,Epot,Efull,
4.428e-011,309.013,-1842.88,3575.77,
4.429e-011,304.179,-1761.61,3572.27,
4.43e-011,301.77,-1717.45,3574.17,
4.431e-011,303.903,-1755.19,3573.84,
4.432e-011,301.223,-1697.01,3585.03,
4.433e-011,301.962,-1710.86,3584.13,
4.434e-011,305.606,-1775.75,3583.14,
4.435e-011,303.754,-1743.84,3582.57,
4.436e-011,304.904,-1771.47,3575.12,
4.437e-011,308.002,-1834.63,3566.28,
4.438e-011,306.79,-1814.81,3564.83,
4.439e-011,309.042,-1859.68,3559.47,
4.44e-011,304.72,-1790.09,3553.27,
4.441e-011,308.858,-1863.85,3552.07,
4.442e-011,308.606,-1860.47,3551.03,
4.443e-011,311.814,-1915.66,3552.09,
4.444e-011,304.961,-1788.71,3558.88,
4.445e-011,300.289,-1707.95,3557.71,
4.446e-011,309.771,-1883.72,3548.2,
4.447e-011,308.574,-1873.13,3537.8,
4.448e-011,309.717,-1897.81,3533.18,
4.449e-011,300.399,-1721.27,3546.31,
4.45e-011,299.448,-1703.58,3547.33,
4.451e-011,307.807,-1854.18,3543.3,
4.452e-011,304.951,-1805.85,3541.56,
4.453e-011,300.92,-1732.9,3543.82,
4.454e-011,304.594,-1801.01,3540.13,
4.455e-011,297.9,-1679.91,3543.86,
4.456e-011,305.365,-1812.05,3542.61,
4.457e-011,308.041,-1872.44,3529.16,
4.458e-011,307.316,-1850.02,3538.86,
4.459e-011,299.229,-1700.14,3546.93,
4.46e-011,298.044,-1674.31,3551.99,
4.461e-011,294.983,-1617.13,3555.49,
4.462e-011,312.472,-1934.18,3545.1,
4.463e-011,308.742,-1867.86,3546.03,
4.464e-011,292.044,-1565.44,3555.63,
4.465e-011,300.91,-1721.54,3555.01,
4.466e-011,295.997,-1635.25,3555.14,
4.467e-011,300.238,-1708.13,3556.62,
4.468e-011,298.804,-1691.44,3548.19,
4.469e-011,310.28,-1880.42,3560.43,
4.47e-011,290.686,-1518.66,3578.61,
4.471e-011,298.56,-1670.04,3565.3,
4.472e-011,301.41,-1725.25,3560.07,
4.473e-011,300.133,-1706.05,3556.88,
4.474e-011,318.986,-2050.58,3542.94,
4.475e-011,303.262,-1765.69,3552.1,
4.476e-011,303.256,-1763.9,3553.8,
4.477e-011,306.841,-1828.16,3552.39,
4.478e-011,298.959,-1680.7,3561.65,
4.479e-011,310.966,-1899.24,3553.64,
4.48e-011,306.444,-1819.96,3553.62,
4.481e-011,294.983,-1603.4,3569.21,
4.482e-011,309.538,-1867.73,3560.12,
4.483e-011,311.8,-1916.86,3550.65,
4.484e-011,304.413,-1777,3560.97,
4.485e-011,298.058,-1666.76,3559.77,
4.486e-011,304.422,-1775.67,3562.47,
4.487e-011,292.307,-1554.56,3571.13,
4.488e-011,302.192,-1741.95,3557.08,
4.489e-011,304.583,-1781.46,3559.5,
4.49e-011,294.475,-1594.46,3569.25,
4.491e-011,302.332,-1738.66,3562.83,
4.492e-011,297.711,-1650.15,3570.3,
4.493e-011,306.983,-1814.49,3568.55,
4.494e-011,306.12,-1805.78,3562.12,
4.495e-011,296.287,-1612.94,3582.55,
4.496e-011,296.288,-1612.26,3583.24,
4.497e-011,302.236,-1726.66,3573.14,
4.498e-011,304.506,-1761.97,3577.63,
4.499e-011,305.707,-1787.16,3573.5,
4.5e-011,304.838,-1767.31,3578.12,
4.501e-011,295.082,-1583.11,3591.24,
4.502e-011,298.864,-1654.85,3585.83,
4.503e-011,302.995,-1724.98,3588.13,
4.504e-011,300.875,-1679.96,3595.97,
4.505e-011,304.221,-1746.84,3587.77,
4.506e-011,300.082,-1665.34,3596.69,
4.507e-011,295.485,-1579.87,3601.55,
4.508e-011,299.32,-1658.04,3590.63,
4.509e-011,298.56,-1637.33,3598.01,
4.51e-011,296.518,-1600.97,3598.56,
4.511e-011,303.918,-1740.05,3589.25,
4.512e-011,292.396,-1528.39,3598.86,
4.513e-011,301.324,-1692.77,3591.03,
4.514e-011,311.624,-1882.03,3582.39,
4.515e-011,289.938,-1481.49,3602.67,
4.516e-011,300.864,-1678.49,3597.26,
4.517e-011,303.555,-1728.58,3594.36,
4.518e-011,296.374,-1590.05,3606.96,
4.519e-011,300.248,-1665.07,3599.88,
4.52e-011,305.448,-1754.9,3601.23,
4.521e-011,297.681,-1606.38,3613.54,
4.522e-011,307.089,-1784.88,3600.02,
4.523e-011,302.185,-1698.21,3600.69,
4.524e-011,298.438,-1628.12,3605.09,
4.525e-011,310.534,-1848.09,3597.22,
4.526e-011,298.398,-1620.96,3611.55,
4.527e-011,300.149,-1650.2,3613,
4.528e-011,309.306,-1835.25,3588.53,
4.529e-011,298.144,-1628.89,3599.16,
4.53e-011,299.802,-1654.97,3602.15,
4.531e-011,306.7,-1776.01,3602.07,
4.532e-011,297.247,-1598.08,3614.24,
4.533e-011,298.81,-1633.71,3606.01,
4.534e-011,304.827,-1749.95,3595.28,
4.535e-011,292.813,-1523.31,3611.24,
4.536e-011,298.176,-1614.84,3613.76,
4.537e-011,310.273,-1832.24,3608.5,
4.538e-011,293.129,-1523.17,3616.94,
4.539e-011,310.652,-1842.14,3605.24,
4.54e-011,305.937,-1755.02,3609.69,
4.541e-011,297.187,-1590.38,3620.88,
4.542e-011,314.214,-1903.62,3606.21,
4.543e-011,304.004,-1724.63,3606.18,
4.544e-011,300.309,-1650.35,3615.66,
4.545e-011,308.974,-1819.34,3598.62,
4.546e-011,302.236,-1688.4,3611.4,
4.547e-011,296.135,-1571.61,3621.21,
4.548e-011,310.13,-1835.96,3602.26,
4.549e-011,302.345,-1692.37,3609.35,
4.55e-011,294.922,-1562.11,3609.44,
4.551e-011,311.922,-1874.78,3594.86,
4.552e-011,296.245,-1580.75,3613.99,
4.553e-011,294.116,-1541.45,3615.96,
4.554e-011,305.843,-1751.87,3611.19,
4.555e-011,296.647,-1584.01,3617.79,
4.556e-011,307.842,-1794.94,3603.17,
4.557e-011,307.714,-1795.89,3599.97,
4.558e-011,300.059,-1650.25,3611.37,
4.559e-011,309.692,-1833.58,3596.96,
4.56e-011,308.076,-1809.06,3593.13,
4.561e-011,300.973,-1683.83,3593.83,
4.562e-011,317.508,-1991.48,3576.12,
4.563e-011,311.348,-1870.48,3589.09,
4.564e-011,295.8,-1586.67,3600.28,
4.565e-011,309.091,-1838.79,3581.21,
4.566e-011,303.605,-1740.5,3583.29,
4.567e-011,306.425,-1788.85,3584.4,
4.568e-011,307.351,-1811.71,3577.79,
4.569e-011,300.042,-1661.94,3599.39,
4.57e-011,300.587,-1684.14,3586.75,
4.571e-011,308.666,-1843.51,3569.04,
4.572e-011,301.488,-1704.72,3581.97,
4.573e-011,299.987,-1686.07,3574.29,
4.574e-011,306.494,-1794.76,3579.7,
4.575e-011,296.14,-1608.83,3584.08,
4.576e-011,305.519,-1788,3569.37,
4.577e-011,300.286,-1693.28,3572.33,
4.578e-011,293.101,-1555.08,3584.53,
4.579e-011,305.471,-1783.47,3573.05,
4.58e-011,297.329,-1627.4,3586.35,
4.581e-011,298.739,-1650.55,3587.92,
4.582e-011,302.583,-1730.76,3575.12,
4.583e-011,303.843,-1747.47,3580.51,
4.584e-011,297.434,-1627.52,3588.07,
4.585e-011,305.727,-1786.4,3574.62,
4.586e-011,298.975,-1652.19,3590.43,
4.587e-011,299.975,-1673.24,3586.91,
4.588e-011,314.072,-1932.07,3575.27,
4.589e-011,301.055,-1686.58,3592.51,
4.59e-011,300.753,-1686.12,3587.69,
4.591e-011,314.536,-1938.93,3576.55,
4.592e-011,303.352,-1737.59,3581.78,
4.593e-011,307.568,-1822.46,3570.84,
4.594e-011,308.298,-1833.69,3572.41,
4.595e-011,295.893,-1604.65,3583.92,
4.596e-011,307.126,-1812.81,3572.74,
4.597e-011,304.36,-1764.99,3572.05,
4.598e-011,302.277,-1725.19,3575.33,
4.599e-011,308.568,-1845.35,3565.49,
4.6e-011,301.29,-1705.5,3577.71,
4.601e-011,295.449,-1600.13,3580.66,
4.602e-011,302.363,-1731.06,3570.96,
4.603e-011,307.859,-1825.37,3573.02,
4.604e-011,307.928,-1832.78,3566.84,
4.605e-011,304.785,-1784.3,3560.19,
4.606e-011,298.975,-1668.19,3574.43,
4.607e-011,297.426,-1644.28,3571.17,
4.608e-011,311.624,-1900.88,3563.55,
4.609e-011,301.817,-1724.36,3568.09,
4.61e-011,306.282,-1804.04,3566.71,
4.611e-011,301.502,-1720.68,3566.24,
4.612e-011,298.802,-1669.63,3569.96,
4.613e-011,309.466,-1873.22,3553.35,
4.614e-011,304.861,-1796.14,3549.69,
4.615e-011,304.778,-1782.52,3561.85,
4.616e-011,304.124,-1778.44,3554.47,
4.617e-011,305.149,-1794.14,3556.74,
4.618e-011,300.634,-1711.29,3560.42,
4.619e-011,312.462,-1941.38,3537.74,
4.62e-011,308.999,-1874.65,3543.75,
4.621e-011,302.515,-1758.12,3546.57,
4.622e-011,309.768,-1892.36,3539.52,
4.623e-011,306.461,-1835.04,3538.85,
4.624e-011,302.244,-1761.71,3538.23,
4.625e-011,310.179,-1901.83,3537.25,
4.626e-011,293.382,-1589.41,3555.13,
4.627e-011,292.565,-1570.58,3559.63,
4.628e-011,303.429,-1768.18,3552.53,
4.629e-011,298.779,-1682.06,3557.11,
4.63e-011,298.025,-1680.1,3545.85,
4.631e-011,300.917,-1727.17,3549.5,
4.632e-011,297.982,-1667.1,3558.11,
4.633e-011,308.341,-1859.93,3546.93,
4.634e-011,302.639,-1763.26,3543.61,
4.635e-011,301.385,-1740.08,3544.8,
4.636e-011,306.185,-1835.16,3533.89,
4.637e-011,300.839,-1731.8,3543.49,
4.638e-011,297.926,-1672.61,3551.61,
4.639e-011,304.916,-1804.01,3542.78,
4.64e-011,304.991,-1806.49,3541.62,
4.641e-011,304.931,-1804.35,3542.7,
4.642e-011,302.265,-1755.66,3544.64,
4.643e-011,305.595,-1800.03,3558.66,
4.644e-011,297.835,-1664.55,3558.07,
4.645e-011,308.598,-1860.75,3550.6,
4.646e-011,298.747,-1677.9,3560.72,
4.647e-011,298.459,-1673.38,3560.18,
4.648e-011,300.518,-1706.2,3563.48,
4.649e-011,294.445,-1594.73,3568.45,
4.65e-011,308.659,-1859.9,3552.53,
4.651e-011,299.81,-1711.61,3545.64,
4.652e-011,309.41,-1877.46,3548.14,
4.653e-011,301.574,-1738.75,3549.44,
4.654e-011,296.725,-1652.55,3550.62,
4.655e-011,303.095,-1761.2,3553.66,
4.656e-011,303.442,-1773.25,3547.7,
4.657e-011,301.817,-1737.01,3555.45,
4.658e-011,296.417,-1638.41,3559.34,
4.659e-011,310.233,-1888.81,3551.22,
4.66e-011,299.352,-1699.63,3549.6,
4.661e-011,305.921,-1821.19,3543.22,
4.662e-011,313.589,-1963.31,3535.58,
4.663e-011,304.127,-1790.34,3542.63,
4.664e-011,305.096,-1804.1,3545.84,
4.665e-011,310.759,-1907.71,3541.54,
4.666e-011,301.188,-1740.83,3540.59,
4.667e-011,303.032,-1774.71,3539.04,
4.668e-011,309.652,-1900.19,3529.65,
4.669e-011,301.426,-1752.16,3533.44,
4.67e-011,301.669,-1754.41,3535.45,
4.671e-011,303.479,-1788.44,3533.15,
4.672e-011,307.845,-1860.14,3538.01,
4.673e-011,309.065,-1886.99,3532.55,
4.674e-011,300.281,-1717.33,3548.19,
4.675e-011,295.033,-1619.73,3553.77,
4.676e-011,301.555,-1735.65,3552.21,
4.677e-011,298.27,-1679.02,3551.23,
4.678e-011,296.181,-1645.01,3548.6,
4.679e-011,307.418,-1843.95,3546.71,
4.68e-011,299.676,-1708.79,3546.13,
4.681e-011,300.879,-1728.73,3547.27,
4.682e-011,303.583,-1783.28,3540.14,
4.683e-011,301.967,-1749.96,3545.13,
4.684e-011,296.276,-1655.72,3539.57,
4.685e-011,302.804,-1773.72,3536.05,
4.686e-011,300.326,-1731.72,3534.59,
4.687e-011,297.748,-1688.53,3532.57,
4.688e-011,294.558,-1638.7,3526.46,
4.689e-011,301.594,-1760.75,3527.78,
4.69e-011,303.936,-1806.46,3523.15,
4.691e-011,298.081,-1702.88,3524.06,
4.692e-011,299.451,-1721.43,3529.54,
4.693e-011,299.526,-1723.62,3528.66,
4.694e-011,303.21,-1781.38,3535.5,
4.695e-011,293.924,-1617.76,3536.29,
4.696e-011,302.179,-1769.53,3529.27,
4.697e-011,301.557,-1762.74,3525.16,
4.698e-011,305.988,-1848.95,3516.64,
4.699e-011,305.862,-1845.48,3517.89,
4.7e-011,305.469,-1835.07,3521.42,
4.701e-011,301.206,-1756.6,3525.13,
4.702e-011,297.215,-1686.36,3525.39,
4.703e-011,305.903,-1837.24,3526.86,
4.704e-011,300.397,-1742.64,3524.92,
4.705e-011,294.874,-1638.7,3532.01,
4.706e-011,297.903,-1686.84,3536.97,
4.707e-011,301.182,-1746.17,3535.14,
4.708e-011,305.388,-1826.41,3528.65,
4.709e-011,299.915,-1727.48,3531.62,
4.71e-011,303.484,-1791.05,3530.64,
4.711e-011,301.666,-1757.28,3532.53,
4.712e-011,294.284,-1622.76,3537.6,
4.713e-011,305.021,-1817.91,3530.72,
4.714e-011,312.255,-1950.74,3524.74,
4.715e-011,305.61,-1819.9,3539.06,
4.716e-011,293.441,-1600.1,3545.48,
4.717e-011,302.512,-1759.25,3545.39,
4.718e-011,306.262,-1824.76,3545.63,
4.719e-011,302.325,-1757.76,3543.61,
4.72e-011,303.22,-1771.86,3545.19,
4.721e-011,291.042,-1541.58,3561.94,
4.722e-011,301.972,-1727.2,3567.97,
4.723e-011,304.422,-1777.89,3560.24,
4.724e-011,299.341,-1687.73,3561.3,
4.725e-011,298.363,-1666.13,3565.76,
4.726e-011,302.286,-1731.68,3569,
4.727e-011,306.996,-1818.01,3565.26,
4.728e-011,302.039,-1730.29,3566.05,
4.729e-011,302.822,-1748.06,3562.01,
4.73e-011,301.57,-1732.16,3555.95,
4.731e-011,304.342,-1779.23,3557.5,
4.732e-011,307.39,-1834.04,3556.13,
4.733e-011,302.573,-1735.99,3569.72,
4.734e-011,301.999,-1733.85,3561.8,
4.735e-011,302.413,-1734.95,3567.95,
4.736e-011,298.639,-1666.98,3569.75,
4.737e-011,304.162,-1769.41,3564.17,
4.738e-011,301.034,-1708.09,3570.63,
4.739e-011,296.436,-1624.9,3573.19,
4.74e-011,306.038,-1801.97,3564.5,
4.741e-011,295.542,-1610.09,3572.33,
4.742e-011,302.959,-1745.42,3567.07,
4.743e-011,299.135,-1679.06,3566.37,
4.744e-011,298.326,-1657.48,3573.76,
4.745e-011,303.618,-1759.04,3565,
4.746e-011,302.513,-1734.15,3570.51,
4.747e-011,309.067,-1852.98,3566.61,
4.748e-011,308.92,-1852.1,3564.9,
4.749e-011,305.617,-1790.92,3568.17,
4.75e-011,303.325,-1751.08,3567.81,
4.751e-011,314.975,-1970.35,3552.82,
4.752e-011,310.157,-1885.93,3552.76,
4.753e-011,292.472,-1561.08,3567.51,
4.754e-011,304.72,-1776.06,3567.3,
4.755e-011,296.424,-1625.29,3572.59,
4.756e-011,302.486,-1741.99,3562.2,
4.757e-011,309.378,-1867.6,3557.43,
4.758e-011,298.795,-1667.86,3571.6,
4.759e-011,295.422,-1603.62,3576.69,
4.76e-011,299.989,-1687.25,3573.15,
4.761e-011,296.007,-1614.56,3576.02,
4.762e-011,306.217,-1803.75,3565.86,
4.763e-011,304.809,-1773.35,3571.56,
4.764e-011,301.856,-1708.22,3584.91,
4.765e-011,308.967,-1841.42,3576.41,
4.766e-011,300.47,-1691.32,3577.5,
4.767e-011,299.97,-1683.23,3576.83,
4.768e-011,309.776,-1863.99,3568.02,
4.769e-011,297.095,-1628.35,3581.29,
4.77e-011,291.393,-1515.43,3594.23,
4.771e-011,301.486,-1710.9,3575.76,
4.772e-011,306.511,-1798.24,3576.52,
4.773e-011,292.325,-1550.27,3575.74,
4.774e-011,308.085,-1827.43,3574.93,
4.775e-011,297.488,-1631.41,3585.14,
4.776e-011,302.705,-1732.74,3575.28,
4.777e-011,308.546,-1848.7,3561.76,
4.778e-011,296.693,-1629.04,3573.56,
4.779e-011,304.316,-1760.41,3575.86,
4.78e-011,306.064,-1793.81,3573.1,
4.781e-011,302.99,-1732.01,3581.01,
4.782e-011,306.071,-1797.11,3569.94,
4.783e-011,306.057,-1802.28,3564.52,
4.784e-011,302.39,-1725.56,3576.95,
4.785e-011,307.412,-1822.65,3567.92,
4.786e-011,304.307,-1764.38,3571.74,
4.787e-011,296.955,-1634.89,3572.3,
4.788e-011,307.68,-1837.65,3557.61,
4.789e-011,304.053,-1764.2,3567.46,
4.79e-011,292.925,-1563.04,3573.48,
4.791e-011,302.192,-1740.32,3558.71,
4.792e-011,306.077,-1814.43,3552.72,
4.793e-011,302.6,-1761.49,3544.7,
4.794e-011,301.839,-1754.03,3538.8,
4.795e-011,294.087,-1602.05,3554.86,
4.796e-011,300.779,-1716.53,3557.72,
4.797e-011,305.98,-1819.31,3546.13,
4.798e-011,303.405,-1769.67,3550.62,
4.799e-011,304.65,-1803.3,3538.83,
4.8e-011,312.325,-1934.63,3542.09,
4.801e-011,292.06,-1558.74,3562.63,
4.802e-011,301.189,-1726.34,3555.1,
4.803e-011,307.941,-1849.49,3550.35,
4.804e-011,296.637,-1645.61,3556,
4.805e-011,307.041,-1841.41,3542.64,
4.806e-011,302.548,-1757.08,3548.19,
4.807e-011,293.86,-1595.27,3557.66,
4.808e-011,307.928,-1862.35,3537.26,
4.809e-011,305.296,-1816.97,3536.49,
4.81e-011,298.802,-1696.85,3542.73,
4.811e-011,312.278,-1938.48,3537.4,
4.812e-011,303.282,-1770.65,3547.49,
4.813e-011,305.063,-1796.59,3552.78,
4.814e-011,311.512,-1920.22,3542.23,
4.815e-011,295.748,-1629.35,3556.67,
4.816e-011,299.047,-1683.88,3559.99,
4.817e-011,305.01,-1794.12,3554.32,
4.818e-011,290.367,-1524.62,3567.04,
4.819e-011,301.433,-1728.88,3556.84,
4.82e-011,309.451,-1879.54,3546.78,
4.821e-011,283.503,-1405.81,3565.49,
4.822e-011,300.82,-1713.01,3561.95,
4.823e-011,298.128,-1669.26,3558.51,
4.824e-011,291.125,-1539.95,3565.02,
4.825e-011,297.793,-1668.1,3553.79,
4.826e-011,301.117,-1717.55,3562.63,
4.827e-011,292.232,-1553.95,3570.43,
4.828e-011,299.961,-1697.64,3562.26,
4.829e-011,305.43,-1790.25,3565.56,
4.83e-011,300.392,-1694.41,3573.06,
4.831e-011,309.309,-1859.1,3564.73,
4.832e-011,300.674,-1698.59,3573.82,
4.833e-011,300.044,-1690.64,3570.73,
4.834e-011,314.141,-1955.34,3553.23,
4.835e-011,304.451,-1773.74,3564.9,
4.836e-011,306.216,-1808.56,3561.04,
4.837e-011,310.148,-1887.68,3550.86,
4.838e-011,302.347,-1741.02,3560.73,
4.839e-011,296.546,-1643.6,3556.43,
4.84e-011,305.215,-1802.4,3549.63,
4.841e-011,300.006,-1693.76,3566.93,
4.842e-011,297.793,-1661.62,3560.26,
4.843e-011,303.113,-1749.03,3566.15,
4.844e-011,298.933,-1671.91,3569.97,
4.845e-011,307.694,-1840.49,3555.01,
4.846e-011,305.285,-1797.18,3556.09,
4.847e-011,298.053,-1661.32,3565.13,
4.848e-011,308.847,-1863.99,3551.75,
4.849e-011,296.864,-1647.01,3558.59,
4.85e-011,299.951,-1702.64,3557.1,
4.851e-011,302.248,-1753.26,3546.74,
4.852e-011,300.725,-1714.16,3559.15,
4.853e-011,299.777,-1694.6,3562.07,
4.854e-011,311.52,-1912.61,3549.99,
4.855e-011,300.959,-1717.98,3559.43,
4.856e-011,308.714,-1857.91,3555.48,
4.857e-011,310.743,-1896.35,3552.63,
4.858e-011,291.344,-1534.6,3574.21,
4.859e-011,302.233,-1731.9,3567.85,
4.86e-011,307.456,-1829.3,3562.03,
4.861e-011,297.234,-1642.09,3570,
4.862e-011,310.137,-1878.74,3559.61,
4.863e-011,297.969,-1655.37,3569.6,
4.864e-011,293.934,-1576.82,3577.41,
4.865e-011,307.689,-1836.9,3558.53,
4.866e-011,297.556,-1645.76,3571.97,
4.867e-011,293.832,-1566.36,3586.08,
4.868e-011,302.826,-1733.39,3576.75,
4.869e-011,294.662,-1582.17,3584.81,
4.87e-011,291.189,-1525.82,3580.26,
4.871e-011,310.089,-1883.18,3554.32,
4.872e-011,300.276,-1692.72,3572.71,
4.873e-011,299.559,-1678.48,3574.38,
4.874e-011,310.636,-1875.2,3571.89,
4.875e-011,301.4,-1704.84,3580.3,
4.876e-011,310.036,-1870.97,3565.61,
4.877e-011,311.498,-1897.44,3564.77,
4.878e-011,295.353,-1596.57,3582.54,
4.879e-011,312.38,-1910.46,3567.22,
4.88e-011,315.985,-1991.46,3549.43,
4.881e-011,305.803,-1812.43,3549.92,
4.882e-011,312.289,-1942.61,3533.47,
4.883e-011,301.875,-1743.29,3550.17,
4.884e-011,297.135,-1645.96,3564.39,
4.885e-011,311.942,-1933.17,3536.82,
4.886e-011,300.432,-1728.43,3539.73,
4.887e-011,295.515,-1630.19,3551.75,
4.888e-011,302.214,-1747.49,3551.93,
4.889e-011,288.424,-1485.4,3572.2,
4.89e-011,295.947,-1627.64,3561.88,
4.891e-011,309.742,-1890.91,3540.51,
4.892e-011,300.769,-1712.2,3561.87,
4.893e-011,294.174,-1586.84,3571.59,
4.894e-011,301.6,-1719.3,3569.35,
4.895e-011,295.901,-1610.05,3578.67,
4.896e-011,303.754,-1765.83,3560.58,
4.897e-011,311.568,-1903.8,3559.63,
4.898e-011,286.651,-1436.25,3590.27,
4.899e-011,300.311,-1687.3,3578.75,
4.9e-011,306.382,-1797.25,3575.25,
4.901e-011,297.912,-1647.73,3576.25,
4.902e-011,320.009,-2053.67,3557.78,
4.903e-011,306.015,-1792.94,3573.13,
4.904e-011,297.204,-1620.13,3591.44,
4.905e-011,301.241,-1705.4,3576.95,
4.906e-011,302.258,-1720.15,3580.04,
4.907e-011,302.5,-1719.61,3584.82,
4.908e-011,309.156,-1841.16,3579.99,
4.909e-011,296.633,-1603.12,3598.44,
4.91e-011,293.235,-1545.03,3596.94,
4.911e-011,311.469,-1889.18,3572.52,
4.912e-011,298.894,-1645.15,3596.04,
4.913e-011,300.641,-1672.63,3599.19,
4.914e-011,307.638,-1793.5,3601.03,
4.915e-011,294.186,-1539.99,3618.65,
4.916e-011,297.492,-1615.99,3600.61,
4.917e-011,308.719,-1822.41,3591.06,
4.918e-011,292.455,-1522.42,3605.87,
4.919e-011,303.39,-1723.75,3596.28,
4.92e-011,307.921,-1797.3,3602.2,
4.921e-011,294.686,-1557.9,3609.52,
4.922e-011,312.202,-1886.1,3588.46,
4.923e-011,301.08,-1682.28,3597.25,
4.924e-011,291.703,-1493.98,3621.12,
4.925e-011,306.065,-1756.56,3610.39,
4.926e-011,293.846,-1530.15,3622.52,
4.927e-011,302.231,-1687.45,3612.26,
4.928e-011,308.266,-1809.16,3596.37,
4.929e-011,296.56,-1580.01,3620.26,
4.93e-011,296.725,-1580.06,3623.1,
4.931e-011,301.062,-1667.15,3612.06,
4.932e-011,296.331,-1571.43,3624.82,
4.933e-011,300.908,-1653.15,3623.36,
4.934e-011,308.466,-1790.07,3618.98,
4.935e-011,298.899,-1606.21,3635.08,
4.936e-011,302.283,-1675.16,3625.47,
4.937e-011,310.226,-1824.93,3614.98,
4.938e-011,295.865,-1564.69,3623.4,
4.939e-011,310.91,-1838.35,3613.55,
4.94e-011,297.344,-1594.65,3619.36,
4.941e-011,296.375,-1560.37,3636.66,
4.942e-011,299.491,-1630.85,3620.82,
4.943e-011,298.348,-1602.94,3628.68,
4.944e-011,296.258,-1563.71,3631.27,
4.945e-011,313.348,-1881.95,3612.7,
4.946e-011,298.625,-1609.49,3626.99,
4.947e-011,299.983,-1638.16,3622.14,
4.948e-011,313.275,-1888.32,3605.05,
4.949e-011,297.096,-1593.07,3616.59,
4.95e-011,304.323,-1716.89,3619.51,
4.951e-011,305.069,-1733,3616.48,
4.952e-011,295.695,-1551.53,3633.57,
4.953e-011,299.333,-1627.92,3620.98,
4.954e-011,307.287,-1777.39,3610.99,
4.955e-011,295.405,-1545.02,3635,
4.956e-011,306.304,-1747.43,3623.71,
4.957e-011,304.665,-1720.73,3621.67,
4.958e-011,288.85,-1427.51,3637.56,
4.959e-011,299.75,-1636.94,3619.26,
4.96e-011,304.477,-1717.66,3621.44,
4.961e-011,299.075,-1618.15,3626.22,
4.962e-011,301.498,-1672.76,3614.09,
4.963e-011,297.182,-1587.83,3623.35,
4.964e-011,298.337,-1605.83,3625.6,
4.965e-011,312.517,-1873.1,3606.98,
4.966e-011,306.338,-1754.61,3617.13,
4.967e-011,297.961,-1611.79,3613.04,
4.968e-011,307.818,-1799.84,3597.84,
4.969e-011,299.774,-1647.46,3609.17,
4.97e-011,304.427,-1733.71,3604.5,
4.971e-011,310.142,-1842.64,3595.8,
4.972e-011,297.48,-1604.28,3612.11,
4.973e-011,299.225,-1636.8,3610.21,
4.974e-011,305.199,-1745.96,3605.79,
4.975e-011,298.315,-1607.04,3624,
4.976e-011,302.375,-1689.53,3612.72,
4.977e-011,304.244,-1717.87,3617.13,
4.978e-011,287.396,-1410.38,3629.2,
4.979e-011,309.277,-1812.27,3611,
4.98e-011,305.275,-1740.15,3612.94,
4.981e-011,292.825,-1514.93,3619.85,
4.982e-011,311.203,-1855.51,3601.53,
4.983e-011,302.579,-1689.16,3616.65,
4.984e-011,297.681,-1591.74,3628.19,
4.985e-011,311.162,-1842.03,3614.29,
4.986e-011,305.666,-1735.79,3624.16,
4.987e-011,297.427,-1591.43,3624.05,
4.988e-011,315.416,-1917.92,3612.99,
4.989e-011,306.503,-1753.69,3620.94,
4.99e-011,310.41,-1832.92,3610.22,
4.991e-011,314.441,-1922.79,3591.03,
4.992e-011,305.038,-1747.93,3601,
4.993e-011,308.528,-1817.59,3592.54,
4.994e-011,308.88,-1824.22,3592.08,
4.995e-011,299.955,-1648.43,3611.37,
4.996e-011,304.744,-1746.96,3596.82,
4.997e-011,310.587,-1851.7,3594.53,
4.998e-011,302.892,-1710.5,3600.81,
4.999e-011,316.309,-1968.06,3578.51,
5e-011,306.971,-1796.75,3586.07,
5.001e-011,300.373,-1673.2,3593.92,
5.002e-011,307.747,-1823.21,3573.23,
5.003e-011,301.457,-1695.36,3590.77,
5.004e-011,303.166,-1723.08,3593.03,
5.005e-011,300.269,-1682.07,3583.24,
5.006e-011,289.642,-1476.78,3602.18,
5.007e-011,297.529,-1616.61,3600.64,
5.008e-011,306.042,-1774.74,3591.79,
5.009e-011,296.976,-1605.19,3602.38,
5.01e-011,302.821,-1716.39,3593.67,
5.011e-011,300.869,-1685.67,3590.15,
5.012e-011,294.083,-1546.77,3610.07,
5.013e-011,299.863,-1662.25,3595.94,
5.014e-011,308.321,-1809.63,3596.87,
5.015e-011,295.433,-1571.71,3608.8,
5.016e-011,307.161,-1793.35,3592.82,
5.017e-011,313.395,-1894.86,3600.62,
5.018e-011,294.247,-1541.82,3617.89,
5.019e-011,308.68,-1816.76,3596.04,
5.02e-011,310.302,-1847.07,3594.17,
5.021e-011,299.579,-1650.43,3602.78,
5.022e-011,309.857,-1838.4,3595.03,
5.023e-011,304.021,-1730.06,3601.04,
5.024e-011,301.343,-1676.76,3607.37,
5.025e-011,309.46,-1833.56,3592.9,
5.026e-011,298.177,-1627.48,3601.14,
5.027e-011,303.667,-1727.94,3596.96,
5.028e-011,310.363,-1857.37,3584.95,
5.029e-011,296.694,-1605.54,3597.07,
5.03e-011,300.043,-1671.04,3590.3,
5.031e-011,304.66,-1757.33,3584.97,
5.032e-011,297.483,-1615.38,3601.08,
5.033e-011,297.686,-1625.28,3594.73,
5.034e-011,310.57,-1851.82,3594.12,
5.035e-011,296.195,-1590.55,3603.33,
5.036e-011,304.612,-1751.54,3589.93,
