step,T,Epot,Efull,
2.0732e-010,296.776,-6462.94,-1540.18,
2.0734e-010,294.936,-6452.31,-1560.08,
2.0736e-010,304.376,-6628.78,-1579.97,
2.0738e-010,303.429,-6587.5,-1554.39,
2.074e-010,303.374,-6610.06,-1577.86,
2.0742e-010,301.851,-6570.49,-1563.55,
2.0744e-010,295.969,-6484.33,-1574.96,
2.0746e-010,296.151,-6466.31,-1553.93,
2.0748e-010,309.424,-6763.83,-1631.27,
2.075e-010,305.152,-6691.45,-1629.76,
2.0752e-010,298.255,-6536.01,-1588.72,
2.0754e-010,299.23,-6564.18,-1600.73,
2.0756e-010,299.408,-6585.85,-1619.43,
2.0758e-010,306.983,-6692.45,-1600.39,
2.076e-010,297.376,-6511.32,-1578.61,
2.0762e-010,301.555,-6625.59,-1623.56,
2.0764e-010,296.73,-6547.91,-1625.92,
2.0766e-010,300.13,-6570.07,-1591.67,
2.0768e-010,304.244,-6659.51,-1612.88,
2.077e-010,301.25,-6629.27,-1632.31,
2.0772e-010,300.472,-6597.37,-1613.31,
2.0774e-010,283.878,-6244.93,-1536.12,
2.0776e-010,296.303,-6510.15,-1595.25,
2.0778e-010,300.951,-6623.53,-1631.53,
2.078e-010,296.241,-6471.13,-1557.25,
2.0782e-010,299.856,-6530.12,-1556.26,
2.0784e-010,298.958,-6567.05,-1608.09,
2.0786e-010,297.519,-6509.64,-1574.55,
2.0788e-010,301.852,-6572.35,-1565.4,
2.079e-010,303.571,-6612.22,-1576.75,
2.0792e-010,300.093,-6565.97,-1588.2,
2.0794e-010,300.059,-6549.75,-1572.55,
2.0796e-010,292.26,-6384.19,-1536.34,
2.0798e-010,304.403,-6650.82,-1601.55,
2.08e-010,300.043,-6530.82,-1553.87,
2.0802e-010,293.777,-6418.11,-1545.1,
2.0804e-010,302.024,-6601.54,-1591.73,
2.0806e-010,296.109,-6457.27,-1545.58,
2.0808e-010,300.377,-6534.17,-1551.69,
2.081e-010,297.349,-6489.17,-1556.91,
2.0812e-010,295.391,-6431.81,-1532.04,
2.0814e-010,296.236,-6434.17,-1520.36,
2.0816e-010,295.591,-6437.39,-1534.29,
2.0818e-010,295.76,-6445.07,-1539.16,
2.082e-010,296.737,-6445.03,-1522.93,
2.0822e-010,295.329,-6417.14,-1518.39,
2.0824e-010,300.131,-6538.6,-1560.2,
2.0826e-010,301.693,-6550.43,-1546.12,
2.0828e-010,302.295,-6549.42,-1535.12,
2.083e-010,304.502,-6660.09,-1609.18,
2.0832e-010,299.385,-6527.64,-1561.61,
2.0834e-010,294.578,-6427.35,-1541.06,
2.0836e-010,302.681,-6616.37,-1595.67,
2.0838e-010,298.944,-6532.63,-1573.9,
2.084e-010,298.439,-6512.71,-1562.38,
2.0842e-010,295.841,-6466.68,-1559.43,
2.0844e-010,300.361,-6597.36,-1615.14,
2.0846e-010,296.747,-6498.69,-1576.41,
2.0848e-010,300.401,-6537.84,-1554.96,
2.085e-010,301.779,-6585.11,-1579.36,
2.0852e-010,298.783,-6513.3,-1557.26,
2.0854e-010,295.783,-6420.16,-1513.88,
2.0856e-010,298.464,-6472.28,-1521.52,
2.0858e-010,302.467,-6565.13,-1547.98,
2.086e-010,298.936,-6487.25,-1528.66,
2.0862e-010,303.178,-6526.39,-1497.44,
2.0864e-010,294.587,-6384.71,-1498.27,
2.0866e-010,300.307,-6503.17,-1521.85,
2.0868e-010,305.438,-6577.19,-1510.76,
2.087e-010,299.544,-6487.88,-1519.2,
2.0872e-010,299.519,-6492.1,-1523.84,
2.0874e-010,300.952,-6526.7,-1534.67,
2.0876e-010,301.005,-6498.54,-1505.63,
2.0878e-010,295.924,-6437.03,-1528.41,
2.088e-010,303.822,-6572.68,-1533.04,
2.0882e-010,309.22,-6694.13,-1564.95,
2.0884e-010,299.053,-6501.12,-1540.6,
2.0886e-010,300.689,-6542.95,-1555.29,
2.0888e-010,295.51,-6426.03,-1524.27,
2.089e-010,303.585,-6615.52,-1579.83,
2.0892e-010,303.27,-6568.52,-1538.04,
2.0894e-010,300.417,-6537.71,-1554.55,
2.0896e-010,294.626,-6409.54,-1522.45,
2.0898e-010,297.972,-6529.21,-1586.61,
2.09e-010,297.912,-6500.03,-1558.42,
2.0902e-010,300.779,-6553.52,-1564.36,
2.0904e-010,293.422,-6384.87,-1517.75,
2.0906e-010,308.226,-6713.06,-1600.37,
2.0908e-010,294.907,-6399.09,-1507.33,
2.091e-010,298.524,-6509.92,-1558.17,
2.0912e-010,305.329,-6663.33,-1598.71,
2.0914e-010,300.747,-6534.68,-1546.05,
2.0916e-010,299.136,-6504.38,-1542.47,
2.0918e-010,295.091,-6470.55,-1575.73,
2.092e-010,301.4,-6577.97,-1578.51,
2.0922e-010,294.294,-6444.25,-1562.66,
2.0924e-010,304.547,-6610.09,-1558.43,
2.0926e-010,304.415,-6694.2,-1644.74,
2.0928e-010,299.256,-6576.53,-1612.65,
2.093e-010,296.175,-6465.06,-1552.27,
2.0932e-010,298.743,-6565.87,-1610.49,
2.0934e-010,300.876,-6618.69,-1627.93,
2.0936e-010,298.29,-6498.78,-1550.92,
2.0938e-010,301.76,-6601.24,-1595.81,
2.094e-010,296.598,-6511.44,-1591.64,
2.0942e-010,300.387,-6584.32,-1601.66,
2.0944e-010,296.043,-6438.89,-1528.3,
2.0946e-010,297.249,-6517.81,-1587.21,
2.0948e-010,299.889,-6574.21,-1599.82,
2.095e-010,291.421,-6355.07,-1521.15,
2.0952e-010,293.789,-6413.65,-1540.43,
2.0954e-010,305.325,-6665.27,-1600.7,
2.0956e-010,300.019,-6526.82,-1550.27,
2.0958e-010,295.573,-6444.16,-1541.36,
2.096e-010,308.032,-6706.45,-1596.98,
2.0962e-010,302.885,-6606.01,-1581.92,
2.0964e-010,299.048,-6529.62,-1569.18,
2.0966e-010,304.279,-6638.84,-1591.64,
2.0968e-010,299.212,-6552.08,-1588.92,
2.097e-010,301.583,-6588.44,-1585.94,
2.0972e-010,294.295,-6409.3,-1527.69,
2.0974e-010,306.18,-6667.38,-1588.63,
2.0976e-010,297.365,-6519.78,-1587.25,
2.0978e-010,301.544,-6528.69,-1526.85,
2.098e-010,301.257,-6565.19,-1568.11,
2.0982e-010,292.361,-6440.16,-1590.64,
2.0984e-010,303.073,-6599.87,-1572.66,
2.0986e-010,299.56,-6527.56,-1558.62,
2.0988e-010,301.226,-6608.94,-1612.38,
2.099e-010,302.262,-6628.34,-1614.59,
2.0992e-010,296.916,-6500.21,-1575.13,
2.0994e-010,298.818,-6529.19,-1572.56,
2.0996e-010,307.995,-6760.76,-1651.91,
2.0998e-010,297.809,-6518.52,-1578.62,
2.1e-010,304.049,-6640.76,-1597.35,
2.1002e-010,298.307,-6587.49,-1639.34,
2.1004e-010,299.794,-6613.76,-1640.95,
2.1006e-010,295.806,-6478.41,-1571.75,
2.1008e-010,300.253,-6558.96,-1578.52,
2.101e-010,304.777,-6704.98,-1649.5,
2.1012e-010,293.103,-6436.71,-1574.88,
2.1014e-010,297.978,-6532.04,-1589.35,
2.1016e-010,310.655,-6792.17,-1639.2,
2.1018e-010,305.237,-6655.54,-1592.44,
2.102e-010,303.04,-6621.33,-1594.68,
2.1022e-010,297.791,-6545.13,-1605.53,
2.1024e-010,303.279,-6676.19,-1645.56,
2.1026e-010,299.751,-6563.38,-1591.28,
2.1028e-010,299.552,-6554.94,-1586.13,
2.103e-010,307.365,-6781.16,-1682.76,
2.1032e-010,294.161,-6455.68,-1576.31,
2.1034e-010,302.274,-6582,-1568.05,
2.1036e-010,301.163,-6609.37,-1613.84,
2.1038e-010,304.108,-6672.42,-1628.04,
2.104e-010,292.164,-6393.73,-1547.47,
2.1042e-010,297.739,-6518.49,-1579.75,
2.1044e-010,302.261,-6628.52,-1614.78,
2.1046e-010,299.107,-6553.69,-1592.26,
2.1048e-010,303.197,-6595.5,-1566.23,
2.105e-010,297.918,-6530.07,-1588.36,
2.1052e-010,300.901,-6590.98,-1599.8,
2.1054e-010,299.102,-6510.5,-1549.15,
2.1056e-010,293.732,-6418.12,-1545.86,
2.1058e-010,295.233,-6466.7,-1569.55,
2.106e-010,298.514,-6472.51,-1520.93,
2.1062e-010,302.812,-6565.19,-1542.31,
2.1064e-010,302.749,-6607.39,-1585.56,
2.1066e-010,295.353,-6458.08,-1558.93,
2.1068e-010,297.401,-6455.32,-1522.19,
2.107e-010,301.529,-6573.76,-1572.16,
2.1072e-010,303.628,-6611.82,-1575.4,
2.1074e-010,302.268,-6551.35,-1537.5,
2.1076e-010,300.165,-6529.94,-1550.97,
2.1078e-010,300.925,-6553.76,-1562.17,
2.108e-010,303.95,-6618.42,-1576.66,
2.1082e-010,302.171,-6552.99,-1540.74,
2.1084e-010,304.161,-6656.91,-1611.66,
2.1086e-010,306.659,-6691.92,-1605.23,
2.1088e-010,290.229,-6352.13,-1537.96,
2.109e-010,303.19,-6625.54,-1596.39,
2.1092e-010,299.065,-6575.32,-1614.59,
2.1094e-010,292.187,-6379,-1532.37,
2.1096e-010,301.924,-6589.6,-1581.45,
2.1098e-010,285.184,-6231.4,-1500.94,
2.11e-010,300.525,-6596.19,-1611.25,
2.1102e-010,298.142,-6480.75,-1535.33,
2.1104e-010,299.483,-6551.63,-1583.97,
2.1106e-010,301.332,-6590.5,-1592.17,
2.1108e-010,293.271,-6450.99,-1586.38,
2.111e-010,293.528,-6413.52,-1544.63,
2.1112e-010,299.66,-6547.59,-1576.98,
2.1114e-010,301.75,-6585.08,-1579.81,
2.1116e-010,301.412,-6618.54,-1618.89,
2.1118e-010,297.492,-6485.15,-1550.51,
2.112e-010,305.149,-6676.17,-1614.52,
2.1122e-010,302.755,-6636.55,-1614.62,
2.1124e-010,300.558,-6588.74,-1603.24,
2.1126e-010,299.362,-6580.6,-1614.94,
2.1128e-010,301.336,-6654.63,-1656.23,
2.113e-010,296.249,-6512.64,-1598.62,
2.1132e-010,300.101,-6574.1,-1596.18,
2.1134e-010,295.98,-6494.05,-1584.5,
2.1136e-010,304.081,-6648.85,-1604.93,
2.1138e-010,300.297,-6564.67,-1583.51,
2.114e-010,305.674,-6689.43,-1619.08,
2.1142e-010,299.807,-6584.97,-1611.94,
2.1144e-010,304.53,-6679.28,-1627.9,
2.1146e-010,295.313,-6486.35,-1587.86,
2.1148e-010,298.899,-6549.9,-1591.93,
2.115e-010,295.972,-6516.65,-1607.24,
2.1152e-010,295.575,-6459.93,-1557.1,
2.1154e-010,306.996,-6684.88,-1592.6,
2.1156e-010,296.524,-6476.33,-1557.75,
2.1158e-010,300.998,-6600.88,-1608.1,
2.116e-010,291.126,-6375.27,-1546.24,
2.1162e-010,300.561,-6565.36,-1579.82,
2.1164e-010,299.123,-6540.97,-1579.29,
2.1166e-010,299.167,-6538.48,-1576.05,
2.1168e-010,298.804,-6507.12,-1550.72,
2.117e-010,306.126,-6701.59,-1623.75,
2.1172e-010,298.817,-6542.46,-1585.85,
2.1174e-010,300.742,-6559.93,-1571.39,
2.1176e-010,305.052,-6665.12,-1605.08,
2.1178e-010,300.139,-6598.69,-1620.15,
2.118e-010,294.87,-6428.84,-1537.7,
2.1182e-010,301.027,-6553.18,-1559.9,
2.1184e-010,303.422,-6586.97,-1553.97,
2.1186e-010,301.153,-6603.44,-1608.08,
2.1188e-010,303.777,-6540.78,-1501.9,
2.119e-010,301.858,-6541.11,-1534.05,
2.1192e-010,305.547,-6668.71,-1600.47,
2.1194e-010,302.651,-6526.73,-1506.53,
2.1196e-010,295.578,-6416.21,-1513.33,
2.1198e-010,303.751,-6596.55,-1558.1,
2.12e-010,300.708,-6511.42,-1523.43,
2.1202e-010,299.22,-6480.2,-1516.9,
2.1204e-010,295.43,-6403.68,-1503.24,
2.1206e-010,301.841,-6571.36,-1564.59,
2.1208e-010,294.952,-6403.53,-1511.03,
2.121e-010,300.932,-6492.08,-1500.38,
2.1212e-010,302.665,-6587.29,-1566.84,
2.1214e-010,310.294,-6734.28,-1587.3,
2.1216e-010,296.976,-6448.53,-1522.46,
2.1218e-010,300.325,-6566.23,-1584.6,
2.122e-010,302.873,-6621.42,-1597.53,
2.1222e-010,285.803,-6245.19,-1504.45,
2.1224e-010,299.057,-6532.04,-1571.45,
2.1226e-010,299.438,-6535.88,-1568.97,
2.1228e-010,299.257,-6531.17,-1567.26,
2.123e-010,304.251,-6624.75,-1578.01,
2.1232e-010,299.494,-6514.7,-1546.86,
2.1234e-010,304.051,-6636.71,-1593.27,
2.1236e-010,298.837,-6496.36,-1539.41,
2.1238e-010,297.775,-6495.71,-1556.39,
2.124e-010,307.36,-6725.96,-1627.64,
2.1242e-010,296.45,-6461.08,-1543.72,
2.1244e-010,299.634,-6541.24,-1571.07,
2.1246e-010,309.021,-6736.51,-1610.63,
2.1248e-010,306.369,-6650.7,-1568.83,
2.125e-010,296.339,-6487.23,-1571.72,
2.1252e-010,294.01,-6448.54,-1571.67,
2.1254e-010,293.581,-6433.09,-1563.33,
2.1256e-010,298.721,-6526.42,-1571.4,
2.1258e-010,297.543,-6494.65,-1559.18,
2.126e-010,294.646,-6464.76,-1577.34,
2.1262e-010,300.133,-6573.91,-1595.46,
2.1264e-010,294.258,-6377.37,-1496.38,
2.1266e-010,301.536,-6580.81,-1579.09,
2.1268e-010,297.827,-6502.78,-1562.59,
2.127e-010,297.547,-6470.12,-1534.58,
2.1272e-010,297.906,-6452.48,-1510.97,
2.1274e-010,303.049,-6592.83,-1566.01,
2.1276e-010,306.779,-6630.43,-1541.74,
2.1278e-010,298.235,-6510.28,-1563.32,
2.128e-010,298.899,-6466.01,-1508.03,
2.1282e-010,308.853,-6737.13,-1614.05,
2.1284e-010,304.686,-6582.28,-1528.31,
2.1286e-010,303.513,-6593.97,-1559.46,
2.1288e-010,304.43,-6643.21,-1593.5,
2.129e-010,295.108,-6461.8,-1566.72,
2.1292e-010,303.65,-6568.7,-1531.92,
2.1294e-010,303.313,-6624.58,-1593.39,
2.1296e-010,298.051,-6502.96,-1559.06,
2.1298e-010,309.833,-6737.29,-1597.95,
2.13e-010,296.878,-6471.53,-1547.07,
2.1302e-010,298.042,-6542.81,-1599.06,
2.1304e-010,299.896,-6536.61,-1562.1,
2.1306e-010,305.335,-6628.98,-1564.26,
2.1308e-010,296.897,-6458.67,-1533.91,
2.131e-010,308.576,-6705.42,-1586.92,
2.1312e-010,296.411,-6439.77,-1523.07,
2.1314e-010,299.687,-6488.95,-1517.91,
2.1316e-010,299.992,-6548.15,-1572.05,
2.1318e-010,301.264,-6541.42,-1544.22,
2.132e-010,295.062,-6401.61,-1507.28,
2.1322e-010,300.781,-6542.46,-1553.26,
2.1324e-010,300.716,-6519.95,-1531.84,
2.1326e-010,293.205,-6379.19,-1515.67,
2.1328e-010,301.018,-6514.25,-1521.13,
2.133e-010,300.908,-6542.99,-1551.7,
2.1332e-010,297.912,-6490.95,-1549.36,
2.1334e-010,297.14,-6438.32,-1509.53,
2.1336e-010,290.918,-6363.73,-1538.15,
2.1338e-010,297.266,-6481.73,-1550.84,
2.134e-010,301.052,-6537.68,-1543.99,
2.1342e-010,297.839,-6490.66,-1550.27,
2.1344e-010,300.913,-6554.3,-1562.92,
2.1346e-010,299.074,-6503.43,-1542.56,
2.1348e-010,299.814,-6550.24,-1577.09,
2.135e-010,299.85,-6535.39,-1561.65,
2.1352e-010,300.799,-6541.1,-1551.6,
2.1354e-010,301.294,-6556.16,-1558.46,
2.1356e-010,296.148,-6467.16,-1554.82,
2.1358e-010,305.06,-6623.87,-1563.69,
2.136e-010,302.916,-6561.12,-1536.52,
2.1362e-010,298.321,-6482.84,-1534.45,
2.1364e-010,310.24,-6750.9,-1604.8,
2.1366e-010,289.707,-6290.49,-1484.99,
2.1368e-010,299.289,-6476.03,-1511.59,
2.137e-010,302.696,-6585.66,-1564.7,
2.1372e-010,294.313,-6385.65,-1503.75,
2.1374e-010,290.511,-6285.39,-1466.56,
2.1376e-010,300.937,-6541.23,-1549.46,
2.1378e-010,293.944,-6400.13,-1524.35,
2.138e-010,293.174,-6365.73,-1502.72,
2.1382e-010,299.618,-6470.65,-1500.75,
2.1384e-010,301.611,-6596.75,-1593.79,
2.1386e-010,300.275,-6524.55,-1543.75,
2.1388e-010,299.756,-6481.58,-1509.39,
2.139e-010,303.049,-6587.04,-1560.23,
2.1392e-010,307.052,-6704.87,-1611.67,
2.1394e-010,292.363,-6354.86,-1505.31,
2.1396e-010,295.646,-6469.71,-1565.7,
2.1398e-010,303.302,-6626.94,-1595.93,
2.14e-010,301.138,-6571.78,-1576.68,
2.1402e-010,294.788,-6416.45,-1526.68,
2.1404e-010,305.249,-6674.39,-1611.09,
2.1406e-010,299.441,-6554.89,-1587.93,
2.1408e-010,304.254,-6591.95,-1545.15,
2.141e-010,294.764,-6423.11,-1533.73,
2.1412e-010,308.397,-6726.24,-1610.73,
2.1414e-010,297.911,-6486.49,-1544.9,
2.1416e-010,299.045,-6501.43,-1541.03,
2.1418e-010,304.64,-6628.71,-1575.51,
2.142e-010,297.918,-6515.44,-1573.74,
2.1422e-010,301.637,-6570.81,-1567.42,
2.1424e-010,299.883,-6539.32,-1565.03,
2.1426e-010,301.901,-6588.96,-1581.19,
2.1428e-010,298.11,-6496.23,-1551.34,
2.143e-010,294.207,-6414.75,-1534.61,
2.1432e-010,303.419,-6573.87,-1540.92,
2.1434e-010,305.023,-6615.04,-1555.5,
2.1436e-010,300.423,-6501.77,-1518.52,
2.1438e-010,298.499,-6479.48,-1528.15,
2.144e-010,302.14,-6577.23,-1565.49,
2.1442e-010,295.735,-6441.89,-1536.41,
2.1444e-010,297.632,-6469.43,-1532.47,
2.1446e-010,306.344,-6679.83,-1598.37,
2.1448e-010,298.436,-6498.29,-1548,
2.145e-010,298.925,-6534.33,-1575.93,
2.1452e-010,293.227,-6387.37,-1523.49,
2.1454e-010,302.756,-6580.07,-1558.12,
2.1456e-010,299.57,-6517.92,-1548.83,
2.1458e-010,295.276,-6424.84,-1526.97,
2.146e-010,300.573,-6557.61,-1571.87,
2.1462e-010,301.871,-6572.31,-1565.03,
2.1464e-010,295.804,-6434.7,-1528.06,
2.1466e-010,300.706,-6564.62,-1576.68,
2.1468e-010,294.551,-6404.89,-1519.04,
2.147e-010,295.759,-6463.34,-1557.45,
2.1472e-010,297.839,-6478.75,-1538.36,
2.1474e-010,302.428,-6598.22,-1581.7,
2.1476e-010,296.458,-6500.98,-1583.5,
2.1478e-010,304.804,-6653.13,-1597.21,
2.148e-010,297.976,-6526.35,-1583.69,
2.1482e-010,302.578,-6627.18,-1608.18,
2.1484e-010,299.414,-6544.83,-1578.31,
2.1486e-010,290.052,-6378.59,-1567.37,
2.1488e-010,301.827,-6590.32,-1583.79,
2.149e-010,295.131,-6458.21,-1562.74,
2.1492e-010,300.005,-6539.87,-1563.55,
2.1494e-010,300.295,-6579.87,-1598.74,
2.1496e-010,292.817,-6400.18,-1543.1,
2.1498e-010,300.394,-6572.6,-1589.83,
2.15e-010,293.883,-6424.61,-1549.84,
2.1502e-010,309.148,-6715.89,-1587.92,
2.1504e-010,301.971,-6564.02,-1555.1,
2.1506e-010,299.367,-6518.28,-1552.54,
2.1508e-010,306.79,-6701.26,-1612.4,
2.151e-010,301.499,-6574.76,-1573.67,
2.1512e-010,303.036,-6577.66,-1551.07,
2.1514e-010,303.132,-6639.63,-1611.45,
2.1516e-010,297.624,-6499.64,-1562.82,
2.1518e-010,298.701,-6481.88,-1527.19,
2.152e-010,297.351,-6487.05,-1554.76,
2.1522e-010,300.331,-6538.26,-1556.53,
2.1524e-010,301.574,-6513.54,-1511.2,
2.1526e-010,300.353,-6501.3,-1519.22,
2.1528e-010,300.48,-6526.1,-1541.92,
2.153e-010,299.066,-6495.8,-1535.06,
2.1532e-010,303.241,-6571.32,-1541.32,
2.1534e-010,294.909,-6439.88,-1548.09,
2.1536e-010,302.962,-6588.09,-1562.72,
2.1538e-010,294.012,-6440.8,-1563.88,
2.154e-010,295.352,-6471.43,-1572.29,
2.1542e-010,305.623,-6716.57,-1647.05,
2.1544e-010,296.62,-6494.63,-1574.46,
2.1546e-010,301.578,-6605.53,-1603.13,
2.1548e-010,301.033,-6599.75,-1606.38,
2.155e-010,298.883,-6581.14,-1623.42,
2.1552e-010,298.91,-6532.68,-1574.53,
2.1554e-010,301.9,-6599.74,-1591.99,
2.1556e-010,295.384,-6496.05,-1596.38,
2.1558e-010,304.693,-6668.72,-1614.64,
2.156e-010,296.857,-6484.11,-1560.01,
2.1562e-010,302.067,-6614.51,-1603.98,
2.1564e-010,300.041,-6601.58,-1624.66,
2.1566e-010,305.92,-6680.14,-1605.71,
2.1568e-010,297.848,-6502.47,-1561.93,
2.157e-010,297.741,-6565.53,-1626.77,
2.1572e-010,297.888,-6567.24,-1626.04,
2.1574e-010,294.266,-6455.1,-1573.97,
2.1576e-010,298.982,-6561.15,-1601.8,
2.1578e-010,302.789,-6695.41,-1672.92,
2.158e-010,296.816,-6508.8,-1585.39,
2.1582e-010,297.273,-6526.31,-1595.31,
2.1584e-010,291.931,-6453.98,-1611.59,
2.1586e-010,299.348,-6592.11,-1626.69,
2.1588e-010,296.379,-6492.69,-1576.52,
2.159e-010,295.412,-6512.27,-1612.14,
2.1592e-010,300.229,-6635.72,-1655.69,
2.1594e-010,289.505,-6386.59,-1584.44,
2.1596e-010,292.778,-6387.33,-1530.89,
2.1598e-010,308.339,-6770.34,-1655.78,
2.16e-010,298.251,-6548.93,-1601.7,
2.1602e-010,295.644,-6437.78,-1533.8,
2.1604e-010,305.839,-6682.15,-1609.06,
2.1606e-010,303.434,-6614.5,-1581.3,
2.1608e-010,308.666,-6725.05,-1605.07,
2.161e-010,296.214,-6451.64,-1538.2,
2.1612e-010,299.415,-6540.45,-1573.91,
2.1614e-010,301.358,-6617.39,-1618.64,
2.1616e-010,297.63,-6478.29,-1541.36,
2.1618e-010,295.522,-6474.39,-1572.43,
2.162e-010,307.076,-6711.55,-1617.95,
2.1622e-010,304.857,-6652.59,-1595.79,
2.1624e-010,292.932,-6420.33,-1561.34,
2.1626e-010,293.673,-6449.26,-1577.98,
2.1628e-010,298.508,-6559.33,-1607.84,
2.163e-010,294.843,-6434.48,-1543.78,
2.1632e-010,301.536,-6543.16,-1541.45,
2.1634e-010,304.441,-6693.47,-1643.58,
2.1636e-010,298.287,-6524.29,-1576.47,
2.1638e-010,297.255,-6460.38,-1529.69,
2.164e-010,301.358,-6603.36,-1604.61,
2.1642e-010,300.949,-6598.51,-1606.53,
2.1644e-010,294.319,-6402.3,-1520.29,
2.1646e-010,298.611,-6485,-1531.82,
2.1648e-010,300.659,-6595.47,-1608.3,
2.165e-010,298.279,-6484.24,-1536.56,
2.1652e-010,298.976,-6486.62,-1527.38,
2.1654e-010,299.4,-6546.29,-1580.01,
2.1656e-010,300.92,-6607.02,-1615.53,
2.1658e-010,294.027,-6391.99,-1514.84,
2.166e-010,299.686,-6533.8,-1562.78,
2.1662e-010,302.531,-6624.36,-1606.14,
2.1664e-010,300.203,-6565.89,-1586.29,
2.1666e-010,295.896,-6447.95,-1539.79,
2.1668e-010,303.552,-6635.55,-1600.39,
2.167e-010,298.008,-6513.98,-1570.8,
2.1672e-010,300.824,-6562.16,-1572.26,
2.1674e-010,292.946,-6411.98,-1552.76,
2.1676e-010,305.788,-6687.04,-1614.8,
2.1678e-010,301.82,-6547,-1540.56,
2.168e-010,297.473,-6520.46,-1586.14,
2.1682e-010,299.269,-6547.36,-1583.25,
2.1684e-010,298.973,-6565.35,-1606.15,
2.1686e-010,295.033,-6464.39,-1570.54,
2.1688e-010,303.854,-6650.3,-1610.14,
2.169e-010,303.725,-6678.88,-1640.86,
2.1692e-010,297.631,-6558.6,-1621.67,
2.1694e-010,298.498,-6539.5,-1588.18,
2.1696e-010,295.366,-6518.27,-1618.9,
2.1698e-010,292.112,-6421.25,-1575.86,
2.17e-010,298.804,-6559.15,-1602.75,
2.1702e-010,298.017,-6520.93,-1577.59,
2.1704e-010,304.008,-6648.81,-1606.09,
2.1706e-010,306.293,-6660.36,-1579.73,
2.1708e-010,298.924,-6547.28,-1588.89,
2.171e-010,302.939,-6642.04,-1617.05,
2.1712e-010,304.119,-6621.14,-1576.57,
2.1714e-010,303.826,-6625.26,-1585.57,
2.1716e-010,299.251,-6559.29,-1595.48,
2.1718e-010,302.007,-6575.05,-1565.52,
2.172e-010,299.548,-6541.82,-1573.08,
2.1722e-010,296.344,-6499.9,-1584.31,
2.1724e-010,296.894,-6477.72,-1553,
2.1726e-010,296.141,-6471.94,-1559.73,
2.1728e-010,301.488,-6549.28,-1548.37,
2.173e-010,303.281,-6634.57,-1603.92,
2.1732e-010,303.396,-6605.46,-1572.89,
2.1734e-010,295.165,-6459.32,-1563.28,
2.1736e-010,305.803,-6704.04,-1631.54,
2.1738e-010,301.564,-6616.22,-1614.04,
2.174e-010,293.89,-6396.16,-1521.28,
2.1742e-010,308.433,-6769.82,-1653.71,
2.1744e-010,296.683,-6493.89,-1572.68,
2.1746e-010,303.415,-6671.63,-1638.74,
2.1748e-010,300.283,-6540.44,-1559.52,
2.175e-010,300.805,-6604.77,-1615.19,
2.1752e-010,298.774,-6531.16,-1575.27,
2.1754e-010,296.163,-6466.25,-1553.66,
2.1756e-010,306.008,-6634.47,-1558.59,
2.1758e-010,304.488,-6668.31,-1617.63,
2.176e-010,300.436,-6527.92,-1544.45,
2.1762e-010,306.909,-6705.44,-1614.6,
2.1764e-010,295.349,-6477.24,-1578.14,
2.1766e-010,300.889,-6582.76,-1591.77,
2.1768e-010,295.114,-6434.64,-1539.45,
2.177e-010,296.067,-6489.38,-1578.39,
2.1772e-010,299.112,-6524.57,-1563.06,
2.1774e-010,299.537,-6561.31,-1592.75,
2.1776e-010,296.553,-6451.57,-1532.51,
2.1778e-010,298.852,-6558.22,-1601.04,
2.178e-010,300.26,-6551.02,-1570.47,
2.1782e-010,297.316,-6489.29,-1557.56,
2.1784e-010,304.843,-6650.99,-1594.41,
2.1786e-010,295.078,-6490.31,-1595.72,
2.1788e-010,295.135,-6436.45,-1540.92,
2.179e-010,306.411,-6704.97,-1622.4,
2.1792e-010,301.54,-6565.13,-1563.35,
2.1794e-010,303.117,-6612.59,-1584.66,
2.1796e-010,296.056,-6503.1,-1592.29,
2.1798e-010,303.281,-6671.53,-1640.87,
2.18e-010,294.573,-6494.1,-1607.89,
2.1802e-010,298.696,-6545.41,-1590.8,
2.1804e-010,298.56,-6569.5,-1617.16,
2.1806e-010,301.198,-6614.64,-1618.53,
2.1808e-010,299.132,-6541.12,-1579.28,
2.181e-010,297.191,-6519.72,-1590.09,
2.1812e-010,297.94,-6541.61,-1599.55,
2.1814e-010,297.869,-6493.35,-1552.47,
2.1816e-010,292.868,-6379.85,-1521.92,
2.1818e-010,301.633,-6572.34,-1569.01,
2.182e-010,306.953,-6646.22,-1554.65,
2.1822e-010,299.516,-6498.81,-1530.6,
2.1824e-010,301.663,-6561.84,-1558.02,
2.1826e-010,303.959,-6598.43,-1556.53,
2.1828e-010,299.581,-6513.26,-1543.97,
2.183e-010,298.266,-6482.82,-1535.34,
2.1832e-010,297.182,-6471.96,-1542.47,
2.1834e-010,299.798,-6481.54,-1508.66,
2.1836e-010,301.717,-6529.68,-1524.97,
2.1838e-010,298.849,-6491.73,-1534.59,
2.184e-010,300.141,-6507.75,-1529.17,
2.1842e-010,295.61,-6385.38,-1481.97,
2.1844e-010,304.335,-6590.41,-1542.27,
2.1846e-010,301.303,-6528.48,-1530.64,
2.1848e-010,295.2,-6403.53,-1506.92,
2.185e-010,304.231,-6598.05,-1551.63,
2.1852e-010,291.727,-6375.5,-1536.49,
2.1854e-010,296.072,-6423.2,-1512.13,
2.1856e-010,296.059,-6416.84,-1505.97,
2.1858e-010,302.911,-6566.55,-1542.04,
