step,T,r,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00420586,1.03297,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000236419,0.0552537,-0.0496717,0.636154,0.500176,1
10,0.560583,1.03291,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000205759,0.0552436,-0.0496142,0.636176,0.50019,1
20,0.636221,1.03276,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000183031,0.0552302,-0.0494672,0.636176,0.50019,1
30,0.950342,1.03262,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.00018201,0.0552069,-0.0493225,0.636176,0.50019,1
40,1.25572,1.03251,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.00019462,0.0552084,-0.0492173,0.636176,0.50019,1
50,1.37889,1.03242,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000199188,0.055233,-0.0491264,0.636176,0.50019,1
60,1.50617,1.03226,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000204565,0.0552638,-0.0489641,0.636176,0.50019,1
70,1.59474,1.03204,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.00018494,0.0552639,-0.0487461,0.636176,0.50019,1
80,1.59439,1.03184,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000162637,0.0552533,-0.0485378,0.636176,0.50019,1
90,1.63726,1.03168,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000158085,0.0552499,-0.0483847,0.636193,0.500186,1
100,1.61658,1.03154,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000168639,0.0552548,-0.0482406,0.636197,0.500184,1
110,10.8675,1.0312,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000166759,0.0552485,-0.0478974,0.636293,0.50013,1
120,18.1231,1.03063,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000149596,0.0552357,-0.0473274,0.636345,0.50009,1
130,23.0237,1.02996,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.000123861,0.0552221,-0.0466584,0.6364,0.500038,1
140,26.0999,1.02925,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,0.00010565,0.0552147,-0.0459511,0.636468,0.499971,1
150,27.9207,1.02855,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,8.42938e-005,0.0552008,-0.0452482,0.636573,0.499871,1
160,28.7451,1.02786,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,5.16824e-005,0.0551737,-0.0445639,0.636682,0.49977,1
170,29.0033,1.02717,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-3.71199e-007,0.0551254,-0.0438736,0.636787,0.499676,1
180,28.8604,1.02643,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-6.19725e-005,0.0550735,-0.0431357,0.636913,0.499569,1
190,28.4557,1.02569,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000128275,0.0550354,-0.04239,0.637052,0.499456,1
200,28.0128,1.025,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000187361,0.0550097,-0.0417046,0.637194,0.499344,1
210,36.806,1.02431,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000230172,0.0549742,-0.0410152,0.637348,0.499227,1
220,42.6268,1.02354,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000277829,0.0549044,-0.0402493,0.637483,0.499129,1
230,46.4311,1.02271,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000350062,0.0548134,-0.0394173,0.637606,0.499045,1
240,48.7656,1.02188,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.00042993,0.054742,-0.0385926,0.637769,0.498939,1
250,50.1275,1.02111,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000495763,0.0547075,-0.037824,0.637946,0.498829,1
260,50.9231,1.02041,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000581124,0.0546644,-0.0371221,0.638095,0.498741,1
270,51.1699,1.01973,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.00065716,0.0545999,-0.0364514,0.638257,0.49865,1
280,51.1636,1.01911,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000674991,0.0545309,-0.0358284,0.638474,0.498532,1
290,50.9003,1.01852,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000669663,0.0544796,-0.0352394,0.6387,0.498413,1
300,50.665,1.01796,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.00074409,0.0544427,-0.0346863,0.638911,0.498306,1
310,59.3478,1.01741,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000842491,0.0544231,-0.0341384,0.639117,0.498206,1
320,64.8842,1.01693,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000882915,0.0543683,-0.0336558,0.639383,0.498081,1
330,67.7628,1.01647,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000887882,0.054279,-0.0331983,0.639708,0.497932,1
340,69.0392,1.016,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000934786,0.0542176,-0.0327311,0.640014,0.497796,1
350,69.3979,1.01549,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000964864,0.0542231,-0.0322272,0.640268,0.497686,1
360,68.7578,1.01502,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000981234,0.0542006,-0.0317547,0.640513,0.497585,1
370,67.9937,1.01451,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000994046,0.0541106,-0.0312438,0.640757,0.497487,1
380,67.2853,1.01394,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000986744,0.0539729,-0.030688,0.640978,0.497402,1
390,66.6611,1.01331,0,0,0,-1.66622e-008,2.7093e-010,0.981818,0,0,0,-0.000917747,0.0538531,-0.0300637,0.641157,0.497336,1
