step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],target_crd[0],target_crd[1],target_crd[2]
0,150.076,0,0,0,0,0,0.5,-0.000532808,0.0604242,0.001142
10,16544.7,0,0,0,0,0,0.5,-0.000530626,0.0610295,0.00114403
20,12589.9,0,0,0,0,0,0.5,-0.000476488,0.0648911,0.000983036
30,6929.57,0,0,0,0,0,0.5,-0.000461094,0.0717655,-0.000144756
40,9636.58,0,0,0,0,0,0.5,-0.00120877,0.0740338,-0.00326204
50,6634.51,0,0,0,0,0,0.5,-0.00238951,0.0686508,-0.00827309
60,4687.57,0,0,0,0,0,0.5,-0.00199912,0.063886,-0.0133285
70,4268.06,0,0,0,0,0,0.5,-0.000415671,0.0648036,-0.0147392
80,2645.34,0,0,0,0,0,0.5,0.000392673,0.0667863,-0.0120011
90,2570.91,0,0,0,0,0,0.5,0.000523399,0.0663493,-0.00570304
100,2118.43,0,0,0,0,0,0.5,-0.000228377,0.0660307,0.00274875
110,1655.85,0,0,0,0,0,0.5,-0.00176019,0.0672638,0.00890946
120,1450.17,0,0,0,0,0,0.5,-0.0024695,0.0672938,0.0110593
130,1529.5,0,0,0,0,0,0.5,-0.00167019,0.0657519,0.0101969
140,1148,0,0,0,0,0,0.5,-0.00102332,0.0651783,0.0103211
150,798.764,0,0,0,0,0,0.5,-0.000631364,0.0665954,0.0117887
160,819.684,0,0,0,0,0,0.5,-0.000248057,0.0682544,0.0130288
170,593.329,0,0,0,0,0,0.5,5.24281e-005,0.0679043,0.01252
180,410.063,0,0,0,0,0,0.5,-0.000278277,0.0662502,0.00986469
190,414.295,0,0,0,0,0,0.5,-0.000404616,0.0661635,0.00662957
200,373.974,0,0,0,0,0,0.5,-0.000214959,0.0675194,0.0041765
210,253.687,0,0,0,0,0,0.5,-0.000261133,0.067609,0.0030169
220,242.701,0,0,0,0,0,0.5,-0.00123964,0.0664101,0.00262294
230,265.831,0,0,0,0,0,0.5,-0.00223761,0.0660935,0.00270301
240,189.793,0,0,0,0,0,0.5,-0.00201688,0.0671182,0.00272036
250,187.839,0,0,0,0,0,0.5,-0.00104932,0.0680027,0.0027873
260,149.461,0,0,0,0,0,0.5,-0.000885946,0.0680175,0.00322426
270,119.346,0,0,0,0,0,0.5,-0.00119237,0.0674924,0.00412659
280,135.417,0,0,0,0,0,0.5,-0.00109064,0.0669656,0.00454102
290,86.2605,0,0,0,0,0,0.5,-0.000697262,0.066689,0.004292
300,100.667,0,0,0,0,0,0.5,-0.000350041,0.0668185,0.0036801
310,111.436,0,0,0,0,0,0.5,4.35958e-005,0.0672383,0.00356406
320,90.6721,0,0,0,0,0,0.5,9.71372e-005,0.0674607,0.00408724
330,104.979,0,0,0,0,0,0.5,-0.000283186,0.0669488,0.00497611
340,107.782,0,0,0,0,0,0.5,-0.000779201,0.066369,0.00514776
350,105.335,0,0,0,0,0,0.5,-0.00103111,0.0667586,0.0045137
360,89.4357,0,0,0,0,0,0.5,-0.000940267,0.0677579,0.00349238
370,91.7706,0,0,0,0,0,0.5,-0.000635397,0.0680552,0.00295569
380,93.7608,0,0,0,0,0,0.5,-0.000733723,0.0676886,0.00323928
390,77.756,0,0,0,0,0,0.5,-0.00109165,0.0675618,0.00415314
400,96.7071,0,0,0,0,0,0.5,-0.000942032,0.0678157,0.00474128
410,103.95,0,0,0,0,0,0.5,-0.000404757,0.0677722,0.00462726
420,109.778,0,0,0,0,0,0.5,-0.000225968,0.0674025,0.00410033
430,124.999,0,0,0,0,0,0.5,-0.000452463,0.0672924,0.0038258
440,103.367,0,0,0,0,0,0.5,-0.000708055,0.0677466,0.00395002
450,123.353,0,0,0,0,0,0.5,-0.00075719,0.0681866,0.00427345
460,98.6968,0,0,0,0,0,0.5,-0.000544126,0.0681175,0.00442566
470,90.1951,0,0,0,0,0,0.5,-0.000474451,0.0678122,0.00435972
480,118.656,0,0,0,0,0,0.5,-0.000608598,0.0676478,0.00394956
490,123.201,0,0,0,0,0,0.5,-0.000534624,0.0675299,0.00321796
500,130.41,0,0,0,0,0,0.5,-0.000308455,0.0675806,0.00242394
510,127.524,0,0,0,0,0,0.5,-0.000345783,0.0681057,0.00188761
520,138.577,0,0,0,0,0,0.5,-0.000275399,0.0687268,0.00155158
530,136.907,0,0,0,0,0,0.5,-0.000175411,0.0686821,0.00114491
540,115.17,0,0,0,0,0,0.5,-0.000446032,0.0680186,0.00072025
550,131.431,0,0,0,0,0,0.5,-0.000836682,0.0676829,0.000374595
560,121.375,0,0,0,0,0,0.5,-0.000635596,0.0679999,0.00035153
570,135.155,0,0,0,0,0,0.5,-0.000474573,0.0684671,0.000457123
580,150.74,0,0,0,0,0,0.5,-0.000795876,0.0686873,0.000859906
590,153.411,0,0,0,0,0,0.5,-0.00113336,0.069064,0.00148185
600,154.637,0,0,0,0,0,0.5,-0.000921119,0.0694717,0.00222796
610,155.843,0,0,0,0,0,0.5,-0.000666195,0.0693777,0.00255156
620,148.405,0,0,0,0,0,0.5,-0.000486519,0.0687298,0.00269329
630,153.743,0,0,0,0,0,0.5,-0.000209318,0.0683713,0.00284054
640,153.246,0,0,0,0,0,0.5,0.000268105,0.068397,0.00314454
