step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.590904,-3382.05,0,-0.664813,-9.57557,10,-4200.73,818.516,638.923,1143.81,-6433.7,450.24,1086.09,-267.575
1,-0.589718,-3384.08,-2.0393,-0.663485,-8.64833,10,-4200.35,815.839,636.258,1145.07,-6433.05,451.369,1084.47,-268.635
2,-0.588603,-3388.34,-6.29394,-0.662156,-7.75926,10,-4198.08,809.878,638.057,1146.05,-6432.98,450.793,1083.27,-273.389
3,-0.586976,-3392.47,-10.4241,-0.660828,-7.11712,10,-4203.26,811.003,642.178,1140.53,-6434.88,448.902,1089.43,-278.432
4,-0.586005,-3393.97,-11.9241,-0.6595,-6.59423,10,-4198.32,804.291,646.558,1139.44,-6433.25,448.924,1082.57,-278.278
5,-0.584531,-3393.97,-11.9201,-0.658172,-5.87296,10,-4199.68,805.714,645.865,1139.1,-6433.62,448.973,1084.1,-278.391
6,-0.583174,-3394.07,-12.0227,-0.656843,-5.12005,10,-4199.41,805.338,646.735,1138.65,-6433.56,448.769,1083.69,-278.355
7,-0.58185,-3394.02,-11.9764,-0.655515,-4.38172,10,-4199.26,805.309,646.395,1138.94,-6433.49,448.895,1083.36,-278.055
8,-0.580518,-3393.88,-11.8328,-0.654187,-3.57368,10,-4199.27,805.387,646.374,1138.91,-6433.47,448.916,1083.46,-278.077
9,-0.57919,-3393.99,-11.9418,-0.652858,-2.95959,10,-4199.57,805.578,646.095,1139.01,-6433.56,448.889,1083.63,-278.056
10,-0.577859,-3394.27,-12.2281,-0.65153,-2.13215,10,-4199.59,805.319,645.99,1139.12,-6433.59,448.894,1083.46,-278.138
11,-0.576527,-3394.21,-12.1625,-0.650202,-1.41806,10,-4199.62,805.415,645.74,1139.24,-6433.59,448.986,1083.55,-278.132
12,-0.575202,-3394.13,-12.0867,-0.648873,-0.688709,10,-4199.65,805.519,645.786,1139.2,-6433.58,448.942,1083.67,-278.151
13,-0.573869,-3394.24,-12.1925,-0.647545,0.0658913,10,-4199.77,805.532,645.633,1139.32,-6433.64,448.918,1083.65,-278.121
14,-0.572546,-3394.17,-12.1232,-0.646217,0.777382,10,-4199.62,805.451,645.687,1139.29,-6433.59,448.984,1083.51,-278.057
15,-0.57121,-3394.17,-12.1218,-0.644889,1.50934,10,-4199.67,805.501,645.686,1139.3,-6433.6,448.952,1083.56,-278.064
16,-0.569885,-3394.16,-12.1115,-0.64356,2.22865,10,-4199.66,805.501,645.679,1139.34,-6433.62,448.941,1083.57,-278.073
17,-0.568557,-3394.16,-12.1159,-0.642232,2.94229,10,-4199.65,805.489,645.668,1139.33,-6433.61,448.964,1083.55,-278.061
18,-0.567227,-3394.23,-12.1823,-0.640904,3.65601,10,-4199.68,805.447,645.648,1139.35,-6433.62,448.947,1083.52,-278.068
19,-0.565899,-3394.22,-12.177,-0.639575,4.36017,10,-4199.68,805.453,645.627,1139.38,-6433.63,448.945,1083.51,-278.06
20,-0.564571,-3394.22,-12.1706,-0.638247,5.06573,10,-4199.65,805.437,645.725,1139.29,-6433.61,448.944,1083.5,-278.061
21,-0.56324,-3394.21,-12.1634,-0.636919,5.74975,10,-4199.64,805.431,645.66,1139.37,-6433.62,448.951,1083.49,-278.056
22,-0.561912,-3394.2,-12.1553,-0.63559,6.43833,10,-4199.6,805.399,645.698,1139.4,-6433.63,448.934,1083.46,-278.062
23,-0.560585,-3394.19,-12.1462,-0.634262,7.12703,10,-4199.58,805.392,645.752,1139.35,-6433.62,448.933,1083.45,-278.062
24,-0.559255,-3394.18,-12.1363,-0.632934,7.79367,10,-4199.65,805.466,645.695,1139.38,-6433.65,448.925,1083.53,-278.065
25,-0.557924,-3394.17,-12.1255,-0.631606,8.45052,10,-4199.71,805.534,645.603,1139.41,-6433.65,448.934,1083.6,-278.063
26,-0.556597,-3394.16,-12.1138,-0.630277,9.1068,10,-4199.74,805.585,645.638,1139.34,-6433.67,448.946,1083.65,-278.067
27,-0.555268,-3394.15,-12.1015,-0.628949,9.7576,10,-4199.66,805.509,645.674,1139.4,-6433.65,448.921,1083.57,-278.061
