step,T,r,rz,Epot,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
10,0.859361,0.499209,-0.499209,-1646.54,-9.95855e-008,6.7066e-008,0.144179,0.0445133,-1.13976e-006,-0.506279,-0.00160342,0.00107512,2.86163,0.044505,-9.29585e-007,-0.00707027,0.62282,0.639116,1
20,0.865994,0.498467,-0.498467,-1646.55,-1.96327e-007,1.31405e-007,0.14435,0.0445133,-1.13927e-006,-0.505558,-0.00164009,0.00108062,2.8797,0.0444899,-2.92181e-007,-0.00709133,0.62282,0.639116,1
30,0.875751,0.497695,-0.497695,-1646.56,-2.95331e-007,1.95913e-007,0.144522,0.0445133,-1.13845e-006,-0.504836,-0.00167948,0.0010809,2.89808,0.0444776,2.26174e-007,-0.00714076,0.62282,0.639116,1
40,0.891947,0.496947,-0.496947,-1646.57,-3.96954e-007,2.60295e-007,0.144696,0.0445133,-1.13731e-006,-0.504113,-0.00172875,0.00107627,2.91631,0.0444717,7.03924e-007,-0.00716547,0.6228,0.6391,1
50,0.899266,0.496255,-0.496255,-1646.57,-5.01811e-007,3.24187e-007,0.14487,0.0445133,-1.13585e-006,-0.503389,-0.00178688,0.00106368,2.93451,0.0444685,1.00506e-006,-0.00713443,0.6228,0.6391,1
60,0.894711,0.495554,-0.495554,-1646.56,-6.09973e-007,3.87047e-007,0.145046,0.0445133,-1.13407e-006,-0.502664,-0.00183356,0.00104257,2.95298,0.044468,1.58858e-006,-0.00711045,0.6228,0.6391,1
70,0.907781,0.494782,-0.494782,-1646.58,-7.19692e-007,4.48565e-007,0.145223,0.0445133,-1.13198e-006,-0.501939,-0.00183518,0.00101935,2.97164,0.0444686,2.34758e-006,-0.00715667,0.6228,0.6391,1
80,0.916692,0.493972,-0.493972,-1646.58,-8.27705e-007,5.08631e-007,0.145401,0.0445133,-1.12959e-006,-0.501212,-0.00177338,0.000993277,2.99049,0.0444705,3.18782e-006,-0.00723979,0.6228,0.6391,1
90,0.92544,0.493203,-0.493203,-1646.59,-9.29789e-007,5.6697e-007,0.14558,0.0445133,-1.1269e-006,-0.500485,-0.00163643,0.000961179,3.0093,0.0444747,3.59216e-006,-0.00728145,0.6228,0.6391,1
100,0.919701,0.492475,-0.492475,-1646.59,-1.02169e-006,6.23235e-007,0.14576,0.0445133,-1.12392e-006,-0.499756,-0.00143559,0.000924253,3.02793,0.0444833,3.76162e-006,-0.00728099,0.6228,0.6391,1
