step,T,r,rz,Epot,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
10,0.822171,0.499207,0.499207,-1647.5,6.93925e-008,-4.71977e-008,-0.144171,0.0444503,5.23901e-007,0.491588,0.00111116,-0.000754173,-2.73591,0.04445,4.97563e-007,-0.0076191,0.622272,0.640167,1
20,0.824314,0.498487,0.498487,-1647.51,1.3593e-007,-9.21559e-008,-0.144335,0.0444503,5.23552e-007,0.490867,0.0011195,-0.000752257,-2.75248,0.044449,4.54174e-007,-0.00762006,0.622272,0.640167,1
30,0.826745,0.497768,0.497768,-1647.51,2.03008e-007,-1.36887e-007,-0.144499,0.0444503,5.22979e-007,0.490145,0.00112909,-0.000746199,-2.76923,0.0444495,4.81373e-007,-0.0076233,0.622272,0.640167,1
40,0.829171,0.497049,0.497049,-1647.51,2.70612e-007,-1.81044e-007,-0.144665,0.0444503,5.22184e-007,0.489422,0.00113562,-0.000732381,-2.78621,0.0444503,4.86037e-007,-0.00762672,0.622272,0.640167,1
50,0.831533,0.496327,0.496327,-1647.51,3.38269e-007,-2.24085e-007,-0.144832,0.0444503,5.21171e-007,0.488698,0.00112987,-0.000708881,-2.80337,0.0444519,4.82824e-007,-0.0076287,0.622272,0.640167,1
60,0.833853,0.495605,0.495605,-1647.52,4.05166e-007,-2.65521e-007,-0.145,0.0444503,5.19946e-007,0.487974,0.00111043,-0.000679718,-2.82062,0.0444526,4.70386e-007,-0.00763133,0.622272,0.640167,1
70,0.836249,0.494885,0.494885,-1647.52,4.70603e-007,-3.05216e-007,-0.145168,0.0444503,5.18519e-007,0.487248,0.00108243,-0.000651382,-2.83792,0.0444526,4.35625e-007,-0.00763683,0.622272,0.640167,1
80,0.838377,0.494165,0.494165,-1647.52,5.34307e-007,-3.43331e-007,-0.145338,0.0444503,5.16897e-007,0.486522,0.00105247,-0.000626897,-2.85534,0.044451,2.739e-007,-0.00764244,0.622272,0.640167,1
90,0.840666,0.49344,0.49344,-1647.52,5.96084e-007,-3.80099e-007,-0.145509,0.0444503,5.15087e-007,0.485795,0.00101689,-0.000606106,-2.87291,0.0444495,5.64292e-008,-0.00764517,0.622272,0.640167,1
100,0.8427,0.492715,0.492715,-1647.53,6.55401e-007,-4.15713e-007,-0.145681,0.0444503,5.13097e-007,0.485067,0.000968767,-0.000588008,-2.89057,0.0444483,-1.12063e-007,-0.00764765,0.622272,0.640167,1
