step,T,r,rz,Epot,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
10,0.813122,0.499211,-0.499211,-1646.84,-1.28555e-007,6.79581e-008,0.143178,0.0445056,4.89433e-007,-0.506801,-0.00204513,0.00108757,2.85328,0.0445029,4.57359e-007,-0.00758991,0.622866,0.639861,1
20,0.817296,0.49849,-0.49849,-1646.84,-2.49785e-007,1.32925e-007,0.143349,0.0445056,4.89935e-007,-0.506085,-0.00201958,0.00108948,2.87042,0.044495,3.38072e-007,-0.00759495,0.622866,0.639861,1
30,0.820123,0.497765,-0.497765,-1646.84,-3.69855e-007,1.97899e-007,0.143521,0.0445056,4.90762e-007,-0.505368,-0.00200633,0.00108794,2.88772,0.0444897,2.33948e-007,-0.00760208,0.622847,0.639844,1
40,0.822635,0.49704,-0.49704,-1646.85,-4.89296e-007,2.62697e-007,0.143694,0.0445056,4.91913e-007,-0.50465,-0.0019998,0.00108362,2.90515,0.0444864,2.53187e-007,-0.00761,0.622847,0.639844,1
50,0.824125,0.496313,-0.496313,-1646.85,-6.08919e-007,3.27141e-007,0.143867,0.0445056,4.93388e-007,-0.503931,-0.00201232,0.00107588,2.92272,0.0444881,4.1407e-007,-0.00761724,0.622847,0.639844,1
60,0.825734,0.495588,-0.495588,-1646.85,-7.29462e-007,3.90983e-007,0.144042,0.0445056,4.95184e-007,-0.503211,-0.00202688,0.00106313,2.94045,0.0444899,5.22672e-007,-0.00762255,0.622847,0.639844,1
70,0.828216,0.494865,-0.494865,-1646.85,-8.5032e-007,4.5388e-007,0.144218,0.0445056,4.97297e-007,-0.50249,-0.00201782,0.00104412,2.95834,0.044492,5.22775e-007,-0.0076254,0.622847,0.639844,1
80,0.831525,0.494142,-0.494142,-1646.86,-9.69498e-007,5.15461e-007,0.144395,0.0445056,4.99721e-007,-0.501769,-0.00197245,0.0010192,2.9764,0.0444902,4.70339e-007,-0.00762653,0.622847,0.639844,1
90,0.835167,0.493419,-0.493419,-1646.86,-1.08507e-006,5.75414e-007,0.144573,0.0445056,5.02448e-007,-0.501046,-0.00189376,0.000989817,2.99462,0.0444886,4.30357e-007,-0.00762758,0.622847,0.639844,1
100,0.837713,0.492692,-0.492692,-1646.86,-1.19449e-006,6.33518e-007,0.144753,0.0445056,5.05472e-007,-0.500323,-0.00176782,0.000957421,3.01297,0.0444876,3.48019e-007,-0.0076305,0.622847,0.639844,1
110,0.83917,0.491963,-0.491963,-1646.86,-1.29555e-006,6.89616e-007,0.144933,0.0445055,5.0878e-007,-0.499599,-0.00161784,0.000922601,3.0315,0.0444891,2.92051e-007,-0.00763616,0.622847,0.639844,1
120,0.839714,0.49123,-0.49123,-1646.86,-1.38771e-006,7.43577e-007,0.145114,0.0445055,5.12364e-007,-0.498874,-0.00147511,0.000885936,3.0502,0.04449,3.75601e-007,-0.00764353,0.622847,0.639844,1
130,0.841115,0.490496,-0.490496,-1646.87,-1.47193e-006,7.95311e-007,0.145297,0.0445055,5.16212e-007,-0.498148,-0.00134973,0.000848016,3.06906,0.044492,6.02326e-007,-0.00765201,0.622847,0.639844,1
140,0.843715,0.489756,-0.489756,-1646.87,-1.54914e-006,8.4474e-007,0.145481,0.0445055,5.20314e-007,-0.497421,-0.00124383,0.000808414,3.08813,0.0444935,7.94986e-007,-0.00766418,0.622847,0.639844,1
150,0.84738,0.48901,-0.48901,-1646.87,-1.62095e-006,8.91718e-007,0.145666,0.0445055,5.24656e-007,-0.496693,-0.00116567,0.000765692,3.10742,0.044493,8.61766e-007,-0.00768292,0.622847,0.639844,1
