step,T,r,rz,Epot,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
10,0.481402,0.499394,0.499394,-1646.54,6.91771e-008,-4.35033e-008,-0.110171,0.0445012,8.24417e-007,0.491943,0.00109656,-0.000695188,-2.73166,0.0445017,7.93054e-007,-0.00745102,0.622923,0.639218,1
20,0.48296,0.498843,0.498843,-1646.54,1.33832e-007,-8.49773e-008,-0.110334,0.0445012,8.24096e-007,0.491392,0.0010702,-0.000694738,-2.74428,0.0445018,6.40118e-007,-0.00745117,0.622898,0.639216,1
30,0.485567,0.498293,0.498293,-1646.54,1.97083e-007,-1.26382e-007,-0.110498,0.0445012,8.23567e-007,0.49084,0.00105316,-0.000692906,-2.75704,0.0444991,4.58921e-007,-0.00745323,0.622898,0.639216,1
40,0.487273,0.49774,0.49774,-1646.54,2.59932e-007,-1.67619e-007,-0.110663,0.0445012,8.22832e-007,0.490287,0.00105656,-0.00068885,-2.76999,0.0444944,3.55877e-007,-0.00745356,0.622873,0.639213,1
50,0.490045,0.497183,0.497183,-1646.55,3.23365e-007,-2.08498e-007,-0.110829,0.0445012,8.21892e-007,0.489733,0.00106986,-0.000680573,-2.78311,0.04449,4.06218e-007,-0.00744994,0.622873,0.639213,1
60,0.491323,0.496624,0.496624,-1646.55,3.8747e-007,-2.48738e-007,-0.110995,0.0445012,8.20748e-007,0.489178,0.00107702,-0.000667682,-2.79635,0.044488,4.22802e-007,-0.00744576,0.622848,0.639211,1
70,0.493429,0.496068,0.496068,-1646.55,4.51624e-007,-2.88136e-007,-0.111162,0.0445012,8.19406e-007,0.488623,0.00107113,-0.000652902,-2.80973,0.0444882,3.4142e-007,-0.00744543,0.622848,0.639211,1
80,0.494514,0.495514,0.495514,-1646.55,5.15003e-007,-3.26665e-007,-0.111331,0.0445012,8.17868e-007,0.488067,0.00105078,-0.000638762,-2.82326,0.0444888,1.97538e-007,-0.00744723,0.622824,0.639208,1
90,0.496518,0.494957,0.494957,-1646.56,5.76669e-007,-3.64366e-007,-0.111499,0.0445012,8.16141e-007,0.48751,0.00101333,-0.000624792,-2.83693,0.0444884,1.28153e-007,-0.00744685,0.622824,0.639208,1
100,0.497299,0.494397,0.494397,-1646.56,6.35635e-007,-4.01177e-007,-0.111669,0.0445012,8.14226e-007,0.486952,0.000961817,-0.000608633,-2.85067,0.044487,1.35618e-007,-0.00744493,0.622799,0.639206,1
110,0.498863,0.493839,0.493839,-1646.56,6.91441e-007,-4.36937e-007,-0.11184,0.0445012,8.1213e-007,0.486393,0.000910048,-0.000589623,-2.86444,0.0444859,2.81442e-007,-0.00744629,0.622799,0.639206,1
120,0.499772,0.493284,0.493284,-1646.56,7.44456e-007,-4.71507e-007,-0.112011,0.0445012,8.09859e-007,0.485833,0.000868849,-0.000569047,-2.87823,0.0444859,5.86178e-007,-0.00745081,0.622774,0.639203,1
130,0.501527,0.492727,0.492727,-1646.57,7.95259e-007,-5.04836e-007,-0.112183,0.0445012,8.07417e-007,0.485273,0.000834449,-0.000548085,-2.89206,0.0444863,9.93963e-007,-0.00745394,0.622774,0.639203,1
140,0.502909,0.492167,0.492167,-1646.57,8.44032e-007,-5.36905e-007,-0.112356,0.0445012,8.04813e-007,0.484712,0.00080034,-0.000526858,-2.9059,0.0444858,1.29201e-006,-0.00745572,0.622749,0.639201,1
150,0.505026,0.491611,0.491611,-1646.57,8.90769e-007,-5.67705e-007,-0.11253,0.0445012,8.0205e-007,0.484149,0.000766271,-0.000505545,-2.91971,0.0444833,1.39679e-006,-0.00746144,0.622749,0.639201,1
160,0.506457,0.491058,0.491058,-1646.57,9.35392e-007,-5.97229e-007,-0.112704,0.0445012,7.99138e-007,0.483586,0.000727817,-0.00048398,-2.9335,0.0444794,1.39439e-006,-0.0074718,0.622724,0.639198,1
170,0.5088,0.490503,0.490503,-1646.58,9.77301e-007,-6.25429e-007,-0.11288,0.0445012,7.9608e-007,0.483022,0.00067386,-0.000460914,-2.9473,0.0444752,1.43539e-006,-0.00748092,0.622724,0.639198,1
180,0.510204,0.489943,0.489943,-1646.58,1.0155e-006,-6.52181e-007,-0.113056,0.0445012,7.92886e-007,0.482457,0.000605419,-0.000435471,-2.96122,0.044472,1.55052e-006,-0.00748509,0.622724,0.639198,1
190,0.511243,0.48938,0.48938,-1646.58,1.04957e-006,-6.77363e-007,-0.113233,0.0445012,7.89561e-007,0.481892,0.000537869,-0.000408448,-2.97533,0.0444706,1.63409e-006,-0.00748784,0.622699,0.639196,1
