step,T,r,rz,Epot,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
10,0.486531,0.499396,-0.499396,-1647.01,-1.62535e-007,7.88543e-008,0.110179,0.0444664,-9.91347e-008,-0.506752,-0.00258378,0.00126098,2.85906,0.044467,2.85957e-009,-0.00735595,0.622518,0.639303,1
20,0.487933,0.498847,-0.498847,-1647.01,-3.15179e-007,1.54114e-007,0.11035,0.0444664,-9.85523e-008,-0.506201,-0.00252699,0.00126082,2.87219,0.0444682,3.2089e-007,-0.00735419,0.622518,0.639303,1
30,0.491368,0.498293,-0.498293,-1647.02,-4.63597e-007,2.29204e-007,0.110521,0.0444664,-9.75938e-008,-0.505649,-0.00244574,0.00125535,2.88537,0.0444701,6.07447e-007,-0.00735596,0.622518,0.639303,1
40,0.493091,0.497735,-0.497735,-1647.02,-6.06998e-007,3.03812e-007,0.110694,0.0444664,-9.6261e-008,-0.505096,-0.00236267,0.00124464,2.89874,0.0444707,8.96868e-007,-0.00736094,0.622518,0.639303,1
50,0.496181,0.497174,-0.497174,-1647.02,-7.45863e-007,3.77614e-007,0.110867,0.0444664,-9.4557e-008,-0.504542,-0.0022949,0.00122812,2.91233,0.0444696,1.1287e-006,-0.00736728,0.622518,0.639303,1
60,0.495613,0.49661,-0.49661,-1647.02,-8.81109e-007,4.50236e-007,0.111042,0.0444664,-9.24868e-008,-0.503987,-0.0022399,0.00120522,2.92615,0.0444679,1.51246e-006,-0.00737688,0.622518,0.639303,1
70,0.49899,0.496041,-0.496041,-1647.03,-1.01327e-006,5.21335e-007,0.111217,0.0444664,-9.00572e-008,-0.503431,-0.00219128,0.0011772,2.94017,0.0444669,1.97899e-006,-0.00739053,0.622518,0.639303,1
80,0.499441,0.495472,-0.495472,-1647.03,-1.14289e-006,5.90619e-007,0.111392,0.0444664,-8.72765e-008,-0.502875,-0.00215757,0.00114448,2.95419,0.0444664,2.44466e-006,-0.00740235,0.622518,0.639303,1
90,0.504145,0.49491,-0.49491,-1647.03,-1.27118e-006,6.5782e-007,0.111569,0.0444664,-8.41545e-008,-0.502317,-0.00214452,0.00110736,2.96818,0.0444664,2.62462e-006,-0.00740781,0.622518,0.639303,1
100,0.504731,0.494345,-0.494345,-1647.03,-1.39864e-006,7.22679e-007,0.111747,0.0444664,-8.07022e-008,-0.501759,-0.00212317,0.00106612,2.98241,0.0444656,2.61082e-006,-0.00741386,0.622518,0.639303,1
110,0.508956,0.49377,-0.49377,-1647.04,-1.52362e-006,7.84966e-007,0.111925,0.0444664,-7.69319e-008,-0.5012,-0.00205699,0.00102108,2.99694,0.0444627,2.52527e-006,-0.00743021,0.622518,0.639303,1
120,0.509417,0.493185,-0.493185,-1647.04,-1.64306e-006,8.44458e-007,0.112104,0.0444664,-7.28571e-008,-0.50064,-0.00193929,0.000972696,3.01155,0.0444578,2.51309e-006,-0.00745433,0.622518,0.639303,1
130,0.510643,0.492605,-0.492605,-1647.04,-1.75433e-006,9.01004e-007,0.112284,0.0444664,-6.84922e-008,-0.500079,-0.00178586,0.000922423,3.02608,0.0444553,2.39708e-006,-0.00747426,0.622518,0.639303,1
140,0.512147,0.492031,-0.492031,-1647.04,-1.8557e-006,9.54488e-007,0.112465,0.0444664,-6.38521e-008,-0.499517,-0.0016089,0.00086991,3.04046,0.0444583,2.12558e-006,-0.00748556,0.622518,0.639303,1
150,0.515122,0.491458,-0.491458,-1647.04,-1.94599e-006,1.00474e-006,0.112647,0.0444664,-5.89526e-008,-0.498954,-0.00141523,0.000813723,3.05483,0.0444647,1.80035e-006,-0.00749612,0.622518,0.639303,1
160,0.514802,0.490877,-0.490877,-1647.04,-2.02439e-006,1.05151e-006,0.11283,0.0444664,-5.38105e-008,-0.49839,-0.00121238,0.000753467,3.06943,0.0444698,1.63714e-006,-0.00751319,0.622518,0.639303,1
170,0.520006,0.490292,-0.490292,-1647.05,-2.09086e-006,1.09457e-006,0.113013,0.0444663,-4.84437e-008,-0.497826,-0.00101949,0.000689233,3.0844,0.0444713,1.56106e-006,-0.00753408,0.622518,0.639303,1
