step,T,r,rz,Epot,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
10,0.260132,0.49956,-0.49956,-1647.01,-2.13033e-007,1.11204e-007,0.0801789,0.0444564,2.97804e-006,-0.506828,-0.00338834,0.00177347,2.86026,0.0444555,2.93913e-006,-0.00726846,0.622322,0.63898,1
20,0.263283,0.499163,-0.499163,-1647.01,-4.13712e-007,2.1664e-007,0.0803498,0.0444564,2.97886e-006,-0.506427,-0.00333587,0.00175863,2.87003,0.0444511,2.68434e-006,-0.00726436,0.622309,0.638995,1
30,0.268207,0.498767,-0.498767,-1647.02,-6.10983e-007,3.20845e-007,0.0805214,0.0444564,2.9802e-006,-0.506025,-0.00327448,0.00173287,2.87999,0.0444504,2.21354e-006,-0.00725776,0.6223,0.639008,1
40,0.272831,0.498363,-0.498363,-1647.03,-8.04227e-007,4.23283e-007,0.0806935,0.0444564,2.98207e-006,-0.505622,-0.00320433,0.00169982,2.89013,0.0444502,1.92665e-006,-0.00725849,0.622289,0.639023,1
50,0.276672,0.497946,-0.497946,-1647.04,-9.93823e-007,5.2354e-007,0.0808663,0.0444564,2.98443e-006,-0.505218,-0.00315406,0.0016592,2.90043,0.0444517,1.91246e-006,-0.00727218,0.622277,0.639036,1
60,0.277739,0.497525,-0.497525,-1647.05,-1.1806e-006,6.21016e-007,0.0810396,0.0444564,2.9873e-006,-0.504813,-0.00310337,0.00160545,2.91075,0.0444489,1.8129e-006,-0.00728779,0.622261,0.639051,1
70,0.281401,0.497113,-0.497113,-1647.06,-1.36337e-006,7.1476e-007,0.0812136,0.0444564,2.99064e-006,-0.504408,-0.00301487,0.00153393,2.92087,0.044446,1.54301e-006,-0.0072943,0.622247,0.639062,1
80,0.283342,0.496704,-0.496704,-1647.06,-1.53986e-006,8.03763e-007,0.0813882,0.0444563,2.99444e-006,-0.504001,-0.00290337,0.0014476,2.93077,0.0444424,1.39679e-006,-0.0072966,0.622231,0.639073,1
90,0.285718,0.496286,-0.496286,-1647.07,-1.71028e-006,8.87354e-007,0.0815633,0.0444563,2.99867e-006,-0.503594,-0.00281,0.00135356,2.94064,0.0444421,1.28422e-006,-0.00730724,0.622209,0.639088,1
100,0.2867,0.495857,-0.495857,-1647.07,-1.87489e-006,9.65215e-007,0.0817391,0.0444563,3.0033e-006,-0.503185,-0.00270358,0.00125587,2.95072,0.0444405,9.22234e-007,-0.0073279,0.622185,0.639103,1
